58496.094420319 2.8935e-05 1.0071e+00 1.3160e-02 1 1
58496.094450585 3.1409e-05 9.8942e-01 1.2577e-02 1 1
58496.094482088 3.1409e-05 1.0283e+00 1.2346e-02 1 1
58496.094513591 3.1409e-05 1.0043e+00 1.3912e-02 1 1
58496.094545094 3.1409e-05 1.0039e+00 1.4738e-02 1 1
58496.094576597 3.1409e-05 9.8985e-01 1.6767e-02 1 1
58496.094608099 3.1409e-05 1.0287e+00 1.5549e-02 1 1
58496.094639602 3.1409e-05 1.0128e+00 1.7215e-02 1 1
58496.094671105 3.1409e-05 1.0029e+00 1.4345e-02 1 1
58496.094702608 3.1409e-05 9.8492e-01 1.4901e-02 1 1
58496.094734111 3.1409e-05 9.9797e-01 1.8655e-02 1 1
58496.094765614 3.1409e-05 1.0380e+00 1.7788e-02 1 1
58496.094797117 3.1409e-05 9.7998e-01 1.3810e-02 1 1
58496.094828620 3.1409e-05 1.0243e+00 1.2242e-02 1 1
58496.094860123 3.1409e-05 9.9646e-01 1.2847e-02 1 1
58496.094891625 3.1409e-05 1.0503e+00 1.5275e-02 1 1
58496.094923128 3.1409e-05 1.0139e+00 1.5361e-02 1 1
58496.094954631 3.1409e-05 9.9054e-01 1.4204e-02 1 1
58496.094986134 3.1409e-05 1.0064e+00 1.5667e-02 1 1
58496.095017637 3.1409e-05 1.0274e+00 1.6768e-02 1 1
58496.095049140 3.1409e-05 1.0055e+00 1.7213e-02 1 1
58496.095080643 3.1409e-05 1.0191e+00 1.6415e-02 1 1
58496.095112146 3.1409e-05 1.0103e+00 1.7499e-02 1 1
58496.095143648 3.1409e-05 9.9722e-01 1.6990e-02 1 1
58496.095175151 3.1409e-05 1.0155e+00 1.7679e-02 1 1
58496.095206654 3.1409e-05 9.8516e-01 1.7878e-02 1 1
58496.095238157 3.1409e-05 9.9076e-01 1.7959e-02 1 1
58496.095269660 3.1409e-05 1.0261e+00 1.7077e-02 1 1
58496.095301163 3.1409e-05 1.0358e+00 1.3582e-02 1 1
58496.095332666 3.1409e-05 1.0073e+00 1.4282e-02 1 1
58496.095364169 3.1409e-05 1.0084e+00 1.3563e-02 1 1
58496.095395672 3.1409e-05 1.0175e+00 1.2711e-02 1 1
58496.095427174 3.1409e-05 9.9637e-01 1.3206e-02 1 1
58496.095458677 3.1409e-05 1.0054e+00 1.4448e-02 1 1
58496.095490180 3.1409e-05 1.0126e+00 1.2670e-02 1 1
58496.095521683 3.1409e-05 1.0148e+00 1.3587e-02 1 1
58496.095553186 3.1409e-05 9.7988e-01 1.2597e-02 1 1
58496.095584689 3.1409e-05 1.0181e+00 1.6046e-02 1 1
58496.095616192 3.1409e-05 1.0008e+00 1.3802e-02 1 1
58496.095647695 3.1409e-05 1.0002e+00 1.6003e-02 1 1
58496.095679197 3.1409e-05 1.0077e+00 1.6959e-02 1 1
58496.095710700 3.1409e-05 1.0464e+00 1.4930e-02 1 1
58496.095742203 3.1409e-05 1.0223e+00 1.8116e-02 1 1
58496.095773706 3.1409e-05 9.9589e-01 1.6442e-02 1 1
58496.095805209 3.1409e-05 1.0283e+00 1.6709e-02 1 1
58496.095836712 3.1409e-05 1.0183e+00 1.6012e-02 1 1
58496.095868215 3.1409e-05 1.0256e+00 1.7951e-02 1 1
58496.095899718 3.1409e-05 1.0299e+00 1.7748e-02 1 1
