58496.094451823 9.1934e-05 1.0549e+00 3.8031e-02 1 1
58496.094545094 9.4408e-05 9.7010e-01 4.8279e-02 1 1
58496.094639603 9.4408e-05 1.0703e+00 4.0364e-02 1 1
58496.094734111 9.4408e-05 1.0620e+00 5.3317e-02 1 1
58496.094828620 9.4408e-05 1.0529e+00 4.1495e-02 1 1
58496.094923129 9.4408e-05 1.0321e+00 4.4263e-02 1 1
58496.095017637 9.4408e-05 1.0426e+00 5.3278e-02 1 1
58496.095112146 9.4408e-05 1.0515e+00 5.5526e-02 1 1
58496.095206655 9.4408e-05 1.0534e+00 6.2268e-02 1 1
58496.095301163 9.4408e-05 1.0175e+00 4.2215e-02 1 1
58496.095395672 9.4408e-05 1.0064e+00 4.0329e-02 1 1
58496.095490181 9.4408e-05 9.8402e-01 4.2608e-02 1 1
58496.095584689 9.4408e-05 1.0729e+00 4.4879e-02 1 1
58496.095679198 9.4408e-05 1.0258e+00 4.8746e-02 1 1
58496.095773707 9.4408e-05 1.0431e+00 5.5924e-02 1 1
58496.095868215 9.4408e-05 1.0383e+00 6.6396e-02 1 1
58496.095962724 9.4408e-05 1.0652e+00 6.9312e-02 1 1
58496.096057232 9.4408e-05 1.0083e+00 5.8700e-02 1 1
58496.096151741 9.4408e-05 9.8626e-01 6.1747e-02 1 1
58496.096246250 9.4408e-05 9.5524e-01 5.8274e-02 1 1
58496.096340758 9.4408e-05 1.0795e+00 6.1425e-02 1 1
58496.096435267 9.4408e-05 9.6835e-01 5.7780e-02 1 1
58496.096529776 9.4408e-05 9.7622e-01 6.3617e-02 1 1
58496.096624284 9.4408e-05 1.0127e+00 5.9818e-02 1 1
58496.096718793 9.4408e-05 1.0198e+00 6.1291e-02 1 1
58496.096813302 9.4408e-05 9.7804e-01 6.5167e-02 1 1
58496.096907810 9.4408e-05 9.5210e-01 6.6836e-02 1 1
58496.097002319 9.4408e-05 9.9751e-01 4.6471e-02 1 1
58496.097096828 9.4408e-05 1.0371e+00 3.7171e-02 1 1
58496.097191336 9.4408e-05 9.5229e-01 3.9595e-02 1 1
58496.097285845 9.4408e-05 1.0397e+00 4.2133e-02 1 1
58496.097380354 9.4408e-05 9.6712e-01 4.2351e-02 1 1
58496.097474862 9.4408e-05 1.0077e+00 3.8984e-02 1 1
58496.097569371 9.4408e-05 1.0352e+00 4.3313e-02 1 1
58496.097663880 9.4408e-05 9.8455e-01 3.9052e-02 1 1
58496.097758388 9.4408e-05 1.0751e+00 3.7613e-02 1 1
58496.097852897 9.4408e-05 9.9801e-01 3.5954e-02 1 1
58496.097947405 9.4408e-05 9.7355e-01 3.8330e-02 1 1
58496.098041914 9.4408e-05 1.0374e+00 4.3229e-02 1 1
58496.098136423 9.4408e-05 9.4906e-01 4.3658e-02 1 1
58496.098230931 9.4408e-05 1.0489e+00 5.3679e-02 1 1
58496.098325440 9.4408e-05 1.0105e+00 5.0247e-02 1 1
58496.098419949 9.4408e-05 1.0805e+00 5.3223e-02 1 1
58496.098514457 9.4408e-05 9.2459e-01 4.4166e-02 1 1
58496.098608966 9.4408e-05 1.1893e+00 5.0661e-02 1 1
58496.098703475 9.4408e-05 1.0180e+00 4.2257e-02 1 1
58496.098797983 9.4408e-05 1.0726e+00 3.5839e-02 1 1
58496.098892492 9.4408e-05 1.0152e+00 4.5065e-02 1 1
58496.098987001 9.4408e-05 9.7096e-01 3.9432e-02 1 1
58496.099081509 9.4408e-05 1.0625e+00 3.3754e-02 1 1
58496.099176018 9.4408e-05 9.6210e-01 3.7464e-02 1 1
58496.099270527 9.4408e-05 1.1295e+00 4.6316e-02 1 1
58496.099365035 9.4408e-05 9.8541e-01 5.0219e-02 1 1
58496.099459544 9.4408e-05 9.6903e-01 4.2199e-02 1 1
58496.099554052 9.4408e-05 9.4237e-01 3.9668e-02 1 1
58496.099648561 9.4408e-05 9.7263e-01 4.4103e-02 1 1
58496.099743070 9.4408e-05 1.0741e+00 3.6436e-02 1 1
58496.099837578 9.4408e-05 9.8743e-01 4.6494e-02 1 1
58496.099932087 9.4408e-05 9.4959e-01 4.3062e-02 1 1
58496.100026596 9.4408e-05 9.4221e-01 4.6790e-02 1 1
