Teff log(g) a1 a2 a3 a4 I1
8400.0 3.5 4.98656 -8.78583 7.63364 -2.45961 2648950.0
8600.0 3.5 5.19972 -9.20208 7.9712 -2.56142 2609070.0
8800.0 3.5 5.32231 -9.40355 8.10199 -2.59148 2575440.0
9000.0 3.5 5.48831 -9.70477 8.3347 -2.65864 2681990.0
9200.0 3.5 5.66779 -10.04211 8.60902 -2.74214 2816210.0
9400.0 3.5 6.07267 -10.83528 9.29008 -2.95956 2955760.0
9600.0 3.5 6.30827 -11.2722 9.64787 -3.06963 3054320.0
9800.0 3.5 6.38958 -11.37908 9.70321 -3.07868 3203990.0
10000.0 3.5 6.63744 -11.83798 10.08008 -3.1953 3369680.0
10200.0 3.5 6.87965 -12.27771 10.43514 -3.30369 3478020.0
10400.0 3.5 7.37723 -13.24829 11.26737 -3.56946 3628240.0
10600.0 3.5 7.62536 -13.71021 11.6461 -3.68647 3806860.0
10800.0 3.5 7.92082 -14.26172 12.0974 -3.82514 3747500.0
11000.0 3.5 8.27063 -14.91751 12.63447 -3.98975 3575020.0
11200.0 3.5 8.30753 -14.92156 12.58135 -3.95828 3376860.0
11400.0 3.5 8.37747 -15.15991 12.83968 -4.05391 3870180.0
11600.0 3.5 8.145 -14.66296 12.37197 -3.89434 3997140.0
11800.0 3.5 8.65941 -15.54023 13.0302 -4.0792 3720570.0
12000.0 3.5 8.84592 -15.89581 13.31695 -4.16513 3843720.0
2300.0 4.0 0.64123 -0.16717 1.04781 -0.4884 1642.76
2400.0 4.0 0.52461 0.38972 0.41529 -0.27935 1664.84
2500.0 4.0 0.91042 0.02444 0.46652 -0.2683 1674.08
2600.0 4.0 1.7765 -1.42437 1.46385 -0.54949 5894.63
2700.0 4.0 2.65769 -3.12052 2.78972 -0.95028 3207.71
2900.0 4.0 3.82378 -5.65655 4.96253 -1.64866 86499.5
3100.0 4.0 3.95667 -6.04536 5.30805 -1.76007 76815300.0
3200.0 4.0 4.05814 -6.27457 5.51728 -1.82767 168509000.0
3300.0 4.0 4.06401 -6.33194 5.5943 -1.85618 233942000.0
3400.0 4.0 3.85062 -5.94492 5.26827 -1.748 262451000.0
3500.0 4.0 3.73226 -5.82114 5.2114 -1.73502 263805000.0
3600.0 4.0 3.38873 -5.18734 4.65884 -1.54409 257939000.0
3700.0 4.0 3.25398 -5.02912 4.5718 -1.51263 243400000.0
3800.0 4.0 2.89662 -4.39517 4.05869 -1.33584 229738000.0
3900.0 4.0 2.67386 -4.10786 3.89233 -1.28181 212647000.0
4000.0 4.0 2.44794 -3.78507 3.69476 -1.22021 200051000.0
4100.0 4.0 2.27533 -3.62289 3.69257 -1.24271 184440000.0
4200.0 4.0 2.56653 -4.40837 4.5101 -1.53003 172938000.0
4300.0 4.0 2.59373 -4.44123 4.50066 -1.51756 158045000.0
4400.0 4.0 2.601 -4.4624 4.52192 -1.5308 137177000.0
4500.0 4.0 2.53267 -4.32036 4.394 -1.49539 111186000.0
4600.0 4.0 2.5122 -4.26976 4.34252 -1.4835 74109200.0
4700.0 4.0 2.47548 -4.17641 4.24455 -1.45371 33707200.0
4800.0 4.0 2.48174 -4.17308 4.22729 -1.45035 9852050.0
4900.0 4.0 2.45063 -4.0976 4.14509 -1.42473 3288400.0
5100.0 4.0 2.6863 -4.57179 4.55167 -1.56684 164194.0
5200.0 4.0 2.73 -4.66824 4.63635 -1.59887 200230.0
5300.0 4.0 2.72637 -4.66152 4.62442 -1.59764 265825.0
5400.0 4.0 2.67755 -4.55972 4.52357 -1.56521 357288.0
5500.0 4.0 2.72564 -4.65492 4.59845 -1.59044 275481.0
5600.0 4.0 2.79358 -4.80633 4.73492 -1.63863 304921.0
5700.0 4.0 2.69806 -4.59483 4.52563 -1.5668 321442.0
5800.0 4.0 2.72813 -4.66056 4.57875 -1.58506 343663.0
5900.0 4.0 2.75266 -4.71588 4.62273 -1.59999 383248.0
6000.0 4.0 2.8164 -4.85823 4.74906 -1.64302 425216.0
6100.0 4.0 2.82786 -4.88563 4.77091 -1.65077 486011.0
6200.0 4.0 2.80048 -4.82439 4.70135 -1.62514 556246.0
6300.0 4.0 2.8185 -4.85934 4.71691 -1.62727 642879.0
6400.0 4.0 2.86792 -4.9626 4.80026 -1.65349 753685.0
6500.0 4.0 2.88923 -4.99402 4.8092 -1.65254 869609.0
6600.0 4.0 2.89645 -4.99934 4.79637 -1.64489 1001500.0
6700.0 4.0 2.9141 -5.02035 4.79423 -1.64013 1130460.0
6800.0 4.0 2.92385 -5.02397 4.77587 -1.63001 1260120.0
6900.0 4.0 2.92431 -5.00935 4.74221 -1.61531 1372360.0
7000.0 4.0 2.94057 -5.02899 4.74068 -1.6117 1481680.0
7200.0 4.0 2.9755 -5.06758 4.73008 -1.60069 1729350.0
7400.0 4.0 2.84292 -4.77987 4.44395 -1.50222 1927810.0
7600.0 4.0 2.76193 -4.58522 4.2526 -1.45047 2153830.0
7800.0 4.0 2.88251 -4.85558 4.47541 -1.51029 2369140.0
8000.0 4.0 2.8676 -4.78747 4.35751 -1.45692 2527300.0
8200.0 4.0 2.97971 -4.99655 4.49841 -1.49167 2614880.0
8400.0 4.0 3.07985 -5.18528 4.62745 -1.52401 2717200.0
8600.0 4.0 3.16684 -5.37702 4.78953 -1.57715 2743770.0
8800.0 4.0 3.38916 -5.81806 5.15437 -1.68946 2552460.0
9000.0 4.0 3.45113 -5.94832 5.25767 -1.71985 2757710.0
9200.0 4.0 3.62086 -6.29595 5.55789 -1.81613 2881030.0
9400.0 4.0 3.72468 -6.49605 5.7211 -1.86611 2997120.0
9600.0 4.0 3.73127 -6.48754 5.69405 -1.85264 3128110.0
9800.0 4.0 3.86497 -6.74115 5.90467 -1.91854 3230320.0
10000.0 4.0 3.99985 -6.99802 6.12026 -1.9868 3416820.0
10200.0 4.0 4.10993 -7.20031 6.28535 -2.03813 3548000.0
10400.0 4.0 4.32208 -7.61778 6.6473 -2.15555 3643250.0
10600.0 4.0 4.32696 -7.59703 6.60716 -2.13791 3866580.0
10800.0 4.0 4.57381 -8.08434 7.02905 -2.27441 3829150.0
11000.0 4.0 4.77036 -8.45326 7.33268 -2.36858 3640550.0
11200.0 4.0 5.01937 -8.92158 7.71741 -2.48713 3382440.0
11400.0 4.0 5.04584 -8.94447 7.7092 -2.47754 3512140.0
11600.0 4.0 4.76294 -8.4386 7.28783 -2.34596 4026900.0
11800.0 4.0 4.83135 -8.57692 7.40061 -2.38044 4160560.0
12000.0 4.0 4.8862 -8.69163 7.4942 -2.40888 4297920.0
2300.0 4.5 0.4949 0.2175 0.61009 -0.33064 2725.99
2400.0 4.5 0.3255 0.67503 0.24877 -0.25063 2538.23
2500.0 4.5 0.48939 0.61135 0.14215 -0.19698 2424.92
2600.0 4.5 0.67381 0.7259 -0.32428 0.01577 3725.7
2700.0 4.5 1.49554 -0.71845 0.69206 -0.26838 3424.96
2900.0 4.5 2.95685 -3.84392 3.34683 -1.1203 90082.8
3100.0 4.5 3.35603 -4.84773 4.23107 -1.40944 72023200.0
3200.0 4.5 3.49182 -5.19479 4.5543 -1.51925 174700000.0
3300.0 4.5 3.49176 -5.23373 4.59388 -1.5327 253082000.0
3400.0 4.5 3.3763 -5.03521 4.42426 -1.47707 288475000.0
3500.0 4.5 3.26674 -4.8698 4.29954 -1.43976 293826000.0
3600.0 4.5 3.03885 -4.4319 3.90378 -1.30349 286531000.0
3700.0 4.5 2.91515 -4.24009 3.7535 -1.25188 268808000.0
3800.0 4.5 2.76979 -4.00013 3.56406 -1.18391 251562000.0
3900.0 4.5 2.50516 -3.53886 3.19472 -1.05651 234469000.0
4000.0 4.5 2.35819 -3.35613 3.10858 -1.02765 219310000.0
4100.0 4.5 2.01964 -2.74431 2.63551 -0.87045 206014000.0
4200.0 4.5 1.87479 -2.63287 2.66325 -0.8933 188495000.0
4300.0 4.5 1.80642 -2.67581 2.85229 -0.98331 169248000.0
4400.0 4.5 1.94854 -3.19694 3.47236 -1.21727 141723000.0
4500.0 4.5 1.94996 -3.18225 3.41901 -1.18678 110663000.0
4600.0 4.5 1.89468 -3.06299 3.30907 -1.15668 70630300.0
4700.0 4.5 1.89589 -3.0556 3.29612 -1.1576 29536500.0
4800.0 4.5 1.90939 -3.07372 3.30612 -1.16588 9509820.0
4900.0 4.5 1.91484 -3.07127 3.29573 -1.1673 3896120.0
5100.0 4.5 2.01353 -3.26596 3.44515 -1.22064 225130.0
5200.0 4.5 2.01283 -3.26025 3.43067 -1.21818 297310.0
5300.0 4.5 2.01236 -3.25734 3.41911 -1.21627 403607.0
5400.0 4.5 2.02207 -3.28067 3.43492 -1.22404 528181.0
5500.0 4.5 1.99986 -3.23299 3.37969 -1.20536 382719.0
5600.0 4.5 1.99805 -3.23129 3.37176 -1.20422 404960.0
5700.0 4.5 1.99102 -3.2121 3.34233 -1.19386 424146.0
5800.0 4.5 2.05989 -3.37431 3.52126 -1.2763 443497.0
5900.0 4.5 2.03777 -3.33332 3.48535 -1.26692 470647.0
6000.0 4.5 2.06817 -3.39939 3.53476 -1.28417 521260.0
6100.0 4.5 2.09009 -3.45467 3.58407 -1.30282 585856.0
6200.0 4.5 2.10017 -3.48531 3.61092 -1.31363 666897.0
6300.0 4.5 2.11173 -3.51853 3.64296 -1.32663 770681.0
6400.0 4.5 2.1262 -3.55905 3.67535 -1.33781 879645.0
6500.0 4.5 2.14438 -3.60323 3.71385 -1.35161 1023450.0
6600.0 4.5 2.18239 -3.68841 3.78493 -1.3748 1179060.0
6700.0 4.5 2.21144 -3.7537 3.83876 -1.39226 1347210.0
6800.0 4.5 2.23872 -3.81385 3.88641 -1.40708 1504730.0
6900.0 4.5 2.26689 -3.87043 3.92696 -1.41848 1670130.0
7000.0 4.5 2.2826 -3.90446 3.9484 -1.42342 1791610.0
7200.0 4.5 2.31472 -3.95955 3.96568 -1.42095 2036170.0
7400.0 4.5 2.17102 -3.53199 3.45577 -1.22823 2255370.0
7600.0 4.5 2.31018 -3.89208 3.80711 -1.34201 2469960.0
7800.0 4.5 2.15966 -3.53089 3.41941 -1.19791 2667150.0
8000.0 4.5 2.14945 -3.48108 3.32643 -1.15485 2841630.0
8200.0 4.5 2.16735 -3.49349 3.28837 -1.12916 2957470.0
8400.0 4.5 2.18976 -3.51977 3.26765 -1.11101 3069490.0
8600.0 4.5 2.26516 -3.66233 3.359 -1.13218 3180640.0
8800.0 4.5 2.34876 -3.83326 3.48838 -1.16922 3117430.0
9000.0 4.5 2.42345 -3.99925 3.6277 -1.21379 3081770.0
9200.0 4.5 2.52502 -4.21667 3.81402 -1.27314 3227240.0
9400.0 4.5 2.59118 -4.35672 3.93111 -1.30966 3371500.0
9600.0 4.5 2.68417 -4.53879 4.08319 -1.3574 3475570.0
9800.0 4.5 2.706 -4.57667 4.104 -1.36122 3636380.0
10000.0 4.5 2.78576 -4.73011 4.23099 -1.40102 3758870.0
10200.0 4.5 2.84635 -4.84405 4.32394 -1.43007 3974380.0
10400.0 4.5 2.92209 -4.98639 4.44162 -1.46725 4103280.0
10600.0 4.5 2.99619 -5.12328 4.55334 -1.50224 4220430.0
10800.0 4.5 3.05306 -5.2272 4.63709 -1.52848 4451500.0
11000.0 4.5 3.10776 -5.31406 4.69571 -1.54373 4345140.0
11200.0 4.5 3.28141 -5.65448 4.98749 -1.63748 4106360.0
11400.0 4.5 3.37464 -5.81619 5.10771 -1.6714 3911100.0
11600.0 4.5 3.5188 -6.10681 5.35953 -1.75296 4041330.0
11800.0 4.5 3.58923 -6.24391 5.4702 -1.78673 4168780.0
12000.0 4.5 3.58882 -6.23195 5.44312 -1.77371 4308030.0
2300.0 5.0 0.42156 0.25305 0.65477 -0.37543 4273.22
2400.0 5.0 0.10762 1.29309 -0.45454 0.0069 4290.27
2500.0 5.0 0.0826 1.34532 -0.4591 -0.00151 3599.74
2600.0 5.0 0.29136 1.272 -0.63336 0.08795 3111.11
2700.0 5.0 0.60633 1.03788 -0.7669 0.19301 4385.02
2900.0 5.0 2.07547 -1.97466 1.68038 -0.56915 93701.3
3100.0 5.0 2.75153 -3.60022 3.12066 -1.04633 54184500.0
3200.0 5.0 2.87616 -3.93766 3.419 -1.14497 162272000.0
3300.0 5.0 2.93341 -4.11859 3.58081 -1.19883 260779000.0
3400.0 5.0 2.88899 -4.0727 3.53774 -1.18375 311787000.0
3500.0 5.0 2.78526 -3.89193 3.37159 -1.12714 323638000.0
3600.0 5.0 2.68939 -3.72889 3.22493 -1.07702 316959000.0
