log(g) Teff a1 a2 a3 a4 I1 beaming
6.75 5250.0 1.3374 -0.8864 0.481 -0.1146 6.96159e-06 -2.7379
6.75 5500.0 1.0372 -0.113 -0.266 0.1511 9.09141e-06 -2.4824
6.75 5750.0 0.6487 0.8541 -1.1826 0.4685 1.1572e-05 -2.2501
6.75 6000.0 0.2698 1.7642 -2.0248 0.7503 1.43757e-05 -2.038
6.75 6250.0 0.0017 2.3531 -2.5243 0.9021 1.74887e-05 -1.8437
6.75 6500.0 -0.1477 2.6276 -2.708 0.9408 2.0919e-05 -1.6652
6.75 7000.0 -0.2287 2.6389 -2.5646 0.8441 2.88169e-05 -1.3489
6.75 7500.0 -0.2264 2.5134 -2.3457 0.7342 3.82592e-05 -1.0778
6.75 8000.0 -0.2266 2.4925 -2.3069 0.7047 4.94787e-05 -0.8432
6.75 8500.0 -0.2483 2.6486 -2.55 0.8019 6.26426e-05 -0.6387
6.75 9000.0 -0.2301 2.8089 -2.9005 0.9681 7.78008e-05 -0.4592
6.75 9500.0 -0.0848 2.6291 -2.9195 1.0254 9.47426e-05 -0.3005
6.75 10000.0 0.1247 2.135 -2.5105 0.9064 0.000112496 -0.1594
6.75 10500.0 0.2851 1.6413 -1.9893 0.7237 0.000129886 -0.0333
6.75 11000.0 0.4285 1.0544 -1.2811 0.4631 0.000144942 0.0799
6.75 11500.0 0.577 0.4496 -0.537 0.1818 0.00015926 0.1821
6.75 12000.0 0.6555 0.1703 -0.2051 0.0507 0.000173619 0.2747
6.75 12500.0 0.6941 0.0667 -0.116 0.0216 0.000187671 0.3589
6.75 13000.0 0.72 -0.0072 -0.0576 0.0044 0.000201636 0.4358
6.75 13500.0 0.7369 -0.0645 -0.01 -0.0104 0.000215671 0.5062
6.75 14000.0 0.7454 -0.1049 0.0244 -0.0213 0.000229727 0.5709
6.75 14500.0 0.7485 -0.133 0.0479 -0.0285 0.000243895 0.6305
6.75 15000.0 0.7491 -0.1553 0.067 -0.0345 0.000258217 0.6856
6.75 15500.0 0.7483 -0.1741 0.0833 -0.0395 0.000272721 0.7367
6.75 16000.0 0.7471 -0.1918 0.0989 -0.0444 0.000287436 0.7842
6.75 16500.0 0.7464 -0.2102 0.1157 -0.0498 0.000302374 0.8283
6.75 17000.0 0.7454 -0.2278 0.1323 -0.0552 0.000317551 0.8696
6.75 20000.0 0.7624 -0.3786 0.283 -0.1075 0.000414228 1.0683
6.75 25000.0 0.891 -0.8219 0.7306 -0.2672 0.000603628 1.2821
6.75 30000.0 0.9336 -1.0027 0.8684 -0.3041 0.000859023 1.4175
6.75 35000.0 0.7306 -0.6917 0.5507 -0.1852 0.00114409 1.5105
6.75 40000.0 0.5965 -0.5236 0.4167 -0.143 0.00137002 1.5782
6.75 45000.0 0.5404 -0.5001 0.4252 -0.152 0.00155748 1.6296
6.75 50000.0 0.5214 -0.5401 0.4906 -0.1801 0.00173026 1.6699
6.75 55000.0 0.5213 -0.6064 0.5769 -0.2148 0.00188874 1.7023
6.75 60000.0 0.5344 -0.6854 0.6687 -0.25 0.00203431 1.729
7.0 3750.0 0.9782 0.0369 -0.527 0.266 1.16482e-06 -5.0093
7.0 4000.0 1.3526 -0.9596 0.5167 -0.1225 1.50937e-06 -4.5104
7.0 4250.0 1.5978 -1.6334 1.2326 -0.3915 2.0109e-06 -4.0707
7.0 4500.0 1.7115 -1.961 1.5869 -0.5258 2.73171e-06 -3.6807
7.0 4750.0 1.7821 -2.1484 1.7922 -0.6041 3.72518e-06 -3.3324
7.0 5000.0 1.5347 -1.429 1.0199 -0.3107 5.17724e-06 -3.0198
7.0 5250.0 1.3911 -1.035 0.6252 -0.1667 6.95146e-06 -2.7379
7.0 5500.0 1.1657 -0.4392 0.0423 0.043 9.07369e-06 -2.4824
7.0 5750.0 0.8126 0.4484 -0.8055 0.3399 1.15488e-05 -2.2501
7.0 6000.0 0.4296 1.3804 -1.6774 0.6361 1.43577e-05 -2.038
7.0 6250.0 0.118 2.0958 -2.3137 0.8401 1.74799e-05 -1.8437
7.0 6500.0 -0.0717 2.4774 -2.6061 0.9181 2.09091e-05 -1.6652
7.0 7000.0 -0.1972 2.6121 -2.5938 0.8699 2.87535e-05 -1.3489
7.0 7500.0 -0.2031 2.52 -2.4229 0.7817 3.8055e-05 -1.0778
7.0 8000.0 -0.2019 2.5011 -2.3962 0.7604 4.90276e-05 -0.8432
7.0 8500.0 -0.2078 2.5992 -2.5692 0.8307 6.18449e-05 -0.6387
7.0 9000.0 -0.1865 2.7197 -2.8518 0.9652 7.65783e-05 -0.4592
7.0 9500.0 -0.0662 2.5984 -2.9198 1.036 9.3071e-05 -0.3005
7.0 10000.0 0.1413 2.1289 -2.5504 0.9334 0.000110664 -0.1594
7.0 10500.0 0.3096 1.6504 -2.0748 0.7712 0.000128077 -0.0333
7.0 11000.0 0.4272 1.1982 -1.5358 0.5697 0.000144422 0.0799
7.0 11500.0 0.5419 0.6793 -0.8895 0.3294 0.00015812 0.1821
7.0 12000.0 0.6523 0.2169 -0.3041 0.0997 0.000172354 0.2747
7.0 12500.0 0.703 0.0353 -0.0916 0.0152 0.000186625 0.3589
7.0 13000.0 0.7298 -0.0426 -0.0243 -0.0068 0.000200737 0.4358
7.0 13500.0 0.7471 -0.0978 0.0195 -0.0198 0.000214783 0.5062
7.0 14000.0 0.7585 -0.143 0.0582 -0.0321 0.000228996 0.5709
7.0 14500.0 0.7624 -0.172 0.0824 -0.0396 0.000243266 0.6305
7.0 15000.0 0.763 -0.1931 0.0998 -0.0448 0.000257651 0.6856
7.0 15500.0 0.7635 -0.2146 0.1189 -0.051 0.000272203 0.7367
7.0 16000.0 0.7623 -0.232 0.1344 -0.0559 0.000286957 0.7842
7.0 16500.0 0.7612 -0.2491 0.1499 -0.0608 0.00030193 0.8283
7.0 17000.0 0.7593 -0.2638 0.1634 -0.0651 0.000317145 0.8696
7.0 20000.0 0.7764 -0.4141 0.3141 -0.1176 0.000414009 1.0683
7.0 25000.0 0.8996 -0.8451 0.7502 -0.2732 0.000603716 1.2821
7.0 30000.0 0.9407 -1.0268 0.8916 -0.3121 0.000859089 1.4175
7.0 35000.0 0.7133 -0.659 0.518 -0.1731 0.00114188 1.5105
7.0 40000.0 0.5688 -0.4658 0.359 -0.1218 0.00136555 1.5782
7.0 45000.0 0.5038 -0.4215 0.3463 -0.1231 0.00155101 1.6296
7.0 50000.0 0.4747 -0.4377 0.3878 -0.1425 0.0017209 1.6699
7.0 55000.0 0.467 -0.4833 0.4519 -0.1687 0.00187277 1.7023
7.0 60000.0 0.4706 -0.5438 0.5267 -0.1981 0.00201774 1.729
7.0 65000.0 0.3282 0.0252 -0.1007 0.0376 0.00248985 1.7513
7.0 70000.0 0.3063 0.0274 -0.0867 0.0298 0.00263951 1.7703
7.0 75000.0 0.2922 0.0164 -0.0617 0.0184 0.00278718 1.7865
7.0 80000.0 0.285 -0.0062 -0.0268 0.0037 0.00293366 1.8006
7.0 85000.0 0.2833 -0.0376 0.0154 -0.0133 0.00307963 1.813
7.0 90000.0 0.286 -0.0755 0.0626 -0.0318 0.00322522 1.8239
7.0 100000.0 0.2965 -0.1569 0.1605 -0.0698 0.00351691 1.8424
7.25 3750.0 1.0531 -0.1488 -0.3313 0.193 1.21531e-06 -5.0093
7.25 4000.0 1.396 -1.0647 0.6298 -0.1654 1.56086e-06 -4.5104
7.25 4250.0 1.6227 -1.6891 1.2928 -0.4145 2.0558e-06 -4.0707
7.25 4500.0 1.7312 -2.0054 1.6338 -0.5435 2.76659e-06 -3.6807
7.25 4750.0 1.7775 -2.1424 1.787 -0.6024 3.7453e-06 -3.3324
7.25 5000.0 1.5718 -1.5276 1.1182 -0.3464 5.17278e-06 -3.0198
7.25 5250.0 1.4511 -1.1966 0.7848 -0.2244 6.94615e-06 -2.7379
7.25 5500.0 1.2532 -0.6682 0.2603 -0.0343 9.06225e-06 -2.4824
7.25 5750.0 0.9589 0.0829 -0.4641 0.2223 1.15317e-05 -2.2501
7.25 6000.0 0.5932 0.983 -1.3138 0.5148 1.43465e-05 -2.038
7.25 6250.0 0.2524 1.787 -2.0481 0.7575 1.74772e-05 -1.8437
7.25 6500.0 0.0157 2.2971 -2.4733 0.8842 2.09127e-05 -1.6652
7.25 7000.0 -0.1668 2.5795 -2.6082 0.8881 2.87288e-05 -1.3489
7.25 7500.0 -0.1836 2.519 -2.4752 0.8155 3.79147e-05 -1.0778
7.25 8000.0 -0.1749 2.4841 -2.4399 0.7943 4.86574e-05 -0.8432
7.25 8500.0 -0.1691 2.5472 -2.5775 0.853 6.11436e-05 -0.6387
7.25 9000.0 -0.1357 2.6147 -2.7891 0.958 7.54654e-05 -0.4592
7.25 9500.0 -0.0218 2.4957 -2.8443 1.0195 9.15335e-05 -0.3005
7.25 10000.0 0.1754 2.0694 -2.5295 0.9378 0.000108849 -0.1594
7.25 10500.0 0.3548 1.5788 -2.0584 0.7796 0.000126249 -0.0333
7.25 11000.0 0.4734 1.1789 -1.6113 0.6156 0.000143097 0.0799
7.25 11500.0 0.5539 0.789 -1.1101 0.4232 0.000157791 0.1821
7.25 12000.0 0.6437 0.3518 -0.5498 0.2109 0.000171064 0.2747
7.25 12500.0 0.7178 0.021 -0.1171 0.0356 0.00018528 0.3589
7.25 13000.0 0.7481 -0.0988 0.0259 -0.0226 0.000199576 0.4358
7.25 13500.0 0.7635 -0.1509 0.0711 -0.0376 0.000213782 0.5062
7.25 14000.0 0.7733 -0.1894 0.1016 -0.0467 0.000228007 0.5709
7.25 14500.0 0.7803 -0.2233 0.1302 -0.0557 0.000242399 0.6305
7.25 15000.0 0.7831 -0.2491 0.1525 -0.0627 0.000256843 0.6856
7.25 15500.0 0.7815 -0.2643 0.1646 -0.0662 0.000271454 0.7367
7.25 16000.0 0.7801 -0.2805 0.1789 -0.0707 0.00028625 0.7842
7.25 16500.0 0.7782 -0.2949 0.1917 -0.0746 0.000301262 0.8283
7.25 17000.0 0.7778 -0.3131 0.2089 -0.0803 0.000316503 0.8696
7.25 20000.0 0.792 -0.4547 0.3509 -0.1297 0.000413559 1.0683
7.25 25000.0 0.9094 -0.8721 0.774 -0.2809 0.000603686 1.2821
7.25 30000.0 0.9381 -1.0282 0.8916 -0.3116 0.000859304 1.4175
7.25 35000.0 0.704 -0.6451 0.5046 -0.1682 0.00113987 1.5105
7.25 40000.0 0.5506 -0.4294 0.3225 -0.1083 0.00136137 1.5782
7.25 45000.0 0.4767 -0.3634 0.2876 -0.1014 0.00154495 1.6296
7.25 50000.0 0.4406 -0.3622 0.3112 -0.1142 0.00171125 1.6699
7.25 55000.0 0.426 -0.392 0.3595 -0.1347 0.0018613 1.7023
7.25 60000.0 0.423 -0.4376 0.4196 -0.1588 0.00200609 1.729
7.5 3750.0 1.1201 -0.3149 -0.1543 0.1267 1.26828e-06 -5.0093
7.5 4000.0 1.4363 -1.1617 0.7356 -0.2058 1.61679e-06 -4.5104
7.5 4250.0 1.6436 -1.7341 1.3422 -0.4335 2.10627e-06 -4.0707
7.5 4500.0 1.7465 -2.0365 1.6668 -0.556 2.80733e-06 -3.6807
7.5 4750.0 1.7889 -2.1689 1.814 -0.6125 3.77143e-06 -3.3324
7.5 5000.0 1.6067 -1.6168 1.207 -0.3787 5.17135e-06 -3.0198
7.5 5250.0 1.4819 -1.2842 0.8711 -0.2557 6.94307e-06 -2.7379
7.5 5500.0 1.3303 -0.872 0.4578 -0.105 9.06056e-06 -2.4824
7.5 5750.0 1.0821 -0.2297 -0.169 0.1191 1.15241e-05 -2.2501
7.5 6000.0 0.7507 0.5955 -0.9553 0.3933 1.43405e-05 -2.038
7.5 6250.0 0.4018 1.4346 -1.7352 0.6566 1.7482e-05 -1.8437
7.5 6500.0 0.1228 2.0632 -2.2853 0.8302 2.09317e-05 -1.6652
7.5 7000.0 -0.1261 2.5116 -2.5797 0.8891 2.87293e-05 -1.3489
7.5 7500.0 -0.1673 2.5108 -2.505 0.8372 3.78372e-05 -1.0778
7.5 8000.0 -0.1502 2.4546 -2.4532 0.8124 4.83912e-05 -0.8432
7.5 8500.0 -0.1294 2.4765 -2.5511 0.8585 6.05818e-05 -0.6387
7.5 9000.0 -0.0812 2.4945 -2.7052 0.9415 7.4517e-05 -0.4592
7.5 9500.0 0.0316 2.3673 -2.7413 0.993 9.01325e-05 -0.3005
7.5 10000.0 0.2303 1.943 -2.4304 0.9121 0.000107139 -0.1594
7.5 10500.0 0.4203 1.4335 -1.95 0.7518 0.000124508 -0.0333
7.5 11000.0 0.5494 1.0332 -1.5269 0.6002 0.000141373 0.0799
7.5 11500.0 0.627 0.7064 -1.1219 0.4445 0.000157459 0.1821
7.5 12000.0 0.6753 0.4001 -0.7065 0.2835 0.000170661 0.2747
7.5 12500.0 0.7371 0.0597 -0.2514 0.1061 0.000183912 0.3589
7.5 13000.0 0.7799 -0.1655 0.0591 -0.0243 0.000198167 0.4358
7.5 13500.0 0.7924 -0.2359 0.1506 -0.0638 0.000212544 0.5062
7.5 14000.0 0.7968 -0.2624 0.1738 -0.0719 0.000226907 0.5709
7.5 14500.0 0.7992 -0.2821 0.187 -0.0753 0.000241274 0.6305
7.5 15000.0 0.8002 -0.2993 0.1974 -0.0772 0.000255661 0.6856
7.5 15500.0 0.7971 -0.3108 0.2075 -0.0804 0.000270573 0.7367
7.5 16000.0 0.7947 -0.3235 0.2181 -0.0836 0.000285422 0.7842
7.5 16500.0 0.7943 -0.341 0.2342 -0.0888 0.000300468 0.8283
7.5 17000.0 0.7936 -0.358 0.2501 -0.094 0.000315743 0.8696
7.5 20000.0 0.8093 -0.5009 0.3938 -0.1442 0.000412989 1.0683
7.5 25000.0 0.9235 -0.91 0.8093 -0.2928 0.000603664 1.2821
7.5 30000.0 0.9361 -1.031 0.8933 -0.3117 0.000859767 1.4175
7.5 35000.0 0.6931 -0.627 0.4867 -0.1615 0.00113826 1.5105
7.5 40000.0 0.536 -0.4012 0.2942 -0.0978 0.0013577 1.5782
7.5 45000.0 0.4545 -0.3161 0.2395 -0.0834 0.00153961 1.6296
7.5 50000.0 0.4155 -0.3074 0.2555 -0.0936 0.00170409 1.6699
7.5 55000.0 0.3956 -0.3248 0.2912 -0.1095 0.00185306 1.7023
7.5 60000.0 0.3876 -0.3576 0.3381 -0.1287 0.00199227 1.729
7.5 65000.0 0.1654 0.2655 -0.3115 0.1111 0.0022946 1.7513
7.5 70000.0 0.1349 0.2914 -0.3244 0.1138 0.00243103 1.7703
7.5 75000.0 0.1109 0.3064 -0.3284 0.1137 0.00256392 1.7865
7.5 80000.0 0.0925 0.3133 -0.3255 0.1112 0.0026948 1.8006
7.5 85000.0 0.0787 0.313 -0.3168 0.1068 0.00282541 1.813
7.5 90000.0 0.0688 0.3065 -0.3026 0.1007 0.00295489 1.8239
7.5 100000.0 0.0527 0.2902 -0.2727 0.0879 0.00321297 1.8424
7.75 3750.0 1.1889 -0.486 0.0289 0.0576 1.3241e-06 -5.0093
7.75 4000.0 1.4748 -1.2541 0.8367 -0.2445 1.67724e-06 -4.5104
7.75 4250.0 1.6617 -1.7715 1.3839 -0.4498 2.16244e-06 -4.0707
7.75 4500.0 1.7584 -2.0578 1.69 -0.565 2.85443e-06 -3.6807
7.75 4750.0 1.799 -2.1893 1.8348 -0.6203 3.80412e-06 -3.3324
7.75 5000.0 1.6448 -1.7106 1.3007 -0.4128 5.17274e-06 -3.0198
7.75 5250.0 1.5011 -1.3401 0.926 -0.2756 6.94011e-06 -2.7379
7.75 5500.0 1.3728 -0.9922 0.5759 -0.1478 9.06323e-06 -2.4824
7.75 5750.0 1.1781 -0.4789 0.0693 0.0348 1.15294e-05 -2.2501
7.75 6000.0 0.8934 0.2403 -0.6235 0.2792 1.4343e-05 -2.038
7.75 6250.0 0.5569 1.0604 -1.3945 0.5434 1.74955e-05 -1.8437
7.75 6500.0 0.2527 1.7624 -2.0241 0.7481 2.09558e-05 -1.6652
7.75 7000.0 -0.0729 2.4093 -2.5149 0.8769 2.87629e-05 -1.3489
7.75 7500.0 -0.1416 2.4665 -2.4876 0.8392 3.78005e-05 -1.0778
7.75 8000.0 -0.1311 2.4231 -2.4479 0.8191 4.82109e-05 -0.8432
7.75 8500.0 -0.1012 2.4195 -2.5223 0.8584 6.01367e-05 -0.6387
7.75 9000.0 -0.0434 2.4087 -2.6461 0.9308 7.36916e-05 -0.4592
7.75 9500.0 0.0908 2.2147 -2.6055 0.9526 8.89032e-05 -0.3005
7.75 10000.0 0.2885 1.8017 -2.3107 0.8779 0.000105517 -0.1594
7.75 10500.0 0.4943 1.256 -1.7994 0.7071 0.000122784 -0.0333
7.75 11000.0 0.6413 0.8135 -1.342 0.544 0.000139687 0.0799
7.75 11500.0 0.7334 0.485 -0.9631 0.4014 0.000156074 0.1821
7.75 12000.0 0.7736 0.2408 -0.6288 0.2685 0.000171028 0.2747
7.75 12500.0 0.7942 0.0238 -0.3155 0.146 0.000183389 0.3589
7.75 13000.0 0.8272 -0.2185 0.0303 0.0066 0.000196708 0.4358
7.75 13500.0 0.8427 -0.3565 0.2419 -0.087 0.000211028 0.5062
7.75 14000.0 0.8377 -0.3812 0.288 -0.1105 0.000225526 0.5709
7.75 14500.0 0.8299 -0.3769 0.2825 -0.1091 0.000240075 0.6305
7.75 15000.0 0.8249 -0.3754 0.2735 -0.1042 0.000254591 0.6856
7.75 15500.0 0.8219 -0.3832 0.2775 -0.1046 0.000269324 0.7367
7.75 16000.0 0.8216 -0.3997 0.2925 -0.1096 0.000284386 0.7842
7.75 16500.0 0.8192 -0.4111 0.302 -0.1124 0.000299483 0.8283
7.75 17000.0 0.8193 -0.4286 0.3184 -0.1177 0.00031479 0.8696
7.75 20000.0 0.8299 -0.5568 0.4473 -0.1627 0.000412236 1.0683
7.75 25000.0 0.9343 -0.9411 0.8378 -0.3022 0.000603582 1.2821
7.75 30000.0 0.9355 -1.0375 0.8988 -0.3132 0.000860353 1.4175
7.75 35000.0 0.6861 -0.6187 0.4794 -0.1589 0.00113681 1.5105
7.75 40000.0 0.5263 -0.3848 0.278 -0.0917 0.00135429 1.5782
7.75 45000.0 0.4438 -0.2959 0.2193 -0.0759 0.00153468 1.6296
7.75 50000.0 0.3981 -0.2697 0.2168 -0.0791 0.00169597 1.6699
7.75 55000.0 0.3743 -0.2766 0.2417 -0.091 0.00184164 1.7023
7.75 60000.0 0.3619 -0.3001 0.2793 -0.1068 0.00198313 1.729
7.75 65000.0 0.2847 0.1378 -0.226 0.0865 0.00244192 1.7513
7.75 70000.0 0.2453 0.1856 -0.2597 0.0963 0.0025823 1.7703
7.75 75000.0 0.2126 0.2212 -0.2828 0.1027 0.00271866 1.7865
7.75 80000.0 0.1857 0.2472 -0.2975 0.1062 0.00285314 1.8006
7.75 85000.0 0.1634 0.2663 -0.3069 0.1081 0.00298706 1.813
7.75 90000.0 0.1451 0.2783 -0.3101 0.1079 0.00311966 1.8239
7.75 100000.0 0.1128 0.2979 -0.3138 0.1069 0.00338345 1.8424
8.0 3750.0 1.2595 -0.6624 0.2191 -0.0144 1.38631e-06 -5.0093
8.0 4000.0 1.5106 -1.3395 0.931 -0.2808 1.74228e-06 -4.5104
8.0 4250.0 1.6776 -1.8031 1.4201 -0.464 2.22449e-06 -4.0707
8.0 4500.0 1.769 -2.0751 1.7099 -0.5729 2.90798e-06 -3.6807
8.0 4750.0 1.8055 -2.1982 1.8441 -0.624 3.84408e-06 -3.3324
8.0 5000.0 1.6898 -1.8206 1.4128 -0.4542 5.1779e-06 -3.0198
8.0 5250.0 1.5338 -1.4237 1.0072 -0.3046 6.93919e-06 -2.7379
8.0 5500.0 1.4202 -1.1203 0.703 -0.1937 9.06762e-06 -2.4824
8.0 5750.0 1.2628 -0.6981 0.2804 -0.0401 1.15424e-05 -2.2501
8.0 6000.0 1.0159 -0.0681 -0.333 0.1782 1.4359e-05 -2.038
8.0 6250.0 0.7079 0.6901 -1.0522 0.4276 1.7517e-05 -1.8437
8.0 6500.0 0.3945 1.4288 -1.7284 0.6528 2.09919e-05 -1.6652
8.0 7000.0 -0.0084 2.2806 -2.4263 0.8569 2.88166e-05 -1.3489
8.0 7500.0 -0.1129 2.4116 -2.4562 0.8354 3.78208e-05 -1.0778
8.0 8000.0 -0.1267 2.4226 -2.4649 0.8311 4.81037e-05 -0.8432
8.0 8500.0 -0.0811 2.3676 -2.4821 0.8494 5.98071e-05 -0.6387
8.0 9000.0 -0.0121 2.323 -2.5704 0.9094 7.30275e-05 -0.4592
8.0 9500.0 0.1333 2.0985 -2.4985 0.92 8.78357e-05 -0.3005
8.0 10000.0 0.3462 1.6499 -2.1697 0.8333 0.000104051 -0.1594
8.0 10500.0 0.5697 1.066 -1.6262 0.6519 0.00012116 -0.0333
8.0 11000.0 0.734 0.5769 -1.126 0.4738 0.000138055 0.0799
8.0 11500.0 0.8468 0.2053 -0.7163 0.3218 0.000154489 0.1821
8.0 12000.0 0.9058 -0.0531 -0.3907 0.1942 0.000170379 0.2747
8.0 12500.0 0.9124 -0.2064 -0.1518 0.0964 0.000184126 0.3589
8.0 13000.0 0.9092 -0.3394 0.0627 0.0112 0.000196147 0.4358
8.0 13500.0 0.9137 -0.4856 0.2993 -0.0887 0.000209528 0.5062
8.0 14000.0 0.9067 -0.5543 0.4337 -0.1532 0.000223943 0.5709
8.0 14500.0 0.8849 -0.5345 0.4361 -0.1615 0.000238582 0.6305
8.0 15000.0 0.8651 -0.499 0.401 -0.15 0.000253353 0.6856
8.0 15500.0 0.8507 -0.4713 0.3664 -0.1364 0.000267907 0.7367
8.0 16000.0 0.8438 -0.4673 0.3582 -0.1323 0.000283016 0.7842
8.0 16500.0 0.8279 -0.4449 0.3334 -0.1226 0.000298385 0.8283
8.0 17000.0 0.8396 -0.4891 0.3769 -0.138 0.000313703 0.8696
8.0 20000.0 0.8457 -0.603 0.491 -0.1775 0.000411351 1.0683
8.0 25000.0 0.9471 -0.9775 0.872 -0.3138 0.000603421 1.2821
8.0 30000.0 0.9337 -1.0412 0.9015 -0.3137 0.000861057 1.4175
8.0 35000.0 0.68 -0.6121 0.4737 -0.1567 0.00113555 1.5105
8.0 40000.0 0.5188 -0.3732 0.2672 -0.0877 0.00135119 1.5782
8.0 45000.0 0.4345 -0.2786 0.2019 -0.0693 0.00153018 1.6296
8.0 50000.0 0.3862 -0.2454 0.1919 -0.0697 0.00169002 1.6699
8.0 55000.0 0.3595 -0.245 0.2093 -0.0789 0.00183442 1.7023
8.0 60000.0 0.3441 -0.26 0.238 -0.0914 0.00197247 1.729
8.25 3750.0 1.3132 -0.794 0.3625 -0.0692 1.44978e-06 -5.0093
8.25 4000.0 1.5423 -1.4142 1.0147 -0.3133 1.81242e-06 -4.5104
8.25 4250.0 1.6914 -1.829 1.4506 -0.4762 2.29265e-06 -4.0707
8.25 4500.0 1.777 -2.0852 1.7224 -0.5781 2.96838e-06 -3.6807
8.25 4750.0 1.8074 -2.1947 1.8412 -0.6232 3.89249e-06 -3.3324
8.25 5000.0 1.7456 -1.9588 1.557 -0.5082 5.18629e-06 -3.0198
8.25 5250.0 1.5564 -1.478 1.0585 -0.3227 6.94038e-06 -2.7379
8.25 5500.0 1.4451 -1.1904 0.7713 -0.2183 9.0722e-06 -2.4824
8.25 5750.0 1.3014 -0.8109 0.3929 -0.0814 1.15612e-05 -2.2501
8.25 6000.0 1.1159 -0.3236 -0.0895 0.0924 1.43869e-05 -2.038
8.25 6250.0 0.8436 0.3542 -0.7391 0.3202 1.75509e-05 -1.8437
8.25 6500.0 0.5407 1.0805 -1.4147 0.5496 2.10383e-05 -1.6652
8.25 7000.0 0.0774 2.0969 -2.283 0.8175 2.88962e-05 -1.3489
8.25 7500.0 -0.0806 2.349 -2.418 0.8293 3.7883e-05 -1.0778
8.25 8000.0 -0.0976 2.3442 -2.3914 0.808 4.80775e-05 -0.8432
8.25 8500.0 -0.065 2.3131 -2.4258 0.8309 5.95815e-05 -0.6387
8.25 9000.0 0.0051 2.2597 -2.502 0.8861 7.2501e-05 -0.4592
8.25 9500.0 0.1538 2.0287 -2.4264 0.8964 8.69262e-05 -0.3005
8.25 10000.0 0.3813 1.5505 -2.0739 0.8027 0.000102739 -0.1594
8.25 10500.0 0.6273 0.9204 -1.4937 0.6102 0.000119571 -0.0333
8.25 11000.0 0.8182 0.3542 -0.9143 0.4029 0.000136523 0.0799
8.25 11500.0 0.9505 -0.069 -0.4576 0.2345 0.000152951 0.1821
8.25 12000.0 1.0327 -0.3738 -0.0988 0.0964 0.00016904 0.2747
8.25 12500.0 1.0567 -0.546 0.145 -0.0029 0.000184379 0.3589
8.25 13000.0 1.0381 -0.6184 0.2898 -0.0644 0.000197155 0.4358
8.25 13500.0 1.0152 -0.6776 0.4163 -0.1165 0.000209046 0.5062
8.25 14000.0 0.9978 -0.7465 0.5615 -0.1816 0.000222457 0.5709
8.25 14500.0 0.9704 -0.7532 0.6272 -0.2201 0.000236919 0.6305
8.25 15000.0 0.9338 -0.6946 0.5928 -0.2157 0.00025173 0.6856
8.25 15500.0 0.9016 -0.6256 0.5255 -0.1935 0.000266582 0.7367
8.25 16000.0 0.8787 -0.5766 0.4699 -0.1724 0.000281106 0.7842
8.25 16500.0 0.8661 -0.5522 0.439 -0.1596 0.000296702 0.8283
8.25 17000.0 0.8613 -0.5559 0.4426 -0.1608 0.00031252 0.8696
8.25 20000.0 0.8665 -0.6625 0.5488 -0.1976 0.0004103 1.0683
8.25 25000.0 0.9554 -1.0043 0.8969 -0.3219 0.000603182 1.2821
8.25 30000.0 0.9318 -1.0454 0.9049 -0.3144 0.000861824 1.4175
8.25 35000.0 0.6756 -0.6109 0.4741 -0.157 0.00113436 1.5105
8.25 40000.0 0.5066 -0.3519 0.247 -0.0804 0.00134832 1.5782
8.25 45000.0 0.4286 -0.27 0.194 -0.0663 0.00152602 1.6296
8.25 50000.0 0.3791 -0.2322 0.1788 -0.0647 0.00168375 1.6699
8.25 55000.0 0.3498 -0.2248 0.1885 -0.071 0.00182789 1.7023
8.25 60000.0 0.3323 -0.2335 0.2103 -0.0809 0.00196237 1.729
8.25 65000.0 0.2994 0.1046 -0.1948 0.0759 0.00241643 1.7513
8.25 70000.0 0.2577 0.1616 -0.2398 0.0903 0.00255285 1.7703
8.25 75000.0 0.2222 0.2075 -0.2746 0.1011 0.00268578 1.7865
8.25 80000.0 0.1917 0.2449 -0.3018 0.1094 0.00281588 1.8006
8.25 85000.0 0.1653 0.2762 -0.3245 0.1163 0.00294368 1.813
8.25 90000.0 0.1422 0.302 -0.3425 0.1217 0.00307082 1.8239
8.25 100000.0 0.0999 0.3491 -0.3756 0.1317 0.00332206 1.8424
8.5 3750.0 1.3697 -0.9345 0.5164 -0.128 1.51867e-06 -5.0093
8.5 4000.0 1.5713 -1.4821 1.0915 -0.3432 1.88829e-06 -4.5104
8.5 4250.0 1.7031 -1.8503 1.4769 -0.4868 2.36761e-06 -4.0707
8.5 4500.0 1.7826 -2.0887 1.7283 -0.5809 3.03663e-06 -3.6807
8.5 4750.0 1.811 -2.1937 1.8411 -0.6235 3.94865e-06 -3.3324
8.5 5000.0 1.7158 -1.8598 1.4429 -0.4634 5.19547e-06 -3.0198
8.5 5250.0 1.5877 -1.5504 1.1286 -0.3478 6.94505e-06 -2.7379
8.5 5500.0 1.4671 -1.2477 0.8254 -0.2373 9.07658e-06 -2.4824
8.5 5750.0 1.3582 -0.9597 0.5388 -0.1335 1.15803e-05 -2.2501
8.5 6000.0 1.1972 -0.5346 0.1146 0.0199 1.44273e-05 -2.038
8.5 6250.0 0.9611 0.0611 -0.464 0.2249 1.76056e-05 -1.8437
8.5 6500.0 0.6832 0.7367 -1.1009 0.4445 2.11029e-05 -1.6652
