Teff log(g) a1 a2 a3 a4 I1 beaming
50000.0 6.25 0.5032 -0.7789 0.7928 -0.2982 0.000755086 1.7965
55000.0 6.25 0.5444 -0.9204 0.9434 -0.3538 0.000820779 1.816
60000.0 6.25 0.5869 -1.0507 1.0778 -0.4026 0.00088309 1.8321
3750.0 6.5 2.0198 -2.9805 2.5796 -0.8767 3.78155e-06 -2.1343
4000.0 6.5 1.8389 -2.6781 2.3173 -0.7892 4.58189e-06 -1.8245
4250.0 6.5 1.7772 -2.5894 2.2464 -0.7668 5.6296e-06 -1.5532
4500.0 6.5 1.7552 -2.5586 2.2247 -0.7606 6.96919e-06 -1.314
4750.0 6.5 1.6519 -2.2177 1.8318 -0.6052 8.60773e-06 -1.1018
5000.0 6.5 1.4255 -1.5768 1.1513 -0.3493 1.09483e-05 -0.9125
5250.0 6.5 1.1695 -0.8733 0.4307 -0.0848 1.31346e-05 -0.7428
5500.0 6.5 0.7902 0.1098 -0.54 0.2616 1.54901e-05 -0.59
5750.0 6.5 0.3719 1.1226 -1.4908 0.5852 1.802e-05 -0.4519
6000.0 6.5 0.0546 1.8144 -2.076 0.7642 2.06988e-05 -0.3265
6250.0 6.5 -0.1054 2.0715 -2.2063 0.7756 2.35275e-05 -0.2122
6500.0 6.5 -0.1536 2.0521 -2.0738 0.6982 2.65011e-05 -0.1077
7000.0 6.5 -0.1314 1.7766 -1.6343 0.4989 3.29227e-05 0.0762
7500.0 6.5 -0.063 1.456 -1.2063 0.3172 4.00142e-05 0.2327
8000.0 6.5 -0.0183 1.2707 -0.9692 0.2149 4.78219e-05 0.3672
8500.0 6.5 -0.0066 1.2537 -0.9703 0.2138 5.63328e-05 0.4838
9000.0 6.5 0.0133 1.274 -1.0636 0.2611 6.53767e-05 0.5857
9500.0 6.5 0.1268 1.0198 -0.8719 0.2099 7.4506e-05 0.6755
10000.0 6.5 0.272 0.5965 -0.4518 0.0679 8.27876e-05 0.7551
10500.0 6.5 0.4034 0.1787 -0.0261 -0.0728 8.9278e-05 0.8261
11000.0 6.5 0.5078 -0.1286 0.2389 -0.1405 9.37982e-05 0.8898
11500.0 6.5 0.5388 -0.2048 0.2674 -0.1299 9.90814e-05 0.9472
12000.0 6.5 0.5451 -0.2193 0.2616 -0.1222 0.000104998 0.9992
12500.0 6.5 0.5471 -0.2278 0.2555 -0.1166 0.000110976 1.0465
13000.0 6.5 0.5421 -0.2265 0.2441 -0.1099 0.000116983 1.0896
13500.0 6.5 0.5534 -0.2706 0.2841 -0.1229 0.000123038 1.1291
14000.0 6.5 0.5532 -0.2883 0.299 -0.1273 0.000129168 1.1655
