log(g) Teff a1 a2 a3 a4 I1 beaming
6.75 8500.0 -0.0755 2.06 -1.7754 0.5001 4.20696e-05 -1.6107
6.75 9000.0 0.0973 1.4145 -1.059 0.2353 5.08984e-05 -1.3678
6.75 9500.0 0.341 0.5888 -0.1793 -0.0772 6.04434e-05 -1.1523
6.75 10000.0 0.5841 -0.1956 0.6184 -0.3463 7.03633e-05 -0.9601
6.75 10500.0 0.7202 -0.6235 1.0133 -0.4624 7.99942e-05 -0.7877
6.75 11000.0 0.7989 -0.8232 1.1217 -0.4654 8.7632e-05 -0.6325
6.75 11500.0 0.8158 -0.8341 1.0476 -0.4129 9.53872e-05 -0.4921
6.75 12000.0 0.8042 -0.7976 0.9786 -0.379 0.00010585 -0.3647
6.75 12500.0 0.7911 -0.7708 0.9459 -0.3671 0.000118205 -0.2485
6.75 13000.0 0.7784 -0.7431 0.9143 -0.357 0.000131665 -0.1423
6.75 13500.0 0.7658 -0.7121 0.878 -0.3449 0.000146048 -0.0449
6.75 14000.0 0.7562 -0.6878 0.8469 -0.334 0.000161227 0.0447
6.75 14500.0 0.7484 -0.6686 0.8206 -0.3247 0.000177138 0.1274
6.75 15000.0 0.7436 -0.6574 0.8029 -0.3183 0.000193742 0.2038
6.75 15500.0 0.7399 -0.65 0.7898 -0.3137 0.00021101 0.2747
6.75 16000.0 0.7366 -0.6438 0.7781 -0.3095 0.000228932 0.3406
6.75 16500.0 0.7356 -0.6434 0.7728 -0.3076 0.000247508 0.4019
6.75 17000.0 0.7336 -0.6407 0.7653 -0.3049 0.000266736 0.4592
6.75 20000.0 0.7794 -0.7546 0.8499 -0.3339 0.000396024 0.7352
6.75 25000.0 0.9508 -1.1154 1.1408 -0.4284 0.000672304 1.0314
6.75 30000.0 0.8765 -0.8779 0.7989 -0.285 0.0010779 1.2181
6.75 35000.0 0.6554 -0.505 0.4098 -0.1425 0.00155408 1.3457
6.75 40000.0 0.5445 -0.3923 0.3273 -0.1189 0.00193196 1.4381
6.75 45000.0 0.5065 -0.407 0.3679 -0.1384 0.00224547 1.508
6.75 50000.0 0.5005 -0.4722 0.4533 -0.1729 0.00253462 1.5625
6.75 55000.0 0.5087 -0.5527 0.5495 -0.2103 0.0027995 1.6063
6.75 60000.0 0.5277 -0.6402 0.6461 -0.2466 0.00304383 1.6422
7.0 3750.0 -0.4321 3.4399 -3.73 1.3755 3.21049e-07 -7.3421
7.0 4000.0 0.168 2.0964 -2.4909 0.9558 4.51438e-07 -6.696
7.0 4250.0 0.7638 0.6414 -1.0362 0.4305 6.57142e-07 -6.1261
7.0 4500.0 1.1594 -0.3673 0.007 0.0449 9.7985e-07 -5.6197
7.0 4750.0 1.3636 -0.8926 0.5644 -0.164 1.46808e-06 -5.1669
7.0 5000.0 0.885 0.3272 -0.6115 0.2558 1.80031e-06 -4.7596
7.0 5250.0 0.8538 0.4036 -0.6541 0.2654 2.89951e-06 -4.3916
7.0 5500.0 0.7743 0.6007 -0.8127 0.3173 4.40043e-06 -4.0573
7.0 5750.0 0.5795 1.0685 -1.2249 0.4542 6.2623e-06 -3.7526
7.0 6000.0 0.3235 1.7063 -1.821 0.6546 8.44436e-06 -3.4737
7.0 6250.0 0.0798 2.3157 -2.4 0.8477 1.09137e-05 -3.2176
7.0 6500.0 -0.0958 2.7328 -2.7827 0.9684 1.36414e-05 -2.9817
7.0 7000.0 -0.2455 3.019 -2.9974 1.0138 1.98002e-05 -2.5621
7.0 7500.0 -0.2503 2.9237 -2.847 0.9369 2.67591e-05 -2.2004
7.0 8000.0 -0.1948 2.6556 -2.5297 0.8068 3.44094e-05 -1.886
7.0 8500.0 -0.097 2.2399 -2.0503 0.6206 4.27191e-05 -1.6107
7.0 9000.0 0.0369 1.6976 -1.429 0.3849 5.17561e-05 -1.3678
7.0 9500.0 0.2301 0.9823 -0.6278 0.088 6.15619e-05 -1.1523
7.0 10000.0 0.4751 0.1438 0.2738 -0.2334 7.18795e-05 -0.9601
7.0 10500.0 0.6415 -0.4099 0.8351 -0.4194 8.21929e-05 -0.7877
7.0 11000.0 0.7348 -0.6987 1.0802 -0.4811 9.14491e-05 -0.6325
7.0 11500.0 0.7868 -0.8129 1.1018 -0.4558 9.87116e-05 -0.4921
7.0 12000.0 0.7875 -0.785 1.0022 -0.398 0.000107564 -0.3647
7.0 12500.0 0.7746 -0.7463 0.9367 -0.367 0.000119074 -0.2485
7.0 13000.0 0.7624 -0.719 0.9016 -0.3538 0.000132182 -0.1423
7.0 13500.0 0.7512 -0.6933 0.8709 -0.3436 0.000146283 -0.0449
7.0 14000.0 0.7413 -0.6675 0.8382 -0.3323 0.000161307 0.0447
7.0 14500.0 0.7312 -0.6431 0.807 -0.3213 0.000177118 0.1274
7.0 15000.0 0.7251 -0.6283 0.7856 -0.3136 0.000193664 0.2038
7.0 15500.0 0.7255 -0.6289 0.7796 -0.3114 0.000210903 0.2747
7.0 16000.0 0.7235 -0.6246 0.7694 -0.3077 0.000228839 0.3406
7.0 16500.0 0.723 -0.6242 0.7634 -0.3056 0.000247448 0.4019
7.0 17000.0 0.7202 -0.619 0.7532 -0.3019 0.000266738 0.4592
7.0 20000.0 0.776 -0.7501 0.8519 -0.3358 0.00039663 0.7352
7.0 25000.0 0.949 -1.1083 1.1355 -0.4268 0.000674385 1.0314
7.0 30000.0 0.8841 -0.8935 0.8144 -0.2907 0.00108113 1.2181
7.0 35000.0 0.6331 -0.4529 0.358 -0.1237 0.00155372 1.3457
7.0 40000.0 0.5131 -0.3196 0.2547 -0.0926 0.00192788 1.4381
7.0 45000.0 0.4673 -0.3171 0.2779 -0.1056 0.00223811 1.508
7.0 50000.0 0.4513 -0.36 0.3411 -0.132 0.00252242 1.5625
7.0 55000.0 0.4521 -0.4208 0.4163 -0.1616 0.00277673 1.6063
7.0 60000.0 0.4616 -0.4901 0.4962 -0.1921 0.00301956 1.6422
7.0 65000.0 0.323 0.1144 -0.1749 0.0598 0.00383293 1.6722
7.0 70000.0 0.3108 0.0976 -0.145 0.0468 0.00408767 1.6975
7.0 75000.0 0.3057 0.0686 -0.1042 0.03 0.00433887 1.7193
7.0 80000.0 0.3059 0.0318 -0.0573 0.0114 0.00458786 1.7381
7.0 85000.0 0.311 -0.0125 -0.004 -0.0093 0.00483582 1.7546
7.0 90000.0 0.3198 -0.062 0.0533 -0.0312 0.00508295 1.7691
7.0 100000.0 0.3412 -0.164 0.1691 -0.0753 0.00557733 1.7936
7.25 3750.0 -0.3368 3.2576 -3.5814 1.3316 3.41164e-07 -7.3421
7.25 4000.0 0.2592 1.8913 -2.2903 0.8852 4.73295e-07 -6.696
7.25 4250.0 0.8351 0.4731 -0.8625 0.3666 6.7793e-07 -6.1261
7.25 4500.0 1.2231 -0.5216 0.1678 -0.0149 9.97649e-07 -5.6197
7.25 4750.0 1.4118 -1.0147 0.69 -0.2106 1.47946e-06 -5.1669
7.25 5000.0 0.9136 0.2664 -0.5636 0.2405 1.75031e-06 -4.7596
7.25 5250.0 0.8972 0.3042 -0.573 0.2392 2.80829e-06 -4.3916
7.25 5500.0 0.8315 0.4649 -0.6988 0.2791 4.28637e-06 -4.0573
7.25 5750.0 0.6866 0.8152 -1.0036 0.381 6.15684e-06 -3.7526
7.25 6000.0 0.4556 1.384 -1.5269 0.5569 8.37474e-06 -3.4737
7.25 6250.0 0.2022 2.018 -2.1288 0.7593 1.08936e-05 -3.2176
7.25 6500.0 -0.0045 2.5222 -2.6017 0.9137 1.36827e-05 -2.9817
7.25 7000.0 -0.2055 2.9537 -2.9691 1.0155 1.99781e-05 -2.5621
7.25 7500.0 -0.23 2.9267 -2.899 0.9699 2.70871e-05 -2.2004
7.25 8000.0 -0.1853 2.713 -2.654 0.869 3.4901e-05 -1.886
7.25 8500.0 -0.1089 2.3857 -2.2841 0.7255 4.34062e-05 -1.6107
7.25 9000.0 -0.0033 1.9381 -1.7668 0.5268 5.26595e-05 -1.3678
7.25 9500.0 0.1458 1.3415 -1.0772 0.2646 6.27362e-05 -1.1523
7.25 10000.0 0.3546 0.571 -0.2091 -0.0576 7.34526e-05 -0.9601
7.25 10500.0 0.5414 -0.0844 0.4983 -0.3085 8.43454e-05 -0.7877
7.25 11000.0 0.6462 -0.4447 0.8577 -0.4229 9.48905e-05 -0.6325
7.25 11500.0 0.7198 -0.6625 1.0222 -0.4552 0.000103446 -0.4921
7.25 12000.0 0.7555 -0.7312 1.0069 -0.4204 0.000111114 -0.3647
7.25 12500.0 0.7528 -0.7015 0.9174 -0.369 0.000121096 -0.2485
7.25 13000.0 0.7432 -0.6732 0.8653 -0.3433 0.000133506 -0.1423
7.25 13500.0 0.7345 -0.6548 0.8391 -0.3331 0.000147332 -0.0449
7.25 14000.0 0.7262 -0.6362 0.8148 -0.3248 0.000162124 0.0447
7.25 14500.0 0.7198 -0.6192 0.7908 -0.3164 0.000177814 0.1274
7.25 15000.0 0.7174 -0.612 0.7761 -0.311 0.000194269 0.2038
7.25 15500.0 0.7129 -0.6018 0.7597 -0.3052 0.000211477 0.2747
7.25 16000.0 0.7115 -0.5989 0.7508 -0.302 0.000229411 0.3406
7.25 16500.0 0.7102 -0.5964 0.7425 -0.299 0.000248053 0.4019
7.25 17000.0 0.7126 -0.6018 0.7418 -0.2986 0.000267393 0.4592
7.25 20000.0 0.7728 -0.7396 0.8451 -0.3339 0.00039794 0.7352
7.25 25000.0 0.9485 -1.1002 1.1273 -0.4238 0.000677455 1.0314
7.25 30000.0 0.8754 -0.8691 0.7888 -0.2812 0.00108581 1.2181
7.25 35000.0 0.6222 -0.4256 0.3301 -0.1135 0.00155485 1.3457
7.25 40000.0 0.4936 -0.2723 0.2065 -0.0748 0.00192538 1.4381
7.25 45000.0 0.4385 -0.2486 0.2083 -0.0801 0.00223247 1.508
7.25 50000.0 0.4158 -0.2754 0.2552 -0.1005 0.00251077 1.5625
7.25 55000.0 0.4097 -0.3212 0.3155 -0.1247 0.00276203 1.6063
7.25 60000.0 0.4125 -0.3767 0.3819 -0.1503 0.0030045 1.6422
7.5 3750.0 -0.2373 3.054 -3.4012 1.2737 3.62388e-07 -7.3421
7.5 4000.0 0.3511 1.6801 -2.0786 0.8092 4.97251e-07 -6.696
7.5 4250.0 0.8991 0.3211 -0.7035 0.3077 7.01409e-07 -6.1261
7.5 4500.0 1.2733 -0.6415 0.2938 -0.062 1.01842e-06 -5.6197
7.5 4750.0 1.4588 -1.1295 0.8081 -0.2544 1.49414e-06 -5.1669
7.5 5000.0 0.9316 0.2337 -0.5423 0.2346 1.70671e-06 -4.7596
7.5 5250.0 0.909 0.2757 -0.5569 0.2352 2.72498e-06 -4.3916
7.5 5500.0 0.8758 0.3609 -0.6145 0.2516 4.16789e-06 -4.0573
7.5 5750.0 0.7683 0.6222 -0.8381 0.326 6.03576e-06 -3.7526
7.5 6000.0 0.5743 1.0955 -1.2673 0.4707 8.28199e-06 -3.4737
7.5 6250.0 0.3293 1.7065 -1.8436 0.6655 1.08526e-05 -3.2176
7.5 6500.0 0.1002 2.2725 -2.3792 0.8435 1.371e-05 -2.9817
7.5 7000.0 -0.1571 2.8551 -2.898 0.9996 2.01516e-05 -2.5621
7.5 7500.0 -0.213 2.9212 -2.9274 0.9906 2.74373e-05 -2.2004
7.5 8000.0 -0.1736 2.7421 -2.731 0.91 3.54298e-05 -1.886
7.5 8500.0 -0.1056 2.4698 -2.4389 0.7986 4.41304e-05 -1.6107
7.5 9000.0 -0.0198 2.109 -2.0317 0.6431 5.36021e-05 -1.3678
7.5 9500.0 0.0865 1.6515 -1.4958 0.4367 6.39244e-05 -1.1523
7.5 10000.0 0.2557 0.9863 -0.7235 0.1429 7.50385e-05 -0.9601
7.5 10500.0 0.4378 0.3076 0.0422 -0.1403 8.64906e-05 -0.7877
7.5 11000.0 0.5512 -0.1086 0.4912 -0.2973 9.78839e-05 -0.6325
7.5 11500.0 0.6218 -0.3558 0.7285 -0.3674 0.000108441 -0.4921
7.5 12000.0 0.6858 -0.5419 0.8635 -0.3914 0.000116539 -0.3647
7.5 12500.0 0.7151 -0.6034 0.857 -0.3643 0.000125006 -0.2485
7.5 13000.0 0.717 -0.5947 0.7988 -0.3262 0.000136028 -0.1423
7.5 13500.0 0.7144 -0.589 0.7735 -0.3106 0.00014925 -0.0449
7.5 14000.0 0.7116 -0.5879 0.7659 -0.307 0.000163795 0.0447
7.5 14500.0 0.7079 -0.5832 0.7569 -0.3043 0.000179271 0.1274
7.5 15000.0 0.7048 -0.5773 0.7457 -0.3008 0.000195536 0.2038
7.5 15500.0 0.6934 -0.5526 0.7158 -0.2902 0.000212848 0.2747
7.5 16000.0 0.6915 -0.5491 0.7062 -0.2868 0.000230776 0.3406
7.5 16500.0 0.6952 -0.5569 0.7074 -0.2871 0.000249432 0.4019
7.5 17000.0 0.6994 -0.5661 0.7102 -0.2879 0.000268819 0.4592
7.5 20000.0 0.7734 -0.732 0.8386 -0.3319 0.000400054 0.7352
7.5 25000.0 0.9566 -1.108 1.1331 -0.4256 0.000681604 1.0314
7.5 30000.0 0.8693 -0.8492 0.7667 -0.2728 0.00109196 1.2181
7.5 35000.0 0.6099 -0.3941 0.2975 -0.1014 0.00155753 1.3457
7.5 40000.0 0.4783 -0.2339 0.1669 -0.0602 0.00192455 1.4381
7.5 45000.0 0.415 -0.1906 0.1486 -0.058 0.00222879 1.508
7.5 50000.0 0.3901 -0.2127 0.1908 -0.0767 0.00250405 1.5625
7.5 55000.0 0.3788 -0.2473 0.24 -0.0969 0.00275341 1.6063
7.5 60000.0 0.3764 -0.2901 0.2936 -0.1178 0.00298652 1.6422
7.5 65000.0 0.1625 0.3455 -0.3764 0.1302 0.00350367 1.6722
7.5 70000.0 0.1407 0.3538 -0.3743 0.1279 0.00373395 1.6975
7.5 75000.0 0.1237 0.3548 -0.3659 0.1235 0.00395869 1.7193
7.5 80000.0 0.1121 0.3482 -0.3513 0.1172 0.00417928 1.7381
7.5 85000.0 0.1044 0.3357 -0.332 0.1093 0.00439917 1.7546
7.5 90000.0 0.1001 0.3179 -0.3079 0.0998 0.00461691 1.7691
7.5 100000.0 0.0938 0.2817 -0.2603 0.081 0.00505019 1.7936
7.75 3750.0 -0.1276 2.8186 -3.1819 1.1996 3.85241e-07 -7.3421
7.75 4000.0 0.4442 1.4616 -1.8557 0.7281 5.23433e-07 -6.696
7.75 4250.0 0.9575 0.1819 -0.5559 0.2525 7.27693e-07 -6.1261
7.75 4500.0 1.3127 -0.7347 0.3937 -0.0996 1.04253e-06 -5.6197
7.75 4750.0 1.4941 -1.2142 0.8966 -0.2875 1.51251e-06 -5.1669
7.75 5000.0 0.9475 0.2107 -0.5304 0.2323 1.66804e-06 -4.7596
7.75 5250.0 0.9054 0.283 -0.5729 0.242 2.65007e-06 -4.3916
7.75 5500.0 0.8902 0.3204 -0.5855 0.2426 4.05026e-06 -4.0573
7.75 5750.0 0.8228 0.4895 -0.7255 0.2884 5.90303e-06 -3.7526
7.75 6000.0 0.6731 0.8575 -1.057 0.4008 8.16588e-06 -3.4737
7.75 6250.0 0.4523 1.4037 -1.5661 0.5731 1.07858e-05 -3.2176
7.75 6500.0 0.2169 1.9847 -2.1138 0.7563 1.37093e-05 -2.9817
7.75 7000.0 -0.0967 2.719 -2.7848 0.9676 2.03215e-05 -2.5621
7.75 7500.0 -0.1853 2.8718 -2.8981 0.9874 2.77878e-05 -2.2004
7.75 8000.0 -0.1641 2.7567 -2.7762 0.9353 3.5989e-05 -1.886
7.75 8500.0 -0.1038 2.5353 -2.5564 0.854 4.48923e-05 -1.6107
7.75 9000.0 -0.0339 2.2581 -2.2628 0.745 5.45716e-05 -1.3678
7.75 9500.0 0.0624 1.8626 -1.8133 0.574 6.51342e-05 -1.1523
7.75 10000.0 0.1821 1.3577 -1.2183 0.3446 7.6594e-05 -0.9601
7.75 10500.0 0.3449 0.7159 -0.4715 0.0608 8.85888e-05 -0.7877
7.75 11000.0 0.4662 0.2529 0.0485 -0.1294 0.00010069 -0.6325
7.75 11500.0 0.5332 -0.0018 0.3171 -0.2191 0.000112561 -0.4921
7.75 12000.0 0.5894 -0.2008 0.5038 -0.2717 0.000122876 -0.3647
7.75 12500.0 0.6461 -0.3732 0.638 -0.3005 0.00013105 -0.2485
7.75 13000.0 0.6754 -0.4489 0.6628 -0.2888 0.000140434 -0.1423
7.75 13500.0 0.686 -0.4763 0.654 -0.271 0.000152381 -0.0449
7.75 14000.0 0.6932 -0.5049 0.67 -0.2712 0.000166337 0.0447
7.75 14500.0 0.6973 -0.5288 0.693 -0.2794 0.000181601 0.1274
7.75 15000.0 0.698 -0.5408 0.7043 -0.2848 0.000197746 0.2038
7.75 15500.0 0.6985 -0.5459 0.7065 -0.2864 0.000214851 0.2747
7.75 16000.0 0.7002 -0.5505 0.7052 -0.2861 0.000232856 0.3406
7.75 16500.0 0.7019 -0.5557 0.7047 -0.286 0.000251524 0.4019
7.75 17000.0 0.7092 -0.5719 0.7141 -0.2891 0.000270936 0.4592
7.75 20000.0 0.7827 -0.739 0.8437 -0.3335 0.000402861 0.7352
7.75 25000.0 0.9618 -1.1076 1.13 -0.4241 0.000686694 1.0314
7.75 30000.0 0.8679 -0.8389 0.7538 -0.2677 0.0010993 1.2181
7.75 35000.0 0.6044 -0.3781 0.2807 -0.0952 0.00156137 1.3457
7.75 40000.0 0.4691 -0.2085 0.1396 -0.0498 0.00192498 1.4381
7.75 45000.0 0.4063 -0.1669 0.1235 -0.0486 0.0022266 1.508
7.75 50000.0 0.3732 -0.1688 0.1448 -0.0596 0.00249641 1.5625
7.75 55000.0 0.3576 -0.1929 0.1834 -0.0758 0.00274021 1.6063
7.75 60000.0 0.3509 -0.2275 0.2292 -0.094 0.002977 1.6422
7.75 65000.0 0.2874 0.2302 -0.3089 0.1125 0.00377277 1.6722
7.75 70000.0 0.2563 0.2604 -0.3275 0.1173 0.00401182 1.6975
7.75 75000.0 0.2301 0.2827 -0.339 0.1197 0.00424496 1.7193
7.75 80000.0 0.2098 0.2948 -0.3413 0.1189 0.0044738 1.7381
7.75 85000.0 0.1932 0.3022 -0.3406 0.1175 0.00470138 1.7546
7.75 90000.0 0.1802 0.3036 -0.3346 0.1143 0.00492658 1.7691
7.75 100000.0 0.1568 0.3047 -0.3222 0.1078 0.00537372 1.7936
8.0 3750.0 -0.0063 2.5477 -2.9197 1.1082 4.11215e-07 -7.3421
8.0 4000.0 0.5365 1.2418 -1.628 0.6445 5.52007e-07 -6.696
8.0 4250.0 1.0115 0.0523 -0.4164 0.2 7.57047e-07 -6.1261
8.0 4500.0 1.3439 -0.8079 0.4748 -0.1308 1.07015e-06 -5.6197
8.0 4750.0 1.5184 -1.2701 0.9566 -0.3104 1.53505e-06 -5.1669
8.0 5000.0 0.9726 0.1688 -0.4984 0.2226 1.63298e-06 -4.7596
8.0 5250.0 0.9079 0.2883 -0.5923 0.2515 2.58397e-06 -4.3916
8.0 5500.0 0.9076 0.2824 -0.563 0.2373 3.93827e-06 -4.0573
8.0 5750.0 0.8651 0.3906 -0.6468 0.2634 5.75983e-06 -3.7526
8.0 6000.0 0.749 0.6741 -0.8977 0.3478 8.0306e-06 -3.4737
8.0 6250.0 0.5632 1.1305 -1.318 0.4904 1.06902e-05 -3.2176
8.0 6500.0 0.3365 1.689 -1.8418 0.6665 1.36805e-05 -2.9817
8.0 7000.0 -0.0265 2.5577 -2.6473 0.9271 2.04704e-05 -2.5621
8.0 7500.0 -0.1534 2.8051 -2.8468 0.9753 2.81471e-05 -2.2004
8.0 8000.0 -0.1674 2.7962 -2.8387 0.9647 3.65693e-05 -1.886
8.0 8500.0 -0.1022 2.5782 -2.6323 0.8901 4.56911e-05 -1.6107
8.0 9000.0 -0.0348 2.3446 -2.4088 0.8117 5.5581e-05 -1.3678
8.0 9500.0 0.0515 2.0213 -2.0654 0.6857 6.63746e-05 -1.1523
8.0 10000.0 0.15 1.6143 -1.5976 0.5072 7.81279e-05 -0.9601
8.0 10500.0 0.2823 1.0686 -0.9547 0.2598 9.0629e-05 -0.7877
8.0 11000.0 0.4 0.5982 -0.4111 0.0551 0.000103366 -0.6325
8.0 11500.0 0.4722 0.3217 -0.1094 -0.051 0.000116145 -0.4921
8.0 12000.0 0.5193 0.1438 0.0697 -0.1065 0.000128417 -0.3647
8.0 12500.0 0.569 -0.0392 0.2468 -0.1586 0.000138493 -0.2485
8.0 13000.0 0.6164 -0.1988 0.3849 -0.1942 0.000147151 -0.1423
8.0 13500.0 0.646 -0.2957 0.4515 -0.2025 0.000157352 -0.0449
8.0 14000.0 0.6672 -0.3662 0.501 -0.2089 0.000170207 0.0447
8.0 14500.0 0.6832 -0.4318 0.5656 -0.2288 0.000184859 0.1274
8.0 15000.0 0.6939 -0.4829 0.6241 -0.2514 0.000200854 0.2038
8.0 15500.0 0.701 -0.5193 0.6677 -0.2701 0.000217609 0.2747
8.0 16000.0 0.7041 -0.5364 0.6855 -0.2782 0.000235552 0.3406
8.0 16500.0 0.6836 -0.5009 0.651 -0.2672 0.000254397 0.4019
8.0 17000.0 0.7125 -0.5595 0.6982 -0.283 0.000273809 0.4592
8.0 20000.0 0.7883 -0.7356 0.8373 -0.331 0.000406402 0.7352
8.0 25000.0 0.9725 -1.1174 1.1354 -0.4254 0.000692595 1.0314
8.0 30000.0 0.8668 -0.8294 0.741 -0.2626 0.00110774 1.2181
8.0 35000.0 0.6012 -0.3671 0.2681 -0.0904 0.00156627 1.3457
8.0 40000.0 0.4641 -0.1927 0.1223 -0.0432 0.00192663 1.4381
8.0 45000.0 0.3986 -0.1446 0.0993 -0.0393 0.0022258 1.508
8.0 50000.0 0.3627 -0.1398 0.1138 -0.0479 0.00249308 1.5625
8.0 55000.0 0.3438 -0.1562 0.1445 -0.0612 0.00273464 1.6063
8.0 60000.0 0.3339 -0.1828 0.1823 -0.0765 0.00296556 1.6422
8.25 3750.0 0.1041 2.2958 -2.6689 1.0188 4.38049e-07 -7.3421
8.25 4000.0 0.6254 1.028 -1.4035 0.5611 5.83339e-07 -6.696
8.25 4250.0 1.0613 -0.0677 -0.2856 0.1504 7.89648e-07 -6.1261
8.25 4500.0 1.3695 -0.8668 0.5417 -0.1568 1.10154e-06 -5.6197
8.25 4750.0 1.5336 -1.3025 0.993 -0.3245 1.56258e-06 -5.1669
8.25 5000.0 1.0228 0.0696 -0.4081 0.1918 1.60041e-06 -4.7596
8.25 5250.0 0.8946 0.3295 -0.6428 0.2712 2.52493e-06 -4.3916
8.25 5500.0 0.9024 0.2951 -0.5865 0.2474 3.83687e-06 -4.0573
8.25 5750.0 0.8711 0.3634 -0.6262 0.2564 5.6167e-06 -3.7526
8.25 6000.0 0.8019 0.545 -0.788 0.3115 7.87645e-06 -3.4737
8.25 6250.0 0.654 0.9079 -1.1187 0.4236 1.05649e-05 -3.2176
8.25 6500.0 0.4512 1.4072 -1.5849 0.5815 1.36157e-05 -2.9817
8.25 7000.0 0.0608 2.3487 -2.4608 0.8688 2.05949e-05 -2.5621
8.25 7500.0 -0.1167 2.7247 -2.7816 0.9582 2.84957e-05 -2.2004
8.25 8000.0 -0.1421 2.7374 -2.7839 0.9481 3.71577e-05 -1.886
8.25 8500.0 -0.0987 2.5954 -2.6649 0.9065 4.65157e-05 -1.6107
8.25 9000.0 -0.0358 2.4048 -2.5065 0.8561 5.66267e-05 -1.3678
8.25 9500.0 0.0465 2.1367 -2.252 0.7691 6.76401e-05 -1.1523
8.25 10000.0 0.1385 1.7965 -1.8879 0.6357 7.96512e-05 -0.9601
8.25 10500.0 0.2478 1.3475 -1.3669 0.4362 9.25592e-05 -0.7877
8.25 11000.0 0.3648 0.8755 -0.8181 0.2273 0.000105921 -0.6325
8.25 11500.0 0.4421 0.5796 -0.4907 0.1089 0.000119431 -0.4921
8.25 12000.0 0.4981 0.3831 -0.29 0.0431 0.000132914 -0.3647
8.25 12500.0 0.5407 0.2232 -0.1288 -0.0066 0.000145514 -0.2485
8.25 13000.0 0.5803 0.0608 0.0378 -0.0589 0.000155573 -0.1423
8.25 13500.0 0.6162 -0.081 0.1741 -0.0988 0.000164907 -0.0449
8.25 14000.0 0.6456 -0.1945 0.2764 -0.125 0.000176056 0.0447
8.25 14500.0 0.6692 -0.2933 0.3735 -0.1529 0.000189522 0.1274
8.25 15000.0 0.6897 -0.3875 0.4807 -0.1911 0.000204832 0.2038
8.25 15500.0 0.7046 -0.4632 0.5751 -0.2291 0.000221416 0.2747
8.25 16000.0 0.7135 -0.5166 0.6446 -0.2588 0.000238692 0.3406
8.25 16500.0 0.7207 -0.5467 0.6797 -0.2744 0.000257602 0.4019
8.25 17000.0 0.7237 -0.5591 0.6896 -0.2786 0.00027739 0.4592
8.25 20000.0 0.807 -0.7573 0.8524 -0.3354 0.000410527 0.7352
8.25 25000.0 0.9798 -1.1204 1.1342 -0.4244 0.000699247 1.0314
8.25 30000.0 0.8677 -0.8238 0.7316 -0.2585 0.00111708 1.2181
8.25 35000.0 0.6016 -0.3648 0.2643 -0.0886 0.00157202 1.3457
8.25 40000.0 0.4541 -0.167 0.096 -0.0336 0.00192923 1.4381
8.25 45000.0 0.3956 -0.1334 0.0866 -0.0344 0.00222613 1.508
8.25 50000.0 0.3576 -0.1232 0.0954 -0.0408 0.00248975 1.5625
8.25 55000.0 0.3357 -0.1326 0.1188 -0.0514 0.0027307 1.6063
8.25 60000.0 0.3234 -0.1527 0.15 -0.0643 0.00295552 1.6422
8.25 65000.0 0.3112 0.192 -0.2773 0.1023 0.0037494 1.6722
8.25 70000.0 0.2769 0.2326 -0.308 0.1118 0.0039816 1.6975
8.25 75000.0 0.248 0.2639 -0.3299 0.1183 0.00420776 1.7193
8.25 80000.0 0.2231 0.2888 -0.3459 0.1227 0.00442911 1.7381
8.25 85000.0 0.2016 0.3089 -0.3586 0.1262 0.00464631 1.7546
8.25 90000.0 0.1828 0.3257 -0.3689 0.1291 0.00486213 1.7691
8.25 100000.0 0.1483 0.3558 -0.3869 0.1339 0.00528796 1.7936
8.5 3750.0 0.2233 2.0148 -2.3822 0.9147 4.67989e-07 -7.3421
8.5 4000.0 0.7117 0.8177 -1.1797 0.4774 6.17879e-07 -6.696
8.5 4250.0 1.1071 -0.1801 -0.1605 0.1025 8.26068e-07 -6.1261
8.5 4500.0 1.3894 -0.9117 0.5946 -0.1776 1.13735e-06 -5.6197
8.5 4750.0 1.5447 -1.3245 1.0199 -0.3353 1.59471e-06 -5.1669
8.5 5000.0 0.8751 0.4429 -0.7891 0.3309 1.56751e-06 -4.7596
8.5 5250.0 0.8845 0.37 -0.6939 0.2916 2.47107e-06 -4.3916
8.5 5500.0 0.8897 0.3306 -0.6327 0.2657 3.7456e-06 -4.0573
8.5 5750.0 0.8906 0.3223 -0.6024 0.2513 5.47684e-06 -3.7526
8.5 6000.0 0.838 0.4551 -0.7134 0.2872 7.71244e-06 -3.4737
8.5 6250.0 0.7229 0.7393 -0.9713 0.3747 1.04187e-05 -3.2176
8.5 6500.0 0.5544 1.1536 -1.3553 0.5051 1.35191e-05 -2.9817
8.5 7000.0 0.161 2.1047 -2.2391 0.7975 2.06832e-05 -2.5621
8.5 7500.0 -0.0717 2.6247 -2.6993 0.9358 2.8822e-05 -2.2004
8.5 8000.0 -0.1252 2.7021 -2.7545 0.941 3.77496e-05 -1.886
8.5 8500.0 -0.0918 2.5892 -2.6625 0.9079 4.73638e-05 -1.6107
8.5 9000.0 -0.037 2.4412 -2.5605 0.8801 5.77168e-05 -1.3678
8.5 9500.0 0.045 2.211 -2.3712 0.8225 6.89466e-05 -1.1523
8.5 10000.0 0.1356 1.9251 -2.0998 0.7309 8.11899e-05 -0.9601
8.5 10500.0 0.241 1.5334 -1.6707 0.5716 9.44444e-05 -0.7877
