Teff log(g) filter a1 a2 a3 a4
2300 4.0 r 4.885923835932401 -10.309569533302424 10.522166574620154 -3.5775431814433403
2300 4.5 r 3.760847143334779 -7.532759952012293 7.69139502284271 -2.5727851319275934
2300 5.0 r 2.5158561164236963 -4.70918898953988 5.04043074017408 -1.6877881376304462
2300 5.5 r 2.723983858918274 -4.745059798739576 4.697455945381548 -1.5113052206598983
2300 6.0 r 2.2212481969116897 -3.7148188270403413 3.7926873184039853 -1.2179191700631165
2400 4.0 r 3.103043480347164 -6.220130798444251 6.709577344302092 -2.259677148741039
2400 4.5 r 2.813232135777146 -5.627077149440177 6.056707430377311 -2.002364315267801
2400 5.0 r 2.263969513222763 -4.438733320053077 4.9960154156317405 -1.6719765628672563
2400 5.5 r 1.6945992159181889 -2.8287217250304795 3.28750668172375 -1.0785289665324136
2400 6.0 r 1.6862374717882385 -2.725593181445701 3.0433868839085183 -0.9609500810228755
2500 4.0 r 1.996760593442014 -3.4725187405462017 4.099797775984041 -1.3836142876652582
2500 4.5 r 1.836005007470607 -3.244295435863898 3.802009768327127 -1.220803742994093
2500 5.0 r 1.7864431018650417 -3.3260739311907326 3.834614956917167 -1.1827587209049903
2500 5.5 r 1.5517115827410177 -2.8213826626735656 3.3262425812165737 -1.001810307286127
2500 6.0 r 1.5416927286888196 -2.6684764121087685 3.198747693174647 -1.02017086743207
2600 4.0 r 1.318639102102375 -1.6495585563715338 2.329061464023745 -0.8174842609471296
2600 4.5 r 0.9958648239574875 -1.387479262053111 2.247720855195112 -0.7607312203553696
2600 5.0 r 1.0636841191672786 -1.7561208475378924 2.5492045497349967 -0.7891913477905536
2600 5.5 r 1.4957297457012433 -2.848088650256737 3.471643161875013 -1.0378322808443283
2600 6.0 r 1.2836105314355 -1.9807830454293782 2.189432821249714 -0.46169063572139213
2700 4.0 r 1.6423602538649296 -2.0586541237024236 2.576305011125877 -0.9196979751345763
2700 4.5 r 0.9380043472749339 -0.9099422342188921 1.695384047285129 -0.6099240169115037
2700 5.0 r 0.7743028677129775 -1.0458210167691488 2.0100497721590345 -0.6782155320749618
2700 5.5 r 0.8371424603408777 -1.4171306536773107 2.3214391252035997 -0.7004328339403944
2700 6.0 r 0.9821345086902705 -1.775774479918134 2.4994677949552426 -0.6732972406981031
2800 4.0 r 2.626130893786337 -4.000025795750481 4.243729882232671 -1.4865768097614958
2800 4.5 r 1.424147607989333 -1.7068747222373049 2.309711061760802 -0.8403618869960777
2800 5.0 r 0.8382928112492656 -0.8234184452178634 1.687181393589966 -0.6179481287612
2800 5.5 r 0.6920120045399619 -0.9017668747227987 1.90962871449824 -0.6565657166228658
2900 4.0 r 3.208335862948598 -5.195732520143168 5.27375359597209 -1.8337495708101799
2900 4.5 r 1.7725326292569592 -2.2884377005141743 2.732238536709076 -0.9919850860101074
2900 5.0 r 1.0850699916829876 -1.0944838561917791 1.8121625075963463 -0.6890712944837452
2900 5.5 r 0.8477334729945943 -1.0056665941568619 1.971118354137215 -0.7439259536507961
2900 6.0 r 0.8582953242337407 -1.5182837247709413 2.683025559334052 -0.9700210237509526
