Teff log(g) a1 a2 a3 a4 I1 beaming
10500.0 5.75 0.5277 0.1054 -0.0087 -0.0444 0.000106577 0.5127
11000.0 5.75 0.5664 0.0218 0.0404 -0.0532 0.000115442 0.5945
11500.0 5.75 0.5879 -0.017 0.044 -0.0464 0.000124182 0.6683
12000.0 5.75 0.6074 -0.0716 0.0778 -0.0533 0.000132826 0.7351
12500.0 5.75 0.6182 -0.117 0.1137 -0.0636 0.000141455 0.7958
13000.0 5.75 0.624 -0.1534 0.1452 -0.0735 0.000150163 0.8513
13500.0 5.75 0.6259 -0.1807 0.1698 -0.0816 0.000158948 0.902
14000.0 5.75 0.6259 -0.2033 0.1909 -0.0887 0.00016782 0.9487
14500.0 5.75 0.6255 -0.224 0.2105 -0.0953 0.000176784 0.9917
15000.0 5.75 0.6248 -0.2432 0.2292 -0.1018 0.000185845 1.0314
15500.0 5.75 0.624 -0.2606 0.2459 -0.1074 0.00019501 1.0683
16000.0 5.75 0.6239 -0.2787 0.2633 -0.1133 0.000204284 1.1025
16500.0 5.75 0.6247 -0.298 0.282 -0.1197 0.000213673 1.1344
17000.0 5.75 0.5953 -0.243 0.2236 -0.0974 0.000223194 1.1641
20000.0 5.75 0.6686 -0.5056 0.4884 -0.1924 0.000283138 1.3079
25000.0 5.75 0.8635 -1.036 1.0015 -0.3722 0.000398211 1.4634
30000.0 5.75 0.8943 -1.0841 0.973 -0.3433 0.00055421 1.5625
35000.0 5.75 0.7162 -0.8118 0.7057 -0.2472 0.000736154 1.631
40000.0 5.75 0.6827 -0.8776 0.814 -0.2949 0.000879025 1.6811
45000.0 5.75 0.7153 -1.0495 1.015 -0.3729 0.000997648 1.7193
50000.0 5.75 0.7695 -1.2417 1.225 -0.4518 0.0011062 1.7493
55000.0 5.75 0.8297 -1.4254 1.4186 -0.5232 0.00120599 1.7736
60000.0 5.75 0.8908 -1.5969 1.5942 -0.5869 0.00130193 1.7936
3750.0 6.0 1.5276 -1.5763 1.1049 -0.3273 2.33968e-06 -3.2178
4000.0 6.0 1.6976 -2.1096 1.6982 -0.5555 2.98095e-06 -2.8347
