Teff log(g) a1 a2 a3 a4 I1
6700.0 4.0 3.05822 -5.42996 5.45829 -1.92363 1891000.0
6800.0 4.0 3.06898 -5.43686 5.44942 -1.91922 2026490.0
6900.0 4.0 3.07011 -5.42156 5.41813 -1.90652 2164730.0
7000.0 4.0 3.0928 -5.45221 5.42984 -1.90883 2322280.0
7200.0 4.0 3.10272 -5.39814 5.31042 -1.85519 2718990.0
7400.0 4.0 2.91622 -4.95164 4.85565 -1.69616 3089190.0
7600.0 4.0 2.70303 -4.31702 4.15229 -1.45427 3500780.0
7800.0 4.0 2.88561 -4.76515 4.60766 -1.61763 3951350.0
8000.0 4.0 2.93376 -4.77048 4.50482 -1.55263 4294520.0
8200.0 4.0 3.1491 -5.13898 4.72965 -1.59305 4517650.0
8400.0 4.0 3.37334 -5.54339 5.00423 -1.65521 4773840.0
8600.0 4.0 3.49592 -5.75234 5.1502 -1.70302 4884390.0
8800.0 4.0 3.83024 -6.40432 5.68786 -1.86933 4601520.0
9000.0 4.0 4.03955 -6.82771 6.04473 -1.98202 5028690.0
9200.0 4.0 4.15062 -7.02973 6.19356 -2.02359 5301650.0
9400.0 4.0 4.38895 -7.50287 6.59636 -2.15199 5562200.0
9600.0 4.0 4.45419 -7.60314 6.65579 -2.16489 5855670.0
9800.0 4.0 4.72207 -8.13378 7.11245 -2.312 6081100.0
10000.0 4.0 4.79525 -8.25252 7.19249 -2.33301 6477060.0
10200.0 4.0 5.04852 -8.75164 7.6213 -2.47119 6759960.0
10400.0 4.0 5.1135 -8.84252 7.66849 -2.47924 6978500.0
10600.0 4.0 5.25258 -9.10458 7.8821 -2.54571 7450710.0
10800.0 4.0 5.56506 -9.72528 8.41715 -2.71793 7414170.0
11000.0 4.0 5.8224 -10.21631 8.82274 -2.84367 7076140.0
11200.0 4.0 6.0054 -10.53533 9.05917 -2.90945 6599170.0
11400.0 4.0 6.18815 -10.88871 9.34852 -2.99807 6879300.0
11600.0 4.0 5.7242 -10.01369 8.5982 -2.75861 7880330.0
11800.0 4.0 5.95098 -10.48997 9.0189 -2.89579 8165560.0
12000.0 4.0 5.87088 -10.32013 8.84956 -2.83538 8449440.0
2300.0 4.5 1.68361 -3.31241 4.16898 -1.52653 887.363
2400.0 4.5 1.08169 -1.9021 2.77559 -0.98483 679.087
2500.0 4.5 1.25535 -1.83621 2.46016 -0.78866 688.902
2600.0 4.5 0.75314 -0.73672 1.60178 -0.5589 722.652
2700.0 4.5 0.86311 -0.6719 1.45245 -0.54407 1619.81
2900.0 4.5 1.24302 -1.02717 1.49446 -0.57062 55024.9
3100.0 4.5 1.48655 -1.37911 1.65042 -0.61594 86230900.0
3200.0 4.5 1.53495 -1.49437 1.74785 -0.65281 226800000.0
