Teff log(g) a1 a2 a3 a4 I1 beaming
9500.0 6.0 -0.0317 2.4027 -2.5784 0.8737 0.000100465 -0.2939
10000.0 6.0 0.2122 1.6353 -1.7658 0.5963 0.000118356 -0.1532
10500.0 6.0 0.4316 0.8321 -0.8427 0.2713 0.000133812 -0.0275
11000.0 6.0 0.5583 0.4204 -0.3756 0.0929 0.000148512 0.0854
11500.0 6.0 0.6175 0.2917 -0.2886 0.0709 0.000162391 0.1873
12000.0 6.0 0.6632 0.1796 -0.2064 0.0486 0.000176074 0.2796
12500.0 6.0 0.6918 0.0955 -0.1392 0.0285 0.000189662 0.3636
13000.0 6.0 0.7077 0.0365 -0.0903 0.0133 0.000203246 0.4402
13500.0 6.0 0.7155 -0.0043 -0.057 0.0032 0.000216898 0.5104
14000.0 6.0 0.7188 -0.0341 -0.0328 -0.004 0.000230674 0.5749
14500.0 6.0 0.7197 -0.0588 -0.0122 -0.0104 0.000244615 0.6344
15000.0 6.0 0.7194 -0.0798 0.0056 -0.0158 0.000258747 0.6893
15500.0 6.0 0.7185 -0.0994 0.0226 -0.021 0.000273088 0.7403
16000.0 6.0 0.7179 -0.1189 0.04 -0.0265 0.000287652 0.7876
16500.0 6.0 0.7173 -0.1381 0.0576 -0.0322 0.000302449 0.8316
17000.0 6.0 0.7181 -0.16 0.0782 -0.039 0.000317493 0.8727
20000.0 6.0 0.7392 -0.3215 0.2393 -0.095 0.000413469 1.0708
25000.0 6.0 0.8819 -0.7931 0.7127 -0.2635 0.000601976 1.284
30000.0 6.0 0.9539 -1.0257 0.8951 -0.3153 0.000858023 1.419
35000.0 6.0 0.8126 -0.8537 0.7114 -0.2441 0.00114986 1.5118
40000.0 6.0 0.737 -0.8195 0.7109 -0.2505 0.00138202 1.5793
45000.0 6.0 0.7309 -0.9079 0.8302 -0.2995 0.00157579 1.6305
50000.0 6.0 0.7553 -1.0416 0.987 -0.3604 0.00175269 1.6707
55000.0 6.0 0.7932 -1.1854 1.1466 -0.4208 0.00191535 1.7031
60000.0 6.0 0.8413 -1.3426 1.3149 -0.4833 0.00208149 1.7297
65000.0 6.0 0.6571 -0.7227 0.6641 -0.2453 0.00258289 1.7519
70000.0 6.0 0.6959 -0.855 0.8088 -0.2996 0.00275356 1.7708
75000.0 6.0 0.7397 -0.989 0.9506 -0.3519 0.00292446 1.787
80000.0 6.0 0.7859 -1.1203 1.0866 -0.4014 0.00309614 1.8011
85000.0 6.0 0.8325 -1.2452 1.2135 -0.4472 0.00326921 1.8135
90000.0 6.0 0.8786 -1.3621 1.3298 -0.4887 0.0034439 1.8244
100000.0 6.0 0.9646 -1.5711 1.5371 -0.5631 0.00380265 1.8428
3750.0 6.25 0.7488 0.6014 -1.1109 0.4801 1.03705e-06 -4.9907
4000.0 6.25 1.2097 -0.6108 0.1454 0.0169 1.39111e-06 -4.493
4250.0 6.25 1.4933 -1.383 0.9668 -0.2914 1.91901e-06 -4.0544
4500.0 6.25 1.6213 -1.7344 1.3502 -0.4372 2.67611e-06 -3.6653
4750.0 6.25 1.6322 -1.7027 1.3048 -0.4169 3.71712e-06 -3.3179
5000.0 6.25 1.3782 -0.9925 0.5792 -0.1487 5.24101e-06 -3.006
5250.0 6.25 1.1223 -0.334 -0.0442 0.0713 7.04145e-06 -2.7248
5500.0 6.25 0.7233 0.6696 -0.9966 0.4028 9.19661e-06 -2.47
5750.0 6.25 0.3028 1.694 -1.9527 0.7256 1.16819e-05 -2.2382
6000.0 6.25 -0.0079 2.3943 -2.561 0.9153 1.44793e-05 -2.0266
6250.0 6.25 -0.175 2.6948 -2.7513 0.9513 1.76032e-05 -1.8329
6500.0 6.25 -0.2532 2.7655 -2.715 0.9079 2.10732e-05 -1.6549
7000.0 6.25 -0.2658 2.5585 -2.3127 0.7085 2.91644e-05 -1.3394
7500.0 6.25 -0.2431 2.3539 -1.9824 0.5489 3.89881e-05 -1.069
8000.0 6.25 -0.2532 2.3818 -2.0042 0.5413 5.07966e-05 -0.8351
8500.0 6.25 -0.2934 2.6609 -2.4323 0.719 6.47699e-05 -0.6312
9000.0 6.25 -0.2538 2.84 -2.8698 0.9354 8.08696e-05 -0.4521
9500.0 6.25 -0.0623 2.5182 -2.7363 0.9394 9.85686e-05 -0.2939
10000.0 6.25 0.1383 1.9725 -2.2149 0.7718 0.000116503 -0.1532
10500.0 6.25 0.3465 1.2072 -1.3399 0.4638 0.000132445 -0.0275
11000.0 6.25 0.5338 0.5093 -0.5039 0.1486 0.000147474 0.0854
11500.0 6.25 0.6089 0.297 -0.2906 0.0709 0.000161686 0.1873
12000.0 6.25 0.6561 0.1866 -0.2125 0.0504 0.000175493 0.2796
12500.0 6.25 0.6903 0.0936 -0.1393 0.0289 0.000189232 0.3636
13000.0 6.25 0.7099 0.0281 -0.0855 0.0125 0.000202927 0.4402
13500.0 6.25 0.7203 -0.018 -0.0469 0.0004 0.000216663 0.5104
14000.0 6.25 0.7248 -0.0505 -0.0202 -0.0077 0.0002305 0.5749
14500.0 6.25 0.7264 -0.0767 0.002 -0.0146 0.000244488 0.6344
15000.0 6.25 0.7262 -0.0981 0.0201 -0.0202 0.000258656 0.6893
15500.0 6.25 0.7247 -0.1158 0.0352 -0.0247 0.000273025 0.7403
16000.0 6.25 0.7243 -0.1359 0.0533 -0.0304 0.000287612 0.7876
