log(g) Teff a1 a2 a3 a4 I1 beaming
6.75 9500.0 -0.008 1.8118 -1.8536 0.5957 8.58382e-05 0.3278
6.75 10000.0 0.1472 1.4202 -1.5077 0.4881 9.82718e-05 0.4295
6.75 10500.0 0.2725 1.0269 -1.0937 0.3436 0.000109507 0.5203
6.75 11000.0 0.4137 0.5262 -0.5358 0.1462 0.000118019 0.6017
6.75 11500.0 0.5275 0.1386 -0.1292 0.0141 0.000125681 0.6751
6.75 12000.0 0.5829 -0.0372 0.0476 -0.0444 0.00013423 0.7416
6.75 12500.0 0.6033 -0.0937 0.0895 -0.0557 0.00014294 0.802
6.75 13000.0 0.6145 -0.1308 0.1134 -0.0609 0.000151634 0.8571
6.75 13500.0 0.6217 -0.1638 0.1387 -0.0678 0.000160385 0.9076
6.75 14000.0 0.625 -0.1918 0.1635 -0.0756 0.000169192 0.954
6.75 14500.0 0.6252 -0.2133 0.1836 -0.0822 0.000178096 0.9967
6.75 15000.0 0.6245 -0.2329 0.2032 -0.089 0.000187112 1.0362
6.75 15500.0 0.6232 -0.2497 0.22 -0.0948 0.000196236 1.0729
6.75 16000.0 0.6217 -0.2652 0.2354 -0.1001 0.000205477 1.1069
6.75 16500.0 0.6213 -0.2822 0.2522 -0.1059 0.000214839 1.1387
6.75 17000.0 0.6208 -0.2982 0.2682 -0.1115 0.00022432 1.1683
6.75 20000.0 0.6573 -0.4721 0.4424 -0.173 0.000284027 1.3113
6.75 25000.0 0.8347 -0.9685 0.924 -0.3418 0.00039819 1.466
6.75 30000.0 0.806 -0.8997 0.7856 -0.2741 0.000550786 1.5646
6.75 35000.0 0.5685 -0.4958 0.391 -0.1324 0.00072321 1.6327
6.75 40000.0 0.4554 -0.3806 0.3183 -0.1142 0.000858267 1.6825
6.75 45000.0 0.4223 -0.4081 0.3773 -0.1411 0.000969486 1.7205
6.75 50000.0 0.4227 -0.4872 0.4788 -0.1816 0.00107166 1.7505
6.75 55000.0 0.4364 -0.5782 0.5855 -0.2225 0.00116524 1.7746
6.75 60000.0 0.4586 -0.6706 0.6865 -0.2601 0.00125109 1.7945
7.0 3750.0 1.6773 -1.9609 1.5269 -0.4892 2.66789e-06 -3.1919
7.0 4000.0 1.7734 -2.2836 1.8883 -0.6287 3.2801e-06 -2.8106
7.0 4250.0 1.8136 -2.4443 2.0726 -0.7005 4.11552e-06 -2.4756
7.0 4500.0 1.8163 -2.4893 2.1307 -0.7241 5.24035e-06 -2.1793
7.0 4750.0 1.8512 -2.5806 2.2312 -0.7624 6.68653e-06 -1.9156
7.0 5000.0 1.5831 -1.7997 1.3722 -0.4318 8.90099e-06 -1.6797
7.0 5250.0 1.4051 -1.3043 0.8591 -0.2418 1.10566e-05 -1.4677
7.0 5500.0 1.1422 -0.5975 0.1466 0.0175 1.34713e-05 -1.2763
7.0 5750.0 0.7568 0.3758 -0.7976 0.3501 1.6137e-05 -1.1027
7.0 6000.0 0.3626 1.3145 -1.6666 0.6424 1.9035e-05 -0.9448
7.0 6250.0 0.0698 1.9432 -2.1903 0.8 2.21477e-05 -0.8007
7.0 6500.0 -0.0866 2.2063 -2.3412 0.8226 2.54708e-05 -0.6687
7.0 7000.0 -0.1587 2.1705 -2.1379 0.7042 3.27878e-05 -0.4356
7.0 7500.0 -0.1304 1.9697 -1.8464 0.574 4.10831e-05 -0.2369
7.0 8000.0 -0.1049 1.8554 -1.7 0.508 5.04674e-05 -0.0657
7.0 8500.0 -0.1013 1.878 -1.754 0.5279 6.10034e-05 0.083
7.0 9000.0 -0.0952 1.9663 -1.9388 0.6121 7.26289e-05 0.2131
7.0 9500.0 -0.023 1.9014 -1.9968 0.6619 8.5106e-05 0.3278
7.0 10000.0 0.1281 1.5391 -1.6932 0.5712 9.77531e-05 0.4295
7.0 10500.0 0.2536 1.1656 -1.313 0.4395 0.000109508 0.5203
7.0 11000.0 0.3604 0.7801 -0.8733 0.2792 0.000119588 0.6017
7.0 11500.0 0.4773 0.3463 -0.3859 0.1079 0.000127069 0.6751
7.0 12000.0 0.5658 0.0368 -0.052 -0.0049 0.000135026 0.7416
7.0 12500.0 0.6059 -0.0954 0.0843 -0.0522 0.000143693 0.802
7.0 13000.0 0.6208 -0.1434 0.1226 -0.0636 0.000152447 0.8571
7.0 13500.0 0.6285 -0.1756 0.1463 -0.0698 0.000161189 0.9076
7.0 14000.0 0.6332 -0.2038 0.1694 -0.0765 0.000170032 0.954
7.0 14500.0 0.6328 -0.2227 0.186 -0.0815 0.000178968 0.9967
7.0 15000.0 0.6315 -0.2402 0.2032 -0.0875 0.000187993 1.0362
7.0 15500.0 0.6319 -0.2612 0.2244 -0.0949 0.000197128 1.0729
7.0 16000.0 0.6305 -0.277 0.2404 -0.1005 0.000206386 1.1069
7.0 16500.0 0.6299 -0.2937 0.2573 -0.1064 0.000215763 1.1387
7.0 17000.0 0.6278 -0.3056 0.2688 -0.1102 0.000225273 1.1683
7.0 20000.0 0.6659 -0.4841 0.4486 -0.1741 0.000285165 1.3113
7.0 25000.0 0.8368 -0.9672 0.918 -0.3386 0.000399678 1.466
7.0 30000.0 0.8145 -0.9205 0.8052 -0.281 0.000552403 1.5646
7.0 35000.0 0.5503 -0.4553 0.3498 -0.1172 0.000723312 1.6327
7.0 40000.0 0.4283 -0.3185 0.2552 -0.091 0.000856941 1.6825
7.0 45000.0 0.3878 -0.3286 0.2965 -0.1114 0.000966947 1.7205
7.0 50000.0 0.3788 -0.3862 0.3765 -0.144 0.00106739 1.7505
7.0 55000.0 0.3856 -0.4587 0.4637 -0.1778 0.00115704 1.7746
7.0 60000.0 0.4 -0.5364 0.5515 -0.2108 0.00124256 1.7945
7.0 65000.0 0.1473 0.2592 -0.2866 0.0982 0.00149565 1.8112
7.0 70000.0 0.1298 0.2537 -0.2676 0.0893 0.00158249 1.8254
7.0 75000.0 0.12 0.2355 -0.238 0.0769 0.00166818 1.8376
7.0 80000.0 0.1162 0.208 -0.2007 0.062 0.00175321 1.8482
7.0 85000.0 0.1172 0.174 -0.1586 0.0456 0.00183793 1.8575
7.0 90000.0 0.1221 0.1342 -0.1118 0.0278 0.00192244 1.8658
7.0 100000.0 0.1352 0.053 -0.0183 -0.0077 0.00209188 1.8797
7.25 3750.0 1.7106 -2.041 1.6146 -0.5229 2.75229e-06 -3.1919
7.25 4000.0 1.7889 -2.3146 1.9223 -0.6419 3.36276e-06 -2.8106
7.25 4250.0 1.8237 -2.4595 2.0882 -0.7064 4.18327e-06 -2.4756
7.25 4500.0 1.8244 -2.5025 2.1435 -0.7287 5.28959e-06 -2.1793
7.25 4750.0 1.8292 -2.5321 2.1825 -0.7447 6.71372e-06 -1.9156
7.25 5000.0 1.6196 -1.9015 1.4777 -0.4709 8.94042e-06 -1.6797
7.25 5250.0 1.4677 -1.4787 1.0373 -0.3072 1.11054e-05 -1.4677
7.25 5500.0 1.2342 -0.8471 0.3936 -0.0714 1.35183e-05 -1.2763
7.25 5750.0 0.9061 -0.0017 -0.4384 0.2255 1.6182e-05 -1.1027
7.25 6000.0 0.5216 0.9343 -1.3222 0.5289 1.90808e-05 -0.9448
7.25 6250.0 0.1892 1.684 -1.982 0.7399 2.21923e-05 -0.8007
7.25 6500.0 -0.017 2.0802 -2.2683 0.8114 2.55109e-05 -0.6687
7.25 7000.0 -0.1429 2.1756 -2.1886 0.7346 3.27936e-05 -0.4356
7.25 7500.0 -0.1268 2.0071 -1.9322 0.6177 4.1006e-05 -0.2369
7.25 8000.0 -0.1001 1.8962 -1.7979 0.559 5.02505e-05 -0.0657
7.25 8500.0 -0.0907 1.9062 -1.844 0.5783 6.05994e-05 0.083
7.25 9000.0 -0.078 1.9715 -2.001 0.6518 7.20464e-05 0.2131
7.25 9500.0 -0.0115 1.9186 -2.0657 0.7021 8.43856e-05 0.3278
7.25 10000.0 0.1269 1.6085 -1.8272 0.6366 9.71064e-05 0.4295
7.25 10500.0 0.2595 1.2288 -1.451 0.5073 0.000109235 0.5203
7.25 11000.0 0.3515 0.9153 -1.1031 0.381 0.000120253 0.6017
7.25 11500.0 0.4418 0.552 -0.6709 0.2206 0.000128979 0.6751
7.25 12000.0 0.5349 0.193 -0.2632 0.0772 0.00013625 0.7416
7.25 12500.0 0.6018 -0.0537 0.0139 -0.021 0.000144473 0.802
7.25 13000.0 0.6315 -0.1619 0.1316 -0.0643 0.000153226 0.8571
7.25 13500.0 0.6413 -0.2022 0.1676 -0.0762 0.000162043 0.9076
7.25 14000.0 0.6452 -0.2273 0.1877 -0.0821 0.000170891 0.954
7.25 14500.0 0.6476 -0.2506 0.2077 -0.0881 0.000179855 0.9967
7.25 15000.0 0.6485 -0.2721 0.2282 -0.095 0.000188885 1.0362
7.25 15500.0 0.6455 -0.2844 0.2404 -0.0991 0.000198035 1.0729
7.25 16000.0 0.6435 -0.2989 0.2551 -0.1042 0.000207306 1.1069
7.25 16500.0 0.6414 -0.3117 0.2681 -0.1087 0.000216702 1.1387
7.25 17000.0 0.6418 -0.3299 0.2864 -0.1151 0.000226228 1.1683
7.25 20000.0 0.6765 -0.5003 0.4586 -0.1763 0.000286308 1.3113
7.25 25000.0 0.8409 -0.9702 0.9161 -0.3368 0.000401248 1.466
7.25 30000.0 0.8086 -0.9069 0.7896 -0.2749 0.00055425 1.5646
7.25 35000.0 0.5429 -0.4394 0.3333 -0.111 0.000723679 1.6327
7.25 40000.0 0.4121 -0.2806 0.2159 -0.0763 0.00085593 1.6825
7.25 45000.0 0.3625 -0.2691 0.2354 -0.0888 0.000964775 1.7205
7.25 50000.0 0.3469 -0.3099 0.2979 -0.1149 0.00106307 1.7505
7.25 55000.0 0.3481 -0.3705 0.3737 -0.1446 0.00115163 1.7746
7.25 60000.0 0.3568 -0.436 0.4499 -0.1737 0.00123699 1.7945
7.5 3750.0 1.7405 -2.1094 1.6889 -0.5514 2.84043e-06 -3.1919
7.5 4000.0 1.8033 -2.3419 1.9524 -0.6537 3.45163e-06 -2.8106
7.5 4250.0 1.8328 -2.4712 2.1002 -0.711 4.25891e-06 -2.4756
7.5 4500.0 1.832 -2.5121 2.1524 -0.732 5.34676e-06 -2.1793
7.5 4750.0 1.8308 -2.5332 2.1826 -0.7446 6.74834e-06 -1.9156
7.5 5000.0 1.6561 -1.9992 1.5787 -0.5084 8.98538e-06 -1.6797
7.5 5250.0 1.5024 -1.5811 1.1434 -0.3465 1.11569e-05 -1.4677
7.5 5500.0 1.3179 -1.0739 0.6205 -0.1536 1.35792e-05 -1.2763
7.5 5750.0 1.0355 -0.336 -0.1149 0.1113 1.62395e-05 -1.1027
7.5 6000.0 0.6795 0.548 -0.964 0.4078 1.91388e-05 -0.9448
7.5 6250.0 0.3279 1.3692 -1.7132 0.6566 2.22518e-05 -0.8007
7.5 6500.0 0.0724 1.9028 -2.145 0.7825 2.5571e-05 -0.6687
7.5 7000.0 -0.1158 2.1462 -2.2003 0.7499 3.28178e-05 -0.4356
7.5 7500.0 -0.1218 2.0265 -1.9864 0.6465 4.09657e-05 -0.2369
7.5 8000.0 -0.0915 1.9094 -1.8519 0.5901 5.0087e-05 -0.0657
7.5 8500.0 -0.0746 1.9042 -1.8889 0.6085 6.02763e-05 0.083
7.5 9000.0 -0.0518 1.9442 -2.0222 0.6748 7.15271e-05 0.2131
7.5 9500.0 0.0107 1.9031 -2.0984 0.7289 8.36973e-05 0.3278
7.5 10000.0 0.1499 1.6047 -1.8795 0.6716 9.64239e-05 0.4295
7.5 10500.0 0.2907 1.2138 -1.5014 0.543 0.000108844 0.5203
7.5 11000.0 0.3841 0.9159 -1.1841 0.4293 0.000120313 0.6017
7.5 11500.0 0.4549 0.6385 -0.8542 0.3056 0.000130547 0.6751
7.5 12000.0 0.5236 0.3309 -0.4783 0.1651 0.00013822 0.7416
7.5 12500.0 0.5922 0.0455 -0.1445 0.0457 0.000145635 0.802
7.5 13000.0 0.6415 -0.154 0.0916 -0.0424 0.000154063 0.8571
7.5 13500.0 0.6608 -0.2392 0.1918 -0.0815 0.000162904 0.9076
7.5 14000.0 0.6654 -0.2711 0.2249 -0.0938 0.000171817 0.954
7.5 14500.0 0.6653 -0.2881 0.2397 -0.0986 0.000180759 0.9967
7.5 15000.0 0.6636 -0.3013 0.2505 -0.1017 0.000189737 1.0362
7.5 15500.0 0.6561 -0.3014 0.2499 -0.1008 0.000199026 1.0729
7.5 16000.0 0.6528 -0.3125 0.2613 -0.1048 0.000208313 1.1069
7.5 16500.0 0.653 -0.331 0.2802 -0.1115 0.000217723 1.1387
7.5 17000.0 0.6532 -0.3483 0.2979 -0.1177 0.000227268 1.1683
7.5 20000.0 0.6906 -0.5253 0.4775 -0.1818 0.000287534 1.3113
7.5 25000.0 0.8516 -0.9886 0.9296 -0.3407 0.000402979 1.466
7.5 30000.0 0.8047 -0.8978 0.7789 -0.2706 0.00055639 1.5646
7.5 35000.0 0.5329 -0.4172 0.3102 -0.1024 0.000724409 1.6327
7.5 40000.0 0.3991 -0.2497 0.1835 -0.0641 0.000855339 1.6825
7.5 45000.0 0.3413 -0.2177 0.1817 -0.0687 0.000963142 1.7205
7.5 50000.0 0.3242 -0.2554 0.2415 -0.0939 0.00106033 1.7505
7.5 55000.0 0.3203 -0.3042 0.3055 -0.1195 0.0011482 1.7746
7.5 60000.0 0.3244 -0.3582 0.3698 -0.1441 0.00123027 1.7945
7.5 65000.0 0.0047 0.4798 -0.491 0.172 0.00139574 1.8112
7.5 70000.0 -0.0233 0.5037 -0.5045 0.1754 0.00147549 1.8254
7.5 75000.0 -0.0453 0.5184 -0.5105 0.1765 0.00155352 1.8376
7.5 80000.0 -0.0625 0.5263 -0.5111 0.1759 0.00163007 1.8482
7.5 85000.0 -0.0748 0.5257 -0.5039 0.1724 0.00170651 1.8575
7.5 90000.0 -0.0834 0.5193 -0.4915 0.1671 0.0017823 1.8658
7.5 100000.0 -0.0987 0.5067 -0.4683 0.1574 0.00193355 1.8797
7.75 3750.0 1.7729 -2.1834 1.7692 -0.5822 2.93077e-06 -3.1919
7.75 4000.0 1.8184 -2.3701 1.9834 -0.6657 3.5465e-06 -2.8106
7.75 4250.0 1.8411 -2.48 2.1091 -0.7145 4.34238e-06 -2.4756
7.75 4500.0 1.839 -2.5188 2.1583 -0.734 5.41236e-06 -2.1793
7.75 4750.0 1.8352 -2.5384 2.1868 -0.746 6.79105e-06 -1.9156
7.75 5000.0 1.6978 -2.1069 1.69 -0.5497 9.03505e-06 -1.6797
7.75 5250.0 1.5264 -1.6532 1.218 -0.3742 1.1209e-05 -1.4677
7.75 5500.0 1.3678 -1.2181 0.7681 -0.2079 1.36455e-05 -1.2763
7.75 5750.0 1.1395 -0.6113 0.1557 0.0146 1.63145e-05 -1.1027
7.75 6000.0 0.8262 0.1816 -0.6178 0.2884 1.92113e-05 -0.9448
7.75 6250.0 0.4784 1.0144 -1.3954 0.5529 2.23279e-05 -0.8007
7.75 6500.0 0.1893 1.6471 -1.9367 0.7213 2.56434e-05 -0.6687
7.75 7000.0 -0.077 2.0872 -2.183 0.7554 3.28704e-05 -0.4356
7.75 7500.0 -0.106 2.0103 -1.9979 0.6585 4.09472e-05 -0.2369
7.75 8000.0 -0.0826 1.9059 -1.8736 0.6055 4.99648e-05 -0.0657
7.75 8500.0 -0.0612 1.891 -1.9053 0.6239 5.99933e-05 0.083
7.75 9000.0 -0.0348 1.9254 -2.0372 0.6912 7.10509e-05 0.2131
7.75 9500.0 0.0456 1.8421 -2.0746 0.7328 8.30554e-05 0.3278
7.75 10000.0 0.1802 1.5722 -1.8952 0.6919 9.57058e-05 0.4295
7.75 10500.0 0.336 1.1525 -1.4967 0.5573 0.000108322 0.5203
7.75 11000.0 0.4453 0.8182 -1.149 0.4333 0.000120154 0.6017
7.75 11500.0 0.5176 0.5646 -0.8614 0.3269 0.00013108 0.6751
7.75 12000.0 0.567 0.3324 -0.5684 0.2145 0.000140407 0.7416
7.75 12500.0 0.6107 0.1003 -0.275 0.1043 0.000147572 0.802
7.75 13000.0 0.6565 -0.1194 -0.0051 0.0048 0.000155199 0.8571
7.75 13500.0 0.6876 -0.2717 0.1888 -0.0712 0.000163783 0.9076
7.75 14000.0 0.6964 -0.335 0.273 -0.1066 0.000172715 0.954
7.75 14500.0 0.6934 -0.3511 0.2951 -0.1164 0.000181741 0.9967
7.75 15000.0 0.6884 -0.3558 0.299 -0.1178 0.000190834 1.0362
7.75 15500.0 0.6834 -0.3611 0.304 -0.1193 0.000199961 1.0729
7.75 16000.0 0.682 -0.3747 0.3174 -0.1238 0.000209355 1.1069
7.75 16500.0 0.679 -0.385 0.3279 -0.1273 0.000218786 1.1387
7.75 17000.0 0.6806 -0.4055 0.3489 -0.1348 0.000228344 1.1683
7.75 20000.0 0.7108 -0.5651 0.5115 -0.1929 0.000288794 1.3113
7.75 25000.0 0.8593 -1.0005 0.9369 -0.3423 0.000404822 1.466
7.75 30000.0 0.8035 -0.895 0.7741 -0.2684 0.000558737 1.5646
7.75 35000.0 0.5284 -0.4079 0.3002 -0.0985 0.00072536 1.6327
7.75 40000.0 0.3913 -0.2307 0.1627 -0.0561 0.000855026 1.6825
7.75 45000.0 0.334 -0.1993 0.1617 -0.0611 0.000961847 1.7205
7.75 50000.0 0.3089 -0.2167 0.2007 -0.0787 0.00105708 1.7505
7.75 55000.0 0.3009 -0.2548 0.2535 -0.1 0.00114297 1.7746
7.75 60000.0 0.3011 -0.3011 0.3103 -0.1219 0.00122633 1.7945
7.75 65000.0 0.1191 0.3597 -0.4068 0.146 0.00147259 1.8112
7.75 70000.0 0.0835 0.3999 -0.4348 0.1543 0.00155378 1.8254
7.75 75000.0 0.0544 0.4294 -0.4538 0.1597 0.00163306 1.8376
7.75 80000.0 0.0303 0.4513 -0.4663 0.1629 0.00171079 1.8482
7.75 85000.0 0.0105 0.4663 -0.4733 0.1644 0.0017883 1.8575
7.75 90000.0 -0.0055 0.475 -0.4748 0.164 0.00186508 1.8658
7.75 100000.0 -0.0348 0.4913 -0.4781 0.1635 0.00201801 1.8797
8.0 3750.0 1.8069 -2.2615 1.8542 -0.6148 3.02915e-06 -3.1919
8.0 4000.0 1.8331 -2.3965 2.0121 -0.6769 3.64705e-06 -2.8106
8.0 4250.0 1.8491 -2.4876 2.117 -0.7176 4.43353e-06 -2.4756
8.0 4500.0 1.8481 -2.5297 2.169 -0.7381 5.48615e-06 -2.1793
8.0 4750.0 1.839 -2.5395 2.1868 -0.746 6.84266e-06 -1.9156
8.0 5000.0 1.747 -2.2323 1.8211 -0.5987 9.09191e-06 -1.6797
8.0 5250.0 1.5653 -1.757 1.3242 -0.4132 1.12656e-05 -1.4677
8.0 5500.0 1.423 -1.3707 0.9242 -0.2652 1.37163e-05 -1.2763
8.0 5750.0 1.2336 -0.8587 0.4002 -0.073 1.63996e-05 -1.1027
8.0 6000.0 0.956 -0.1481 -0.3017 0.1779 1.92999e-05 -0.9448
8.0 6250.0 0.63 0.6469 -1.057 0.4391 2.24174e-05 -0.8007
8.0 6500.0 0.3215 1.3487 -1.6828 0.6428 2.57344e-05 -0.6687
8.0 7000.0 -0.0276 2.0051 -2.1462 0.7549 3.29439e-05 -0.4356
8.0 7500.0 -0.0867 1.9832 -1.9965 0.6654 4.09689e-05 -0.2369
8.0 8000.0 -0.0836 1.9183 -1.9011 0.6198 4.98794e-05 -0.0657
8.0 8500.0 -0.0488 1.8635 -1.8912 0.6239 5.97608e-05 0.083
8.0 9000.0 -0.0151 1.8803 -2.0082 0.6871 7.0632e-05 0.2131
8.0 9500.0 0.0718 1.7875 -2.0421 0.7293 8.24638e-05 0.3278
8.0 10000.0 0.2181 1.5037 -1.8608 0.6907 9.50008e-05 0.4295
8.0 10500.0 0.389 1.0598 -1.4492 0.5539 0.000107746 0.5203
8.0 11000.0 0.5162 0.6806 -1.0607 0.4157 0.000119855 0.6017
8.0 11500.0 0.6053 0.3934 -0.7485 0.3014 0.000131176 0.6751
8.0 12000.0 0.6622 0.1697 -0.4797 0.1991 0.000141612 0.7416
8.0 12500.0 0.6875 -0.0003 -0.2495 0.1091 0.000150102 0.802
8.0 13000.0 0.7064 -0.1547 -0.0415 0.0301 0.000157137 0.8571
8.0 13500.0 0.7276 -0.3034 0.1574 -0.0461 0.000164993 0.9076
8.0 14000.0 0.7413 -0.4114 0.3101 -0.1093 0.000173664 0.954
8.0 14500.0 0.7374 -0.4456 0.3703 -0.1377 0.000182695 0.9967
8.0 15000.0 0.726 -0.4425 0.3771 -0.1431 0.000191866 1.0362
8.0 15500.0 0.714 -0.4308 0.3679 -0.141 0.00020095 1.0729
8.0 16000.0 0.7059 -0.4268 0.3637 -0.1393 0.000210351 1.1069
8.0 16500.0 0.6847 -0.3933 0.33 -0.1267 0.000219924 1.1387
8.0 17000.0 0.7015 -0.4484 0.3855 -0.1467 0.000229486 1.1683
8.0 20000.0 0.7261 -0.5942 0.535 -0.2002 0.000290113 1.3113
8.0 25000.0 0.8705 -1.0207 0.9526 -0.347 0.000406747 1.466
8.0 30000.0 0.8021 -0.8918 0.7692 -0.2663 0.000561267 1.5646
8.0 35000.0 0.5258 -0.403 0.2948 -0.0964 0.0007265 1.6327
8.0 40000.0 0.3869 -0.2198 0.1506 -0.0515 0.000854939 1.6825
8.0 45000.0 0.3269 -0.1807 0.1411 -0.0531 0.000960865 1.7205
8.0 50000.0 0.2988 -0.1903 0.1719 -0.0677 0.00105518 1.7505
8.0 55000.0 0.2879 -0.2214 0.2178 -0.0865 0.00114026 1.7746
8.0 60000.0 0.2851 -0.26 0.2669 -0.1057 0.00122153 1.7945
8.25 3750.0 1.8359 -2.3209 1.9174 -0.6389 3.12821e-06 -3.1919
8.25 4000.0 1.8476 -2.4213 2.0394 -0.6876 3.75358e-06 -2.8106
8.25 4250.0 1.8568 -2.494 2.1238 -0.7203 4.53244e-06 -2.4756
8.25 4500.0 1.856 -2.5361 2.1748 -0.7402 5.56865e-06 -2.1793
8.25 4750.0 1.8392 -2.53 2.1759 -0.7418 6.90432e-06 -1.9156
8.25 5000.0 1.8053 -2.3822 1.9805 -0.6589 9.156e-06 -1.6797
8.25 5250.0 1.5956 -1.8344 1.4024 -0.4418 1.13279e-05 -1.4677
8.25 5500.0 1.4558 -1.4644 1.0208 -0.3008 1.37897e-05 -1.2763
8.25 5750.0 1.2824 -1.0017 0.5478 -0.1276 1.64921e-05 -1.1027
8.25 6000.0 1.0657 -0.4317 -0.0254 0.0799 1.9404e-05 -0.9448
8.25 6250.0 0.7706 0.2991 -0.7299 0.3268 2.25241e-05 -0.8007
8.25 6500.0 0.4628 1.0207 -1.3935 0.5496 2.58433e-05 -0.6687
8.25 7000.0 0.0427 1.8721 -2.0613 0.7381 3.30464e-05 -0.4356
8.25 7500.0 -0.0638 1.9492 -1.9896 0.6708 4.10219e-05 -0.2369
8.25 8000.0 -0.0599 1.8597 -1.8519 0.606 4.98453e-05 -0.0657
8.25 8500.0 -0.0353 1.82 -1.8483 0.6101 5.95765e-05 0.083
8.25 9000.0 -0.0009 1.8324 -1.9598 0.6715 7.02618e-05 0.2131
8.25 9500.0 0.0859 1.7475 -2.0083 0.7207 8.19051e-05 0.3278
8.25 10000.0 0.2428 1.4532 -1.8293 0.6863 9.43066e-05 0.4295
8.25 10500.0 0.4313 0.9855 -1.4105 0.5509 0.000107075 0.5203
8.25 11000.0 0.587 0.5302 -0.9471 0.386 0.000119473 0.6017
8.25 11500.0 0.6956 0.1941 -0.5901 0.2561 0.00013108 0.6751
8.25 12000.0 0.7726 -0.0688 -0.2911 0.1437 0.000142031 0.7416
8.25 12500.0 0.8085 -0.2441 -0.0653 0.0554 0.000152008 0.802
8.25 13000.0 0.8099 -0.343 0.0866 -0.0054 0.000159893 0.8571
8.25 13500.0 0.8067 -0.427 0.217 -0.0562 0.000166957 0.9076
8.25 14000.0 0.8068 -0.5134 0.3511 -0.11 0.000174921 0.954
8.25 14500.0 0.8008 -0.5681 0.4511 -0.1552 0.000183708 0.9967
8.25 15000.0 0.7834 -0.5697 0.4822 -0.1742 0.000192852 1.0362
8.25 15500.0 0.7619 -0.5428 0.4689 -0.1737 0.000202089 1.0729
8.25 16000.0 0.7431 -0.5143 0.4446 -0.1666 0.000211322 1.1069
8.25 16500.0 0.7311 -0.4989 0.4297 -0.1615 0.00022086 1.1387
8.25 17000.0 0.7258 -0.501 0.4322 -0.1622 0.000230716 1.1683
8.25 20000.0 0.7492 -0.6425 0.5782 -0.2147 0.00029145 1.3113
8.25 25000.0 0.8772 -1.0315 0.9593 -0.3486 0.000408739 1.466
8.25 30000.0 0.8013 -0.8901 0.7656 -0.2646 0.000563919 1.5646
8.25 35000.0 0.5256 -0.4041 0.2954 -0.0965 0.00072775 1.6327
8.25 40000.0 0.3773 -0.1981 0.1284 -0.0433 0.000855044 1.6825
8.25 45000.0 0.3236 -0.1707 0.1292 -0.0484 0.000960105 1.7205
8.25 50000.0 0.2938 -0.1756 0.1552 -0.0612 0.00105309 1.7505
8.25 55000.0 0.2798 -0.199 0.1929 -0.0769 0.00113794 1.7746
8.25 60000.0 0.2747 -0.2314 0.2358 -0.0939 0.00121705 1.7945
8.25 65000.0 0.1501 0.3039 -0.3593 0.1305 0.00146162 1.8112
8.25 70000.0 0.112 0.3531 -0.3976 0.1428 0.00154037 1.8254
8.25 75000.0 0.0795 0.3935 -0.4285 0.1527 0.00161708 1.8376
8.25 80000.0 0.0516 0.4265 -0.453 0.1604 0.00169209 1.8482
8.25 85000.0 0.0271 0.4549 -0.4743 0.1672 0.00176585 1.8575
8.25 90000.0 0.0057 0.4784 -0.4914 0.1726 0.00183929 1.8658
8.25 100000.0 -0.0336 0.5213 -0.5224 0.1823 0.00198454 1.8797
8.5 3750.0 1.8694 -2.3916 1.9921 -0.6672 3.23205e-06 -3.1919
8.5 4000.0 1.8626 -2.4465 2.0666 -0.6982 3.86647e-06 -2.8106
8.5 4250.0 1.8643 -2.4994 2.1296 -0.7227 4.63939e-06 -2.4756
8.5 4500.0 1.8627 -2.5389 2.177 -0.7411 5.66083e-06 -2.1793
8.5 4750.0 1.8444 -2.5311 2.176 -0.7418 6.97536e-06 -1.9156
8.5 5000.0 1.7939 -2.3317 1.9174 -0.6331 9.22431e-06 -1.6797
8.5 5250.0 1.6361 -1.9344 1.5041 -0.4792 1.13969e-05 -1.4677
8.5 5500.0 1.4863 -1.547 1.1045 -0.3314 1.38665e-05 -1.2763
8.5 5750.0 1.3491 -1.1788 0.7261 -0.1922 1.65908e-05 -1.1027
8.5 6000.0 1.158 -0.6732 0.2129 -0.0053 1.95243e-05 -0.9448
8.5 6250.0 0.8957 -0.0143 -0.4318 0.2232 2.26552e-05 -0.8007
8.5 6500.0 0.6052 0.6821 -1.0864 0.4477 2.5975e-05 -0.6687
8.5 7000.0 0.1333 1.6883 -1.9272 0.704 3.31723e-05 -0.4356
8.5 7500.0 -0.0357 1.9088 -1.9821 0.6773 4.11068e-05 -0.2369
8.5 8000.0 -0.0445 1.8241 -1.8256 0.5999 4.98507e-05 -0.0657
8.5 8500.0 -0.0193 1.7638 -1.7862 0.5878 5.94475e-05 0.083
8.5 9000.0 0.0104 1.7783 -1.8917 0.645 6.99526e-05 0.2131
8.5 9500.0 0.0916 1.7111 -1.9609 0.7025 8.13969e-05 0.3278
8.5 10000.0 0.2472 1.4394 -1.8196 0.6853 9.36394e-05 0.4295
8.5 10500.0 0.4569 0.9409 -1.3885 0.5503 0.000106385 0.5203
8.5 11000.0 0.6375 0.4301 -0.8785 0.3709 0.000118982 0.6017
8.5 11500.0 0.7742 0.0121 -0.4365 0.2095 0.000130897 0.6751
8.5 12000.0 0.8735 -0.3048 -0.0887 0.0801 0.000142155 0.7416
8.5 12500.0 0.9309 -0.5241 0.1742 -0.0214 0.000152836 0.802
