log(g) Teff a1 a2 a3 a4 I1 beaming
6.75 5750.0 0.5251 0.7364 -1.1362 0.4671 1.81691e-05 -0.4042
6.75 6000.0 0.1742 1.537 -1.8478 0.6967 2.08227e-05 -0.2812
6.75 6250.0 -0.0362 1.9339 -2.125 0.7624 2.36119e-05 -0.1692
6.75 6500.0 -0.1295 2.0347 -2.1147 0.7283 2.65392e-05 -0.0668
6.75 7000.0 -0.1347 1.8336 -1.7522 0.5565 3.28308e-05 0.1135
6.75 7500.0 -0.0809 1.5618 -1.3839 0.3989 3.97399e-05 0.2669
6.75 8000.0 -0.0363 1.3802 -1.1553 0.3016 4.73103e-05 0.3987
6.75 8500.0 -0.0238 1.3474 -1.1291 0.2884 5.55224e-05 0.5129
6.75 9000.0 -0.0094 1.3658 -1.2054 0.3256 6.42697e-05 0.6128
6.75 9500.0 0.077 1.1888 -1.0915 0.3009 7.32198e-05 0.7008
6.75 10000.0 0.2208 0.775 -0.6813 0.1604 8.16281e-05 0.7788
6.75 10500.0 0.3367 0.3983 -0.283 0.0216 8.87874e-05 0.8483
6.75 11000.0 0.4572 0.009 0.1086 -0.1046 9.37638e-05 0.9107
6.75 11500.0 0.5219 -0.1777 0.2511 -0.1315 9.81482e-05 0.967
6.75 12000.0 0.5398 -0.2238 0.2661 -0.1239 0.00010353 1.0179
6.75 12500.0 0.5441 -0.2381 0.2657 -0.1198 0.000109296 1.0642
6.75 13000.0 0.546 -0.2516 0.2693 -0.1188 0.000115102 1.1065
6.75 13500.0 0.5471 -0.2667 0.2774 -0.1197 0.000120963 1.1452
6.75 14000.0 0.5485 -0.2876 0.2957 -0.1254 0.000126881 1.1809
6.75 14500.0 0.5485 -0.3055 0.3124 -0.1308 0.000132879 1.2137
6.75 15000.0 0.5497 -0.3271 0.3345 -0.1386 0.000138959 1.2441
6.75 15500.0 0.55 -0.345 0.3523 -0.1447 0.000145116 1.2723
6.75 16000.0 0.5505 -0.362 0.3695 -0.1508 0.000151347 1.2985
6.75 16500.0 0.5525 -0.3816 0.3894 -0.1579 0.000157651 1.323
6.75 17000.0 0.553 -0.396 0.4029 -0.1623 0.000164033 1.3458
6.75 20000.0 0.6103 -0.5963 0.6009 -0.2326 0.000203972 1.4563
6.75 25000.0 0.8101 -1.0869 1.0563 -0.388 0.000279354 1.5765
6.75 30000.0 0.702 -0.7823 0.6739 -0.232 0.000379786 1.6535
6.75 35000.0 0.4583 -0.3712 0.293 -0.1007 0.000494612 1.7069
6.75 40000.0 0.3718 -0.3196 0.2877 -0.1074 0.000584128 1.7462
6.75 45000.0 0.3601 -0.3916 0.3886 -0.1488 0.000657625 1.7762
6.75 50000.0 0.3758 -0.4982 0.5131 -0.1965 0.000725098 1.7999
6.75 55000.0 0.3989 -0.6026 0.6286 -0.2397 0.000786865 1.819
6.75 60000.0 0.4273 -0.7012 0.732 -0.2774 0.000843513 1.8348
7.0 3750.0 2.2422 -3.4636 3.0566 -1.0494 4.06102e-06 -2.0559
7.0 4000.0 1.9186 -2.855 2.4951 -0.8544 4.86448e-06 -1.7515
7.0 4250.0 1.8017 -2.645 2.3021 -0.7871 5.88367e-06 -1.485
7.0 4500.0 1.7578 -2.5741 2.2402 -0.7661 7.18881e-06 -1.2501
7.0 4750.0 1.7841 -2.64 2.312 -0.7933 8.7913e-06 -1.0418
7.0 5000.0 1.4812 -1.7679 1.3543 -0.4253 1.11802e-05 -0.8561
7.0 5250.0 1.3028 -1.269 0.8341 -0.2323 1.33664e-05 -0.6896
7.0 5500.0 1.0462 -0.5735 0.1263 0.0263 1.57224e-05 -0.5397
7.0 5750.0 0.6786 0.3551 -0.777 0.3443 1.82309e-05 -0.4042
7.0 6000.0 0.3111 1.2227 -1.575 0.611 2.08866e-05 -0.2812
7.0 6250.0 0.0485 1.7696 -2.0141 0.7377 2.36753e-05 -0.1692
7.0 6500.0 -0.0832 1.9683 -2.0995 0.737 2.65988e-05 -0.0668
7.0 7000.0 -0.1283 1.8678 -1.8346 0.5985 3.28672e-05 0.1135
7.0 7500.0 -0.0878 1.6383 -1.5168 0.461 3.97337e-05 0.2669
7.0 8000.0 -0.0516 1.4869 -1.3268 0.3799 4.72415e-05 0.3987
7.0 8500.0 -0.036 1.4484 -1.2972 0.3666 5.53842e-05 0.5129
7.0 9000.0 -0.0251 1.472 -1.3745 0.4033 6.40812e-05 0.6128
7.0 9500.0 0.0362 1.3689 -1.3369 0.405 7.30852e-05 0.7008
7.0 10000.0 0.1702 0.9966 -0.9768 0.2826 8.18253e-05 0.7788
7.0 10500.0 0.285 0.6256 -0.5804 0.1408 8.95627e-05 0.8483
7.0 11000.0 0.3848 0.2786 -0.2028 0.0084 9.5778e-05 0.9107
7.0 11500.0 0.4822 -0.0422 0.116 -0.092 0.000100056 0.967
7.0 12000.0 0.5293 -0.1816 0.2224 -0.1115 0.000104749 1.0179
7.0 12500.0 0.5451 -0.2291 0.2514 -0.114 0.00011031 1.0642
7.0 13000.0 0.5494 -0.2486 0.2612 -0.1147 0.000116112 1.1065
7.0 13500.0 0.5511 -0.2651 0.2716 -0.117 0.000121945 1.1452
7.0 14000.0 0.5521 -0.2816 0.2831 -0.1196 0.000127851 1.1809
7.0 14500.0 0.5498 -0.2935 0.2932 -0.1225 0.000133848 1.2137
7.0 15000.0 0.5492 -0.3103 0.31 -0.1283 0.000139914 1.2441
7.0 15500.0 0.5521 -0.3346 0.3346 -0.1369 0.000146058 1.2723
7.0 16000.0 0.5532 -0.354 0.3548 -0.1442 0.000152286 1.2985
7.0 16500.0 0.5542 -0.371 0.3715 -0.1499 0.000158597 1.323
7.0 17000.0 0.554 -0.3849 0.3857 -0.155 0.000164984 1.3458
7.0 20000.0 0.6141 -0.5924 0.5911 -0.2278 0.000205035 1.4563
7.0 25000.0 0.8086 -1.0742 1.0394 -0.3811 0.00028066 1.5765
7.0 30000.0 0.7138 -0.8079 0.6984 -0.2407 0.000381221 1.6535
7.0 35000.0 0.4403 -0.3288 0.2498 -0.0847 0.000495003 1.7069
7.0 40000.0 0.3458 -0.258 0.2249 -0.0843 0.000583535 1.7462
7.0 45000.0 0.328 -0.3157 0.3113 -0.1204 0.000656224 1.7762
7.0 50000.0 0.3349 -0.4024 0.4162 -0.161 0.000722539 1.7999
7.0 55000.0 0.3522 -0.4912 0.5154 -0.1982 0.00078171 1.819
7.0 60000.0 0.3737 -0.5775 0.6078 -0.2321 0.000838149 1.8348
7.0 65000.0 0.0101 0.4408 -0.4378 0.1498 0.00099212 1.8481
7.0 70000.0 -0.0039 0.4299 -0.4154 0.1399 0.00104888 1.8594
7.0 75000.0 -0.0123 0.413 -0.3902 0.13 0.00110494 1.8692
7.0 80000.0 -0.0141 0.3843 -0.3534 0.1155 0.00116055 1.8777
7.0 85000.0 -0.0119 0.3508 -0.314 0.1005 0.00121599 1.8851
7.0 90000.0 -0.0059 0.3126 -0.2712 0.0847 0.00127132 1.8917
7.0 100000.0 0.0081 0.235 -0.1843 0.0521 0.00138232 1.9029
7.25 3750.0 2.3517 -3.6806 3.2635 -1.1229 4.14895e-06 -2.0559
7.25 4000.0 1.9721 -2.9629 2.6011 -0.8927 4.95559e-06 -1.7515
7.25 4250.0 1.8212 -2.6787 2.3342 -0.7987 5.9575e-06 -1.485
7.25 4500.0 1.7666 -2.5875 2.2521 -0.7702 7.24084e-06 -1.2501
7.25 4750.0 1.7588 -2.5831 2.2549 -0.7726 8.8193e-06 -1.0418
7.25 5000.0 1.5164 -1.8668 1.4579 -0.4639 1.12269e-05 -0.8561
7.25 5250.0 1.362 -1.4342 1.0034 -0.2943 1.34243e-05 -0.6896
7.25 5500.0 1.1339 -0.8147 0.3689 -0.0617 1.57865e-05 -0.5397
7.25 5750.0 0.8189 -0.0002 -0.437 0.2263 1.83015e-05 -0.4042
7.25 6000.0 0.4574 0.8764 -1.2631 0.5089 2.09608e-05 -0.2812
7.25 6250.0 0.1532 1.5505 -1.8459 0.692 2.37505e-05 -0.1692
7.25 6500.0 -0.0259 1.8744 -2.0577 0.7365 2.66699e-05 -0.0668
7.25 7000.0 -0.1196 1.8885 -1.8966 0.6316 3.29182e-05 0.1135
7.25 7500.0 -0.0908 1.6891 -1.6098 0.5053 3.974e-05 0.2669
7.25 8000.0 -0.0563 1.5501 -1.4407 0.4343 4.71787e-05 0.3987
7.25 8500.0 -0.0417 1.5219 -1.4289 0.4298 5.52471e-05 0.5129
7.25 9000.0 -0.0288 1.544 -1.5072 0.4678 6.38844e-05 0.6128
7.25 9500.0 0.0226 1.4754 -1.5088 0.4842 7.291e-05 0.7008
7.25 10000.0 0.1377 1.175 -1.235 0.3947 8.18654e-05 0.7788
7.25 10500.0 0.2538 0.806 -0.8424 0.253 9.00524e-05 0.8483
7.25 11000.0 0.3365 0.513 -0.5156 0.1344 9.71404e-05 0.9107
7.25 11500.0 0.425 0.1898 -0.1588 0.0088 0.000102372 0.967
7.25 12000.0 0.5012 -0.0667 0.0953 -0.0701 0.000106538 1.0179
7.25 12500.0 0.5394 -0.1891 0.1998 -0.0952 0.000111511 1.0642
7.25 13000.0 0.5548 -0.2441 0.2464 -0.1073 0.000117175 1.1065
7.25 13500.0 0.5595 -0.2706 0.2692 -0.1144 0.000123013 1.1452
7.25 14000.0 0.5598 -0.2862 0.2811 -0.1175 0.000128908 1.1809
7.25 14500.0 0.5606 -0.3034 0.2957 -0.1219 0.000134888 1.2137
7.25 15000.0 0.5619 -0.3237 0.3152 -0.1285 0.000140936 1.2441
7.25 15500.0 0.5599 -0.3364 0.3284 -0.133 0.000147072 1.2723
7.25 16000.0 0.5598 -0.353 0.3456 -0.1392 0.000153292 1.2985
7.25 16500.0 0.5595 -0.3676 0.3604 -0.1444 0.000159601 1.323
7.25 17000.0 0.5621 -0.3877 0.3805 -0.1514 0.000165996 1.3458
7.25 20000.0 0.6199 -0.5925 0.585 -0.2244 0.000206147 1.4563
7.25 25000.0 0.8087 -1.0642 1.0248 -0.3749 0.000282069 1.5765
7.25 30000.0 0.7067 -0.789 0.6779 -0.2329 0.000382859 1.6535
7.25 35000.0 0.4343 -0.3136 0.2336 -0.0786 0.000495621 1.7069
7.25 40000.0 0.3309 -0.2209 0.1863 -0.0699 0.00058321 1.7462
7.25 45000.0 0.3037 -0.2562 0.25 -0.0977 0.000655117 1.7762
7.25 50000.0 0.3051 -0.3298 0.3417 -0.1335 0.000719997 1.7999
7.25 55000.0 0.3172 -0.4072 0.4297 -0.1667 0.000778443 1.819
7.25 60000.0 0.334 -0.4838 0.5129 -0.1974 0.000834783 1.8348
7.5 3750.0 2.4651 -3.8931 3.4597 -1.191 4.23763e-06 -2.0559
7.5 4000.0 2.0362 -3.0924 2.7278 -0.9386 5.05138e-06 -1.7515
7.5 4250.0 1.8456 -2.7222 2.3761 -0.8138 6.0389e-06 -1.485
7.5 4500.0 1.7773 -2.6031 2.2659 -0.775 7.30068e-06 -1.2501
7.5 4750.0 1.7589 -2.5802 2.2505 -0.7708 8.85429e-06 -1.0418
7.5 5000.0 1.5529 -1.9646 1.5595 -0.5017 1.12772e-05 -0.8561
7.5 5250.0 1.3955 -1.5346 1.1094 -0.3339 1.34834e-05 -0.6896
7.5 5500.0 1.2135 -1.0317 0.5881 -0.1413 1.58614e-05 -0.5397
7.5 5750.0 0.9417 -0.3187 -0.126 0.1161 1.83836e-05 -0.4042
7.5 6000.0 0.6044 0.5183 -0.931 0.3969 2.10469e-05 -0.2812
7.5 6250.0 0.2781 1.273 -1.6135 0.6215 2.38399e-05 -0.1692
7.5 6500.0 0.0499 1.7335 -1.9698 0.7199 2.67611e-05 -0.0668
7.5 7000.0 -0.1 1.8772 -1.9231 0.6513 3.29839e-05 0.1135
7.5 7500.0 -0.0904 1.7185 -1.6693 0.5346 3.97717e-05 0.2669
7.5 8000.0 -0.0555 1.5831 -1.5101 0.4692 4.71467e-05 0.3987
7.5 8500.0 -0.0376 1.5556 -1.5079 0.471 5.51445e-05 0.5129
7.5 9000.0 -0.0215 1.5779 -1.5938 0.514 6.37211e-05 0.6128
7.5 9500.0 0.0228 1.5393 -1.6336 0.546 7.27156e-05 0.7008
7.5 10000.0 0.1323 1.2753 -1.4106 0.4776 8.1827e-05 0.7788
7.5 10500.0 0.2495 0.915 -1.0352 0.3428 9.03846e-05 0.8483
7.5 11000.0 0.3269 0.6449 -0.7349 0.2325 9.79892e-05 0.9107
7.5 11500.0 0.3914 0.3968 -0.4496 0.1283 0.000104438 0.967
7.5 12000.0 0.4641 0.1166 -0.136 0.0172 0.000108963 1.0179
7.5 12500.0 0.5221 -0.0911 0.076 -0.0502 0.000113265 1.0642
7.5 13000.0 0.5554 -0.2103 0.1914 -0.0843 0.00011845 1.1065
7.5 13500.0 0.5702 -0.2726 0.2551 -0.1056 0.000124187 1.1452
7.5 14000.0 0.5743 -0.3031 0.2872 -0.1172 0.000130078 1.1809
7.5 14500.0 0.5739 -0.3198 0.3038 -0.123 0.000136027 1.2137
7.5 15000.0 0.5728 -0.3341 0.3181 -0.1281 0.000142022 1.2441
7.5 15500.0 0.5639 -0.3295 0.3129 -0.1257 0.000148212 1.2723
7.5 16000.0 0.5619 -0.3416 0.3259 -0.1303 0.000154425 1.2985
7.5 16500.0 0.5645 -0.3635 0.3483 -0.1383 0.000160728 1.323
7.5 17000.0 0.5675 -0.3851 0.3703 -0.1462 0.000167122 1.3458
7.5 20000.0 0.6295 -0.6009 0.5869 -0.2238 0.000207372 1.4563
7.5 25000.0 0.8165 -1.0712 1.0265 -0.3745 0.000283643 1.5765
7.5 30000.0 0.7018 -0.7751 0.6626 -0.2271 0.000384746 1.6535
7.5 35000.0 0.4244 -0.289 0.2081 -0.0691 0.000496533 1.7069
7.5 40000.0 0.3182 -0.1882 0.1517 -0.0569 0.000583218 1.7462
7.5 45000.0 0.2822 -0.2026 0.1943 -0.077 0.000654416 1.7762
7.5 50000.0 0.2833 -0.2755 0.2855 -0.1128 0.000718545 1.7999
7.5 55000.0 0.2912 -0.3438 0.3647 -0.1427 0.00077653 1.819
7.5 60000.0 0.3037 -0.4097 0.4372 -0.1696 0.000830679 1.8348
7.5 65000.0 -0.1193 0.651 -0.6404 0.2243 0.000933293 1.8481
7.5 70000.0 -0.1464 0.6769 -0.6585 0.2301 0.00098571 1.8594
7.5 75000.0 -0.1669 0.6915 -0.6657 0.2317 0.00103706 1.8692
7.5 80000.0 -0.1835 0.7014 -0.6699 0.2326 0.00108741 1.8777
7.5 85000.0 -0.1953 0.7027 -0.6659 0.2305 0.0011377 1.8851
7.5 90000.0 -0.2026 0.6951 -0.6526 0.2248 0.00118756 1.8917
7.5 100000.0 -0.2174 0.6867 -0.6363 0.2182 0.00128719 1.9029
7.75 3750.0 2.5742 -4.0848 3.6304 -1.249 4.32187e-06 -2.0559
7.75 4000.0 2.1128 -3.247 2.8784 -0.9928 5.15092e-06 -1.7515
7.75 4250.0 1.876 -2.7782 2.43 -0.8332 6.12729e-06 -1.485
7.75 4500.0 1.7903 -2.6223 2.2833 -0.7811 7.36857e-06 -1.2501
7.75 4750.0 1.7636 -2.5856 2.2543 -0.7719 8.89688e-06 -1.0418
7.75 5000.0 1.5953 -2.0737 1.6723 -0.5435 1.13326e-05 -0.8561
7.75 5250.0 1.4193 -1.6069 1.1855 -0.3624 1.35421e-05 -0.6896
7.75 5500.0 1.2619 -1.1732 0.7352 -0.1958 1.59369e-05 -0.5397
7.75 5750.0 1.0408 -0.5829 0.1366 0.022 1.84746e-05 -0.4042
7.75 6000.0 0.7426 0.1732 -0.6033 0.2839 2.11455e-05 -0.2812
7.75 6250.0 0.4161 0.9516 -1.3283 0.5295 2.39459e-05 -0.1692
7.75 6500.0 0.1531 1.5157 -1.7996 0.6726 2.68651e-05 -0.0668
7.75 7000.0 -0.0698 1.8407 -1.9264 0.6634 3.30747e-05 0.1135
7.75 7500.0 -0.0799 1.7158 -1.6918 0.5498 3.98162e-05 0.2669
7.75 8000.0 -0.052 1.5945 -1.5443 0.4881 4.71386e-05 0.3987
7.75 8500.0 -0.0328 1.5688 -1.55 0.4948 5.50606e-05 0.5129
7.75 9000.0 -0.0167 1.6013 -1.6548 0.547 6.35567e-05 0.6128
7.75 9500.0 0.0393 1.5457 -1.6882 0.5798 7.2529e-05 0.7008
7.75 10000.0 0.1399 1.3305 -1.5325 0.5396 8.17083e-05 0.7788
7.75 10500.0 0.2648 0.9659 -1.1646 0.4098 9.05659e-05 0.8483
7.75 11000.0 0.3514 0.6767 -0.8492 0.294 9.85913e-05 0.9107
7.75 11500.0 0.4085 0.4655 -0.6088 0.2057 0.000105734 0.967
7.75 12000.0 0.459 0.2509 -0.354 0.1114 0.00011151 1.0179
7.75 12500.0 0.5109 0.0302 -0.1008 0.0207 0.000115724 1.0642
7.75 13000.0 0.5534 -0.1396 0.0814 -0.0397 0.000120214 1.1065
7.75 13500.0 0.5806 -0.253 0.2043 -0.081 0.00012555 1.1452
7.75 14000.0 0.5932 -0.3191 0.2816 -0.1099 0.000131341 1.1809
7.75 14500.0 0.5954 -0.3508 0.3215 -0.1261 0.000137291 1.2137
7.75 15000.0 0.5934 -0.3655 0.3395 -0.1335 0.000143355 1.2441
7.75 15500.0 0.5898 -0.3751 0.3506 -0.1377 0.000149406 1.2723
7.75 16000.0 0.5896 -0.3903 0.3664 -0.1433 0.000155664 1.2985
7.75 16500.0 0.5887 -0.4042 0.3813 -0.1487 0.00016196 1.323
7.75 17000.0 0.5929 -0.4284 0.4059 -0.1575 0.00016835 1.3458
7.75 20000.0 0.6465 -0.6259 0.6049 -0.2288 0.000208687 1.4563
7.75 25000.0 0.821 -1.0714 1.0224 -0.3721 0.000285356 1.5765
7.75 30000.0 0.7003 -0.7686 0.6546 -0.2239 0.000386836 1.6535
7.75 35000.0 0.4205 -0.2783 0.1963 -0.0646 0.000497661 1.7069
7.75 40000.0 0.3106 -0.167 0.1287 -0.0482 0.000583484 1.7462
7.75 45000.0 0.2763 -0.1846 0.1745 -0.0694 0.000654001 1.7762
7.75 50000.0 0.2682 -0.2354 0.2433 -0.097 0.000716828 1.7999
7.75 55000.0 0.2724 -0.2947 0.3135 -0.1238 0.000773484 1.819
7.75 60000.0 0.2818 -0.3551 0.381 -0.1489 0.000828473 1.8348
7.75 65000.0 -0.0059 0.5227 -0.5396 0.1905 0.000978234 1.8481
7.75 70000.0 -0.039 0.5599 -0.5668 0.1991 0.00103116 1.8594
7.75 75000.0 -0.0658 0.5866 -0.5844 0.2043 0.00108296 1.8692
7.75 80000.0 -0.0888 0.6091 -0.6001 0.2093 0.00113367 1.8777
7.75 85000.0 -0.1065 0.6213 -0.6052 0.2101 0.00118427 1.8851
7.75 90000.0 -0.1206 0.6278 -0.6056 0.2095 0.00123443 1.8917
7.75 100000.0 -0.1477 0.6432 -0.6106 0.2101 0.00133444 1.9029
8.0 3750.0 2.6674 -4.2298 3.75 -1.2876 4.4083e-06 -2.0559
8.0 4000.0 2.1995 -3.4193 3.0441 -1.052 5.25285e-06 -1.7515
8.0 4250.0 1.9147 -2.8515 2.5011 -0.8589 6.22188e-06 -1.485
8.0 4500.0 1.8083 -2.6525 2.312 -0.7914 7.44378e-06 -1.2501
8.0 4750.0 1.7696 -2.5916 2.2589 -0.7734 8.94764e-06 -1.0418
8.0 5000.0 1.6471 -2.2055 1.8101 -0.5949 1.13948e-05 -0.8561
8.0 5250.0 1.4582 -1.7106 1.2921 -0.4016 1.36027e-05 -0.6896
8.0 5500.0 1.3157 -1.3217 0.8878 -0.2518 1.60141e-05 -0.5397
8.0 5750.0 1.1307 -0.82 0.3725 -0.0627 1.85724e-05 -0.4042
8.0 6000.0 0.8654 -0.1396 -0.3014 0.1781 2.12555e-05 -0.2812
8.0 6250.0 0.5572 0.612 -1.0162 0.4251 2.40633e-05 -0.1692
8.0 6500.0 0.2719 1.2539 -1.5822 0.6072 2.69867e-05 -0.0668
8.0 7000.0 -0.0305 1.7855 -1.9152 0.6716 3.31844e-05 0.1135
8.0 7500.0 -0.066 1.7032 -1.7032 0.5607 3.98927e-05 0.2669
8.0 8000.0 -0.0551 1.6122 -1.5742 0.5023 4.71527e-05 0.3987
8.0 8500.0 -0.0256 1.5597 -1.5547 0.5011 5.50021e-05 0.5129
8.0 9000.0 -0.0052 1.588 -1.6616 0.5562 6.34207e-05 0.6128
8.0 9500.0 0.0537 1.5398 -1.7144 0.5991 7.23486e-05 0.7008
8.0 10000.0 0.1616 1.3288 -1.5805 0.5711 8.15581e-05 0.7788
8.0 10500.0 0.2958 0.9627 -1.2281 0.4507 9.06487e-05 0.8483
8.0 11000.0 0.3947 0.6467 -0.8913 0.3281 9.90261e-05 0.9107
8.0 11500.0 0.4622 0.4174 -0.6386 0.2356 0.000106622 0.967
8.0 12000.0 0.5105 0.2298 -0.4198 0.1546 0.000113362 1.0179
8.0 12500.0 0.5433 0.0614 -0.2113 0.0762 0.000118568 1.0642
8.0 13000.0 0.5726 -0.094 -0.0243 0.0081 0.000122727 1.1065
8.0 13500.0 0.5974 -0.2208 0.1224 -0.0429 0.00012743 1.1452
8.0 14000.0 0.6163 -0.3216 0.2433 -0.0869 0.000132827 1.1809
8.0 14500.0 0.6239 -0.3836 0.3258 -0.1203 0.000138673 1.2137
8.0 15000.0 0.6223 -0.4114 0.368 -0.1391 0.000144699 1.2441
8.0 15500.0 0.6171 -0.4228 0.3881 -0.1488 0.000150728 1.2723
8.0 16000.0 0.612 -0.4288 0.3974 -0.153 0.000156967 1.2985
8.0 16500.0 0.5897 -0.394 0.3649 -0.1415 0.000163322 1.323
8.0 17000.0 0.6115 -0.4574 0.4278 -0.164 0.000169704 1.3458
8.0 20000.0 0.6591 -0.6426 0.6157 -0.2315 0.000210118 1.4563
8.0 25000.0 0.8296 -1.0807 1.027 -0.3729 0.000287198 1.5765
8.0 30000.0 0.6987 -0.7622 0.6471 -0.221 0.000389125 1.6535
8.0 35000.0 0.4189 -0.2729 0.1903 -0.0623 0.000498984 1.7069
8.0 40000.0 0.3067 -0.1543 0.1146 -0.0428 0.000583957 1.7462
8.0 45000.0 0.2693 -0.1638 0.1519 -0.0608 0.000653861 1.7762
8.0 50000.0 0.2583 -0.2075 0.2133 -0.0857 0.000716063 1.7999
8.0 55000.0 0.2595 -0.2597 0.2765 -0.11 0.000772168 1.819
8.0 60000.0 0.2659 -0.3127 0.3365 -0.1323 0.000825766 1.8348
8.25 3750.0 2.7462 -4.319 3.8048 -1.301 4.48646e-06 -2.0559
8.25 4000.0 2.2946 -3.6039 3.2196 -1.1143 5.35621e-06 -1.7515
8.25 4250.0 1.963 -2.9452 2.5923 -0.8918 6.32203e-06 -1.485
8.25 4500.0 1.829 -2.6869 2.3445 -0.803 7.5266e-06 -1.2501
8.25 4750.0 1.7735 -2.5903 2.2554 -0.7718 9.00724e-06 -1.0418
8.25 5000.0 1.7097 -2.3664 1.9806 -0.6592 1.14642e-05 -0.8561
8.25 5250.0 1.4889 -1.7894 1.3719 -0.4308 1.36666e-05 -0.6896
8.25 5500.0 1.348 -1.4146 0.9842 -0.2874 1.60899e-05 -0.5397
8.25 5750.0 1.1786 -0.9616 0.5206 -0.1178 1.86714e-05 -0.4042
8.25 6000.0 0.9699 -0.4099 -0.0363 0.084 2.13755e-05 -0.2812
8.25 6250.0 0.6898 0.2846 -0.7074 0.3191 2.41947e-05 -0.1692
8.25 6500.0 0.4014 0.9574 -1.323 0.5246 2.71254e-05 -0.0668
8.25 7000.0 0.0281 1.684 -1.8608 0.6654 3.33212e-05 0.1135
8.25 7500.0 -0.0489 1.6851 -1.7105 0.5705 3.99957e-05 0.2669
8.25 8000.0 -0.0363 1.5705 -1.543 0.4951 4.72036e-05 0.3987
8.25 8500.0 -0.015 1.5291 -1.526 0.4925 5.49715e-05 0.5129
8.25 9000.0 0.0054 1.5588 -1.6355 0.5489 6.33044e-05 0.6128
8.25 9500.0 0.0626 1.5281 -1.7161 0.6045 7.217e-05 0.7008
8.25 10000.0 0.1773 1.3231 -1.6065 0.5899 8.13831e-05 0.7788
8.25 10500.0 0.3242 0.9512 -1.2692 0.4801 9.06177e-05 0.8483
8.25 11000.0 0.4477 0.5761 -0.879 0.3395 9.93389e-05 0.9107
8.25 11500.0 0.531 0.3095 -0.5928 0.2354 0.000107292 0.967
8.25 12000.0 0.5951 0.0918 -0.3494 0.1456 0.000114577 1.0179
8.25 12500.0 0.6311 -0.0662 -0.1576 0.0734 0.000120964 1.0642
8.25 13000.0 0.6432 -0.1757 -0.0107 0.0169 0.000125787 1.1065
8.25 13500.0 0.6506 -0.2673 0.1104 -0.0283 0.000130003 1.1452
8.25 14000.0 0.6589 -0.3528 0.221 -0.0687 0.0001348 1.1809
8.25 14500.0 0.6638 -0.4224 0.3178 -0.1066 0.000140294 1.2137
8.25 15000.0 0.662 -0.4664 0.3888 -0.1377 0.000146189 1.2441
8.25 15500.0 0.6536 -0.4819 0.4241 -0.1553 0.000152252 1.2723
8.25 16000.0 0.6447 -0.4875 0.4432 -0.1662 0.000158443 1.2985
8.25 16500.0 0.6385 -0.4923 0.4542 -0.1719 0.000164687 1.323
8.25 17000.0 0.6353 -0.4992 0.4627 -0.1752 0.000171217 1.3458
8.25 20000.0 0.6812 -0.6812 0.6486 -0.2424 0.000211646 1.4563
8.25 25000.0 0.8344 -1.0835 1.0269 -0.3723 0.000289173 1.5765
8.25 30000.0 0.6979 -0.7576 0.6412 -0.2187 0.000391586 1.6535
8.25 35000.0 0.4197 -0.273 0.1897 -0.0619 0.000500473 1.7069
8.25 40000.0 0.2975 -0.1321 0.0926 -0.0349 0.000584641 1.7462
8.25 45000.0 0.2659 -0.1511 0.1371 -0.055 0.000653951 1.7762
8.25 50000.0 0.2526 -0.1885 0.1921 -0.0775 0.000715255 1.7999
8.25 55000.0 0.2511 -0.2346 0.2492 -0.0996 0.000771188 1.819
8.25 60000.0 0.2551 -0.2817 0.3033 -0.1199 0.000823342 1.8348
8.25 65000.0 0.0351 0.452 -0.4785 0.1702 0.000972534 1.8481
8.25 70000.0 -0.0004 0.4975 -0.5147 0.1821 0.00102381 1.8594
8.25 75000.0 -0.0312 0.5361 -0.5456 0.1924 0.00107376 1.8692
8.25 80000.0 -0.058 0.5694 -0.5723 0.2014 0.00112262 1.8777
8.25 85000.0 -0.0808 0.5954 -0.5921 0.2078 0.0011707 1.8851
8.25 90000.0 -0.1002 0.6159 -0.6068 0.2123 0.00121858 1.8917
8.25 100000.0 -0.1385 0.6605 -0.642 0.224 0.00131341 1.9029
8.5 3750.0 2.7977 -4.3338 3.7808 -1.2848 4.55771e-06 -2.0559
8.5 4000.0 2.3945 -3.7904 3.3927 -1.1747 5.45989e-06 -1.7515
8.5 4250.0 2.022 -3.0603 2.7038 -0.9318 6.42696e-06 -1.485
8.5 4500.0 1.8539 -2.7295 2.385 -0.8176 7.61738e-06 -1.2501
8.5 4750.0 1.7848 -2.6053 2.2686 -0.7765 9.07521e-06 -1.0418
8.5 5000.0 1.6972 -2.3135 1.9145 -0.6322 1.15378e-05 -0.8561
8.5 5250.0 1.5306 -1.8919 1.4758 -0.4689 1.37372e-05 -0.6896
8.5 5500.0 1.3787 -1.4979 1.0692 -0.3186 1.61659e-05 -0.5397
8.5 5750.0 1.243 -1.1318 0.6919 -0.1797 1.87712e-05 -0.4042
8.5 6000.0 1.0585 -0.642 0.194 0.0015 2.15033e-05 -0.2812
8.5 6250.0 0.8084 -0.0124 -0.4232 0.2203 2.43429e-05 -0.1692
8.5 6500.0 0.5333 0.6469 -1.043 0.4324 2.72825e-05 -0.0668
8.5 7000.0 0.1059 1.5356 -1.7618 0.6437 3.34809e-05 0.1135
8.5 7500.0 -0.0276 1.6629 -1.7195 0.5824 4.01258e-05 0.2669
