Mass Teff Radius H_mass
0.400  7590 0.015848 10
0.400  7492 0.015835 10
0.400  7380 0.015819 10
0.400  7270 0.015804 10
0.400  7162 0.015790 10
0.400  7056 0.015776 10
0.400  6954 0.015762 10
0.400  6853 0.015748 10
0.400  6754 0.015735 10
0.400  6657 0.015723 10
0.400  6562 0.015711 10
0.400  6470 0.015699 10
0.400  6379 0.015687 10
0.400  6290 0.015676 10
0.400  6202 0.015665 10
0.400  6116 0.015655 10
0.400  6032 0.015644 10
0.400  5950 0.015634 10
0.400  5869 0.015625 10
0.400  5790 0.015615 10
0.400  5712 0.015605 10
0.400  5636 0.015596 10
0.400  5562 0.015587 10
0.400  5489 0.015579 10
0.400  5418 0.015570 10
0.400  5349 0.015562 10
0.400  5287 0.015553 10
0.400  5222 0.015545 10
0.400  5170 0.015536 10
0.400  5115 0.015528 10
0.400  5056 0.015521 10
0.400  5008 0.015513 10
0.400  4953 0.015506 10
0.400  4899 0.015499 10
0.400  4848 0.015492 10
0.400  4800 0.015485 10
0.400  4743 0.015479 10
0.400  4689 0.015473 10
0.400  4641 0.015466 10
0.400  4582 0.015461 10
0.400  4532 0.015455 10
0.400  4471 0.015450 10
0.400  4420 0.015444 10
0.400  4359 0.015440 10
0.400  4307 0.015435 10
0.400  4247 0.015430 10
0.400  4189 0.015426 10
0.400  4133 0.015421 10
0.400  4077 0.015417 10
0.400  4021 0.015413 10
0.400  3966 0.015409 10
0.400  3911 0.015405 10
0.400  3857 0.015401 10
0.400  3802 0.015398 10
0.400  3749 0.015394 10
0.400  3695 0.015391 10
0.400  3643 0.015388 10
0.400  3591 0.015385 10
0.400  3540 0.015381 10
0.400  3489 0.015378 10
0.400  3440 0.015375 10
0.400  3392 0.015373 10
0.400  3345 0.015370 10
0.400  3299 0.015367 10
0.400  3255 0.015364 10
0.400  3218 0.015361 10
0.400  3187 0.015358 10
0.400  3157 0.015356 10
0.400  3127 0.015353 10
0.400  3097 0.015350 10
0.400  3065 0.015347 10
0.400  3036 0.015345 10
0.400  3010 0.015342 10
0.400  2990 0.015341 10
0.400  2962 0.015339 10
0.400  2932 0.015337 10
0.400  2906 0.015335 10
0.400  2879 0.015333 10
0.400  2849 0.015331 10
0.400  2822 0.015329 10
0.400  2797 0.015327 10
0.400  2768 0.015326 10
0.400  2743 0.015324 10
0.400  2717 0.015322 10
0.400  2689 0.015321 10
0.400  2665 0.015319 10
0.400  2640 0.015318 10
0.450 30674 0.019441 10
0.450 30106 0.019279 10
0.450 29548 0.019125 10
0.450 29000 0.018977 10
0.450 28463 0.018835 10
0.450 27939 0.018700 10
0.450 27429 0.018570 10
0.450 26930 0.018446 10
0.450 26444 0.018328 10
0.450 25967 0.018213 10
0.450 25498 0.018103 10
0.450 25037 0.017998 10
0.450 24587 0.017896 10
0.450 24147 0.017799 10
0.450 23720 0.017705 10
0.450 23304 0.017616 10
0.450 22901 0.017529 10
0.450 22508 0.017446 10
0.450 22125 0.017367 10
0.450 21753 0.017290 10
0.450 21390 0.017216 10
0.450 21037 0.017146 10
0.450 20692 0.017078 10
0.450 20353 0.017012 10
0.450 20020 0.016950 10
0.450 19692 0.016889 10
0.450 19372 0.016829 10
0.450 19055 0.016772 10
0.450 18744 0.016716 10
0.450 18440 0.016661 10
0.450 18140 0.016609 10
0.450 17848 0.016557 10
0.450 17561 0.016507 10
0.450 17280 0.016458 10
0.450 17002 0.016410 10
0.450 16727 0.016364 10
0.450 16454 0.016318 10
0.450 16184 0.016274 10
0.450 15915 0.016230 10
0.450 15649 0.016188 10
0.450 15386 0.016147 10
0.450 15126 0.016107 10
0.450 14870 0.016067 10
0.450 14619 0.016029 10
0.450 14371 0.015992 10
0.450 14127 0.015956 10
0.450 13884 0.015922 10
0.450 13645 0.015889 10
0.450 13408 0.015857 10
0.450 13175 0.015826 10
0.450 12944 0.015796 10
0.450 12721 0.015765 10
0.450 12503 0.015735 10
0.450 12288 0.015706 10
0.450 12076 0.015677 10
0.450 11870 0.015649 10
0.450 11666 0.015621 10
0.450 11466 0.015595 10
0.450 11269 0.015569 10
0.450 11076 0.015543 10
0.450 10887 0.015519 10
0.450 10702 0.015494 10
0.450 10521 0.015468 10
0.450 10344 0.015440 10
0.450 10177 0.015415 10
0.450 10020 0.015390 10
0.450  9870 0.015368 10
0.450  9707 0.015342 10
0.450  9544 0.015318 10
0.450  9385 0.015293 10
0.450  9229 0.015271 10
0.450  9076 0.015248 10
0.450  8925 0.015228 10
0.450  8778 0.015206 10
0.450  8632 0.015187 10
0.450  8490 0.015167 10
0.450  8350 0.015148 10
0.450  8212 0.015130 10
0.450  8077 0.015112 10
0.450  7944 0.015094 10
0.450  7814 0.015077 10
0.450  7686 0.015059 10
0.450  7560 0.015042 10
0.450  7453 0.014963 10
0.450  7492 0.014876 10
0.450  7406 0.014864 10
0.450  7316 0.014854 10
0.450  7210 0.014843 10
0.450  7106 0.014833 10
0.450  7004 0.014822 10
0.450  6905 0.014812 10
0.450  6807 0.014803 10
0.450  6712 0.014793 10
0.450  6618 0.014784 10
0.450  6526 0.014775 10
0.450  6436 0.014766 10
0.450  6348 0.014758 10
0.450  6261 0.014750 10
0.450  6176 0.014742 10
0.450  6092 0.014734 10
0.450  6010 0.014726 10
0.450  5929 0.014719 10
0.450  5849 0.014712 10
0.450  5772 0.014705 10
0.450  5695 0.014698 10
0.450  5620 0.014691 10
0.450  5547 0.014684 10
0.450  5474 0.014678 10
0.450  5403 0.014672 10
0.450  5336 0.014666 10
0.450  5268 0.014660 10
0.450  5209 0.014653 10
0.450  5156 0.014647 10
0.450  5095 0.014641 10
0.450  5041 0.014635 10
0.450  4990 0.014630 10
0.450  4932 0.014625 10
0.450  4879 0.014619 10
0.450  4830 0.014614 10
0.450  4775 0.014609 10
0.450  4717 0.014605 10
0.450  4666 0.014600 10
0.450  4605 0.014596 10
0.450  4555 0.014591 10
0.450  4492 0.014588 10
0.450  4441 0.014583 10
0.450  4379 0.014580 10
0.450  4327 0.014576 10
0.450  4266 0.014573 10
0.450  4209 0.014569 10
0.450  4152 0.014566 10
0.450  4096 0.014563 10
0.450  4040 0.014560 10
0.450  3984 0.014557 10
0.450  3929 0.014554 10
0.450  3874 0.014551 10
0.450  3819 0.014548 10
0.450  3765 0.014546 10
0.450  3712 0.014543 10
0.450  3659 0.014541 10
0.450  3606 0.014538 10
0.450  3555 0.014536 10
0.450  3504 0.014534 10
0.450  3455 0.014531 10
0.450  3406 0.014529 10
0.450  3359 0.014527 10
0.450  3313 0.014525 10
0.450  3269 0.014523 10
0.450  3230 0.014521 10
0.450  3197 0.014519 10
0.450  3166 0.014516 10
0.450  3135 0.014514 10
0.450  3103 0.014512 10
0.450  3072 0.014510 10
0.450  3043 0.014509 10
0.450  3016 0.014507 10
0.450  2987 0.014505 10
0.450  2956 0.014503 10
0.450  2928 0.014502 10
0.450  2902 0.014500 10
0.450  2873 0.014499 10
0.450  2844 0.014497 10
0.450  2818 0.014496 10
0.450  2788 0.014495 10
0.450  2771 0.014494 10
0.450  2747 0.014493 10
0.450  2721 0.014491 10
0.500 38218 0.018956 10
0.500 37518 0.018779 10
0.500 36825 0.018610 10
0.500 36137 0.018448 10
0.500 35455 0.018294 10
0.500 34783 0.018147 10
0.500 34119 0.018006 10
0.500 33468 0.017871 10
0.500 32827 0.017742 10
0.500 32196 0.017619 10
0.500 31580 0.017501 10
0.500 30977 0.017387 10
0.500 30388 0.017278 10
0.500 29812 0.017173 10
0.500 29254 0.017073 10
0.500 28712 0.016976 10
0.500 28182 0.016883 10
0.500 27663 0.016794 10
0.500 27154 0.016708 10
0.500 26656 0.016624 10
0.500 26169 0.016545 10
0.500 25697 0.016467 10
0.500 25238 0.016393 10
0.500 24794 0.016321 10
0.500 24362 0.016253 10
0.500 23944 0.016186 10
0.500 23537 0.016122 10
0.500 23140 0.016061 10
0.500 22758 0.016002 10
0.500 22388 0.015946 10
0.500 22025 0.015892 10
0.500 21670 0.015839 10
0.500 21320 0.015789 10
0.500 20977 0.015740 10
0.500 20640 0.015692 10
0.500 20307 0.015646 10
0.500 19978 0.015601 10
0.500 19657 0.015556 10
0.500 19338 0.015513 10
0.500 19026 0.015471 10
0.500 18719 0.015430 10
0.500 18419 0.015389 10
0.500 18122 0.015350 10
0.500 17828 0.015312 10
0.500 17536 0.015274 10
0.500 17246 0.015237 10
0.500 16958 0.015202 10
0.500 16673 0.015167 10
0.500 16391 0.015132 10
0.500 16113 0.015099 10
0.500 15840 0.015067 10
0.500 15570 0.015035 10
0.500 15305 0.015004 10
0.500 15044 0.014974 10
0.500 14785 0.014946 10
0.500 14528 0.014918 10
0.500 14277 0.014891 10
0.500 14027 0.014866 10
0.500 13781 0.014841 10
0.500 13541 0.014816 10
0.500 13307 0.014791 10
0.500 13079 0.014766 10
0.500 12853 0.014742 10
0.500 12631 0.014719 10
0.500 12413 0.014696 10
0.500 12200 0.014674 10
0.500 11990 0.014652 10
0.500 11784 0.014631 10
0.500 11582 0.014611 10
0.500 11383 0.014591 10
0.500 11189 0.014571 10
0.500 10998 0.014552 10
0.500 10812 0.014532 10
0.500 10630 0.014510 10
0.500 10451 0.014490 10
0.500 10283 0.014469 10
0.500 10124 0.014451 10
0.500  9954 0.014431 10
0.500  9788 0.014412 10
0.500  9625 0.014393 10
0.500  9465 0.014375 10
0.500  9308 0.014356 10
0.500  9153 0.014340 10
0.500  9002 0.014323 10
0.500  8852 0.014308 10
0.500  8706 0.014291 10
0.500  8562 0.014277 10
0.500  8421 0.014262 10
0.500  8282 0.014248 10
0.500  8146 0.014233 10
0.500  8012 0.014220 10
0.500  7881 0.014207 10
0.500  7752 0.014193 10
0.500  7625 0.014180 10
0.500  7500 0.014167 10
0.500  7377 0.014155 10
0.500  7256 0.014143 10
0.500  7154 0.014084 10
0.500  7246 0.014020 10
0.500  7192 0.014012 10
0.500  7123 0.014006 10
0.500  7023 0.013998 10
0.500  6926 0.013991 10
0.500  6830 0.013983 10
0.500  6736 0.013976 10
0.500  6643 0.013969 10
0.500  6553 0.013962 10
0.500  6464 0.013955 10
0.500  6376 0.013949 10
0.500  6290 0.013943 10
0.500  6206 0.013936 10
0.500  6122 0.013930 10
0.500  6040 0.013925 10
0.500  5959 0.013919 10
0.500  5880 0.013913 10
0.500  5802 0.013908 10
0.500  5725 0.013903 10
0.500  5649 0.013898 10
0.500  5573 0.013893 10
0.500  5499 0.013888 10
0.500  5427 0.013883 10
0.500  5356 0.013878 10
0.500  5320 0.013876 10
0.500  5270 0.013873 10
0.500  5211 0.013868 10
0.500  5157 0.013863 10
0.500  5095 0.013858 10
0.500  5039 0.013854 10
0.500  4987 0.013849 10
0.500  4928 0.013846 10
0.500  4873 0.013842 10
0.500  4822 0.013838 10
0.500  4794 0.013836 10
0.500  4748 0.013833 10
0.500  4692 0.013829 10
0.500  4640 0.013826 10
0.500  4578 0.013823 10
0.500  4527 0.013819 10
0.500  4465 0.013817 10
0.500  4433 0.013815 10
0.500  4373 0.013812 10
0.500  4322 0.013809 10
0.500  4261 0.013806 10
0.500  4203 0.013804 10
0.500  4146 0.013801 10
0.500  4090 0.013799 10
0.500  4034 0.013797 10
0.500  3978 0.013794 10
0.500  3922 0.013792 10
0.500  3867 0.013790 10
0.500  3813 0.013788 10
0.500  3759 0.013786 10
0.500  3705 0.013784 10
0.500  3652 0.013782 10
0.500  3600 0.013780 10
0.500  3548 0.013778 10
0.500  3498 0.013777 10
0.500  3448 0.013775 10
0.500  3400 0.013773 10
0.500  3353 0.013772 10
0.500  3307 0.013770 10
0.500  3262 0.013768 10
0.500  3225 0.013767 10
0.500  3192 0.013765 10
0.500  3161 0.013764 10
0.500  3130 0.013762 10
0.500  3097 0.013760 10
0.500  3077 0.013760 10
0.500  3048 0.013758 10
0.500  3033 0.013758 10
0.500  3013 0.013757 10
0.500  2984 0.013755 10
0.500  2953 0.013754 10
0.500  2924 0.013753 10
0.500  2898 0.013752 10
0.500  2867 0.013751 10
0.500  2839 0.013750 10
0.500  2813 0.013748 10
0.500  2783 0.013748 10
