Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
3300.0	4.5	3202.59764	3270.82342	2992.02801	3274.96230	3424.08410
3300.0	5.0	3159.71518	3272.77508	3032.85002	3288.72448	3429.13987
3300.0	5.5	3100.07595	3268.99182	3073.80869	3301.15164	3433.80112
3400.0	4.0	3278.58756	3354.61872	3048.84914	3350.88240	3503.21374
3400.0	4.5	3278.63688	3380.21104	3128.47942	3384.87023	3517.67720
3400.0	5.0	3246.09856	3375.78841	3164.46517	3390.68068	3513.23424
3400.0	5.5	3205.92398	3386.72361	3219.02459	3417.28430	3530.49608
3500.0	4.0	3336.69268	3461.36176	3183.89446	3457.53526	3591.44763
3500.0	4.5	3347.26309	3481.18509	3257.66664	3486.89993	3603.26645
3500.0	5.0	3329.96010	3483.54813	3299.19016	3499.18701	3605.52298
3500.0	5.5	3296.86747	3489.91893	3346.20468	3519.82670	3616.73592
3600.0	4.0	3394.68124	3572.72642	3326.07775	3567.00803	3680.22220
3600.0	4.5	3416.16022	3590.67894	3399.48331	3597.53981	3694.90936
3600.0	5.0	3411.60085	3597.77579	3441.33064	3615.35772	3705.33456
3600.0	5.5	3389.01611	3597.31032	3482.18388	3627.74863	3706.83488
3700.0	4.0	3456.93598	3687.72572	3472.07475	3678.10889	3770.31200
3700.0	4.5	3482.40139	3700.22900	3539.73151	3707.74867	3786.75378
3700.0	5.0	3491.73724	3711.21770	3588.96588	3731.19197	3801.88102
3700.0	5.5	3481.35540	3711.93821	3626.30581	3744.78305	3806.32359
3800.0	4.0	3524.62864	3812.40836	3628.32982	3796.32504	3866.51493
3800.0	4.5	3547.31546	3807.81699	3677.44321	3814.84156	3875.63096
3800.0	5.0	3562.55295	3812.39444	3720.91719	3834.87971	3888.27176
3800.0	5.5	3557.73498	3808.70584	3745.83321	3843.95573	3892.49345
3900.0	4.0	3595.40230	3941.30913	3804.52823	3919.18174	3959.41103
3900.0	4.5	3618.53579	3922.21475	3818.65258	3926.40612	3970.41074
3900.0	5.0	3635.14409	3917.64583	3852.33676	3941.73941	3980.19325
3900.0	5.5	3639.70237	3910.42897	3874.40362	3948.61878	3982.08610
4000.0	4.0	3682.14359	4073.21024	3968.79095	4042.49752	4061.30429
4000.0	4.5	3693.61668	4043.28203	3961.92482	4041.49469	4069.47801
4000.0	5.0	3713.63590	4033.02364	3997.17951	4057.67949	4078.66813
4000.0	5.5	3737.08899	4018.75088	4012.28924	4060.76021	4077.90603
4100.0	4.0	3789.67209	4156.73514	4144.68825	4177.53860	4178.26283
4100.0	4.5	3788.01607	4125.46025	4124.40682	4173.79318	4186.64005
4100.0	5.0	3798.06043	4095.43796	4130.26725	4173.23986	4184.91078
4100.0	5.5	3803.69105	4075.79750	4128.04382	4172.10111	4186.57128
4200.0	4.0	3901.06652	4288.27435	4306.26548	4301.54030	4285.47263
4200.0	4.5	3884.25536	4254.87647	4281.71954	4295.11200	4288.70803
4200.0	5.0	3885.66120	4220.15892	4271.14208	4291.81075	4291.05600
4200.0	5.5	3889.76297	4192.12544	4260.81162	4287.16459	4290.68703
4300.0	4.0	4020.34864	4415.42148	4453.01550	4417.61385	4389.46907
4300.0	4.5	3999.94572	4390.38077	4437.69105	4418.69461	4397.06543
4300.0	5.0	3987.28467	4355.55203	4419.43141	4416.94139	4403.82133
4300.0	5.5	3982.83985	4315.10559	4395.97906	4405.46158	4398.99840
4400.0	4.0	4147.09815	4543.49598	4587.90472	4532.93064	4497.62651
4400.0	4.5	4122.59284	4523.94108	4580.89897	4538.56701	4506.61537
4400.0	5.0	4093.35590	4486.84451	4559.39227	4535.98378	4512.16524
4400.0	5.5	4079.70518	4441.76186	4531.49373	4524.04520	4507.95067
4500.0	4.0	4277.36736	4672.18558	4714.02506	4647.01547	4607.14533
4500.0	4.5	4250.03333	4653.28034	4710.45076	4652.78409	4614.58246
4500.0	5.0	4217.39124	4623.47495	4699.47997	4655.71817	4622.02561
4500.0	5.5	4191.89333	4585.02179	4679.10944	4654.34722	4628.73246
4600.0	4.0	4406.92059	4798.83779	4833.99003	4759.79726	4716.91249
4600.0	4.5	4376.81750	4779.78548	4831.42118	4764.47130	4722.22622
4600.0	5.0	4342.45643	4757.99395	4830.53047	4774.19759	4734.41531
4600.0	5.5	4304.74194	4718.67427	4812.61916	4773.22086	4739.57255
4700.0	4.0	4536.53842	4923.43689	4950.45959	4871.27297	4826.20655
4700.0	4.5	4508.22660	4906.95765	4951.12867	4878.29842	4833.34967
4700.0	5.0	4470.16877	4887.51643	4952.62215	4887.34997	4843.33360
4700.0	5.5	4428.26936	4854.51946	4943.45363	4892.18343	4852.10460
4800.0	4.0	4663.80467	5043.80433	5062.70202	4980.23794	4933.47894
4800.0	4.5	4638.78915	5031.77974	5067.04834	4989.92311	4942.91749
4800.0	5.0	4599.65313	5014.85495	5070.81503	4999.41441	4952.43854
4800.0	5.5	4556.78306	4993.98879	5074.86627	5013.17931	4967.54272
4900.0	4.0	4795.37528	5167.16161	5177.78508	5092.67149	5044.50242
4900.0	4.5	4766.46295	5152.46037	5178.60186	5098.16324	5049.49071
4900.0	5.0	4729.25820	5139.14642	5185.92649	5110.62060	5061.47094
4900.0	5.5	4679.53236	5116.00371	5188.15036	5120.95286	5072.26667
5000.0	4.0	4919.68068	5284.34152	5288.73518	5202.53282	5152.54175
5000.0	4.5	4894.51351	5273.66075	5291.91321	5208.98439	5158.05988
5000.0	5.0	4856.89312	5260.28909	5298.02910	5219.68831	5168.36980
5000.0	5.5	4808.07369	5238.59064	5300.17803	5229.05212	5178.03727
5100.0	4.0	5044.83386	5400.49058	5398.78088	5311.97153	5260.25589
5100.0	4.5	5020.86034	5390.82874	5401.11801	5316.53294	5263.84716
5100.0	5.0	4986.04398	5380.61507	5409.20959	5328.55757	5275.38484
5100.0	5.5	4933.44506	5362.74335	5413.97972	5337.55756	5283.00015
5200.0	4.0	5169.75229	5516.12576	5507.64632	5419.90147	5366.69542
5200.0	4.5	5148.28884	5508.20337	5511.15791	5425.35735	5371.06998
5200.0	5.0	5116.32479	5499.87798	5520.11600	5438.06357	5383.55355
5200.0	5.5	5066.81859	5486.43074	5529.04540	5451.03615	5395.22726
5300.0	4.0	5295.11343	5633.52991	5618.78656	5530.10378	5475.52906
5300.0	4.5	5275.30972	5624.47685	5620.41014	5533.82975	5478.25754
5300.0	5.0	5242.98125	5615.30750	5628.12056	5545.21123	5489.38005
5300.0	5.5	5195.65063	5603.68535	5637.80630	5558.77349	5501.91317
5400.0	4.0	5417.46976	5749.20988	5727.64011	5638.15240	5581.93539
5400.0	4.5	5399.54003	5739.72823	5728.87344	5641.42962	5584.64585
5400.0	5.0	5373.14167	5733.04212	5738.43206	5654.80952	5597.83373
5400.0	5.5	5326.37076	5720.00799	5745.43004	5665.92005	5608.26091
5500.0	4.0	5535.98642	5864.39010	5836.32448	5746.04250	5688.31011
5500.0	4.5	5523.40777	5855.12897	5836.91901	5748.61520	5689.64377
5500.0	5.0	5503.57419	5853.16713	5851.18815	5766.41907	5707.54552
5500.0	5.5	5453.03968	5833.40180	5851.57121	5771.68634	5712.92110
5600.0	4.0	5648.70077	5979.13736	5945.71972	5854.22783	5793.81701
5600.0	4.5	5640.47634	5968.47873	5945.33659	5856.55855	5795.87579
5600.0	5.0	5620.37947	5958.37109	5952.25064	5868.98487	5809.72256
5600.0	5.5	5578.75597	5947.34058	5959.30321	5879.42983	5819.49687
5700.0	4.0	5761.62932	6095.84957	6056.23405	5963.76569	5901.79003
5700.0	4.5	5758.14429	6083.98846	6054.59973	5965.12303	5902.71480
5700.0	5.0	5741.36713	6071.03925	6059.07559	5975.72717	5915.09511
5700.0	5.5	5681.76904	6030.98650	6041.15568	5965.84482	5907.62292
5800.0	4.0	5870.14865	6213.24643	6166.76261	6072.80011	6008.09267
5800.0	4.5	5867.01725	6190.03853	6155.78011	6067.33408	6004.23794
5800.0	5.0	5858.17549	6183.09119	6165.47841	6081.59680	6019.12860
5800.0	5.5	5829.26509	6174.49631	6174.43042	6094.85878	6032.36346
5900.0	4.0	5975.32581	6331.19776	6277.06735	6180.71480	6113.67324
5900.0	4.5	5983.96822	6309.13048	6270.73880	6181.80347	6116.59936
5900.0	5.0	5974.29396	6295.72722	6272.35792	6188.22099	6123.76610
5900.0	5.5	5955.86728	6292.18723	6285.15215	6204.82705	6140.46034
6000.0	4.0	6079.57255	6449.28430	6384.44666	6283.72288	6212.25659
6000.0	4.5	6090.36359	6418.67987	6373.11900	6282.90298	6215.37308
6000.0	5.0	6087.78484	6404.37618	6374.21363	6289.46016	6223.25892
6000.0	5.5	6069.56315	6396.04296	6383.35407	6303.49117	6237.89712
6100.0	4.0	6184.13582	6571.99951	6497.94844	6393.83311	6318.76483
6100.0	4.5	6197.75561	6532.66395	6478.56058	6386.53436	6316.29792
6100.0	5.0	6203.58229	6519.65296	6483.68354	6398.97688	6330.69435
6100.0	5.5	6188.45599	6506.46315	6487.56092	6408.13374	6341.16602
6200.0	4.0	6279.36194	6692.69255	6608.60022	6499.94410	6420.18870
6200.0	4.5	6302.53953	6652.40586	6590.92399	6496.44710	6422.41307
6200.0	5.0	6312.98781	6632.44983	6588.79037	6502.66094	6431.60510
6200.0	5.5	6301.35802	6612.63667	6587.33508	6508.49185	6440.19490
6300.0	4.0	6370.31581	6814.56704	6719.66416	6605.73910	6520.30768
6300.0	4.5	6402.33742	6768.32697	6698.29976	6601.10910	6523.30013
6300.0	5.0	6418.50727	6745.95871	6694.68775	6606.78924	6532.48382
6300.0	5.5	6411.55357	6721.81741	6689.08275	6609.62877	6538.72843
6400.0	4.0	6459.55690	6938.07605	6832.09187	6711.93193	6621.26054
6400.0	4.5	6498.26241	6889.85127	6810.93867	6709.59284	6626.25118
6400.0	5.0	6520.24961	6861.20568	6802.59528	6712.20892	6633.33028
6400.0	5.5	6521.71604	6833.78534	6793.69856	6712.93908	6638.91635
6500.0	4.0	6544.88481	7063.73946	6945.89029	6818.64284	6721.32316
