Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
3700.0	4.0	3488.27117	3658.15063	3619.80191	3717.45011	3766.38639
3700.0	4.5	3505.40879	3667.13412	3646.07199	3733.51413	3773.26322
3700.0	5.0	3507.56952	3670.80665	3659.49157	3744.62830	3779.21858
3700.0	5.5	3490.58537	3666.05912	3663.14728	3750.72601	3782.31897
3700.0	6.0	3457.39418	3657.80685	3664.83620	3759.26647	3790.07390
3800.0	4.0	3557.37929	3777.80233	3763.29776	3829.60398	3862.78016
3800.0	4.5	3639.14875	3844.43980	3895.72979	3872.98496	3851.65526
3800.0	5.0	3583.74530	3776.74754	3787.53091	3849.83796	3871.47401
3800.0	5.5	3575.33193	3771.45683	3787.07683	3855.71283	3875.87928
3800.0	6.0	3551.67069	3763.75238	3785.58198	3863.78037	3883.82327
3900.0	4.0	3761.11611	3985.49780	4025.77025	3984.70033	3959.94761
3900.0	4.5	3745.67780	3958.45654	4006.06534	3977.60761	3955.23383
3900.0	5.0	3661.18377	3884.43617	3913.97057	3956.68026	3967.66282
3900.0	5.5	3681.94849	3908.65350	3968.07016	3968.17023	3949.14425
3900.0	6.0	3643.48481	3869.34574	3906.15079	3968.51835	3979.22939
4000.0	4.0	3871.72756	4106.15960	4134.87553	4087.47280	4061.18920
4000.0	4.5	3855.80979	4077.63539	4117.87131	4083.50561	4060.53083
4000.0	5.0	3739.64161	3994.68958	4040.57156	4064.60824	4065.88083
4000.0	5.5	3797.27142	4021.43016	4078.76369	4069.84287	4050.58027
4000.0	6.0	3753.98246	4000.91486	4067.45682	4074.99453	4056.88367
4100.0	4.0	3813.65666	4171.26305	4206.93694	4183.44261	4169.84922
4100.0	4.5	3813.77383	4138.16587	4185.20774	4180.53141	4172.50590
4100.0	5.0	3821.90662	4111.37971	4169.56249	4176.87764	4170.10125
4100.0	5.5	3911.84555	4137.48325	4190.21492	4174.28597	4155.17679
4100.0	6.0	3870.82746	4114.59278	4179.26004	4176.76505	4158.43225
4200.0	4.0	4116.67702	4361.95596	4361.20718	4298.77840	4268.46470
4200.0	4.5	3909.36957	4269.54221	4323.39640	4297.86148	4279.70159
4200.0	5.0	3906.64871	4231.24308	4297.34341	4289.14578	4275.57308
4200.0	5.5	3915.36541	4209.24908	4282.61363	4287.42614	4276.02496
4200.0	6.0	3914.90850	4193.98928	4269.81498	4289.09317	4280.49539
4300.0	4.0	4032.16247	4433.28908	4472.99288	4414.07849	4384.01525
4300.0	4.5	4015.14340	4404.78798	4460.58221	4417.92097	4392.06921
4300.0	5.0	4001.40016	4363.65730	4433.90477	4410.78088	4390.94530
4300.0	5.5	4143.24756	4384.16644	4423.37350	4394.64208	4375.18752
4300.0	6.0	4005.57542	4307.48538	4392.39205	4399.66529	4386.86532
4400.0	4.0	4150.68599	4562.06905	4595.72845	4527.64280	4494.21262
4400.0	4.5	4337.77944	4594.06584	4586.21825	4522.68970	4493.20195
4400.0	5.0	4291.24197	4555.19930	4569.56884	4520.68264	4496.32125
4400.0	5.5	4095.48056	4456.26181	4540.73293	4520.64870	4500.10451
4400.0	6.0	4222.29874	4474.87466	4521.85880	4497.87559	4479.18732
4500.0	4.0	4269.91719	4688.05970	4713.96083	4640.06845	4604.78754
